"","age","sex","median.error","median.abs.error","rmse"
"1",0,1,0.216373145161889,0.229847828663594,0.502251092764586
"2",0,2,0.21842139743249,0.225522015922543,0.498283754577998
"3",5,1,0.103984651015185,0.105306635957683,0.246534464435993
"4",5,2,0.107861794288187,0.109085334641722,0.257418021715886
"5",15,1,0.100999044195847,0.102685249469092,0.226825584445879
"6",15,2,0.101998407417799,0.103638621444191,0.228634166682199
"7",25,1,0.109678239895959,0.114412709944426,0.243117647746538
"8",25,2,0.107651693569281,0.11219229466392,0.240633385048709
"9",35,1,0.176426754495005,0.207381770802537,0.337004346278403
"10",35,2,0.157774716061235,0.186795673041384,0.335118076697789
"11",45,1,0.193378977327511,0.480995569419435,0.860884031977635
"12",45,2,0.189917958737059,0.443104317744919,0.773345254528697
"13",55,1,0.223564775361823,0.993270030938212,2.1684278990658
"14",55,2,0.203329522175198,0.843639392001976,1.79038134009854
"15",65,1,0.308232044908015,2.31518596128892,5.0284187194384
"16",65,2,0.262971955638548,1.68332534616397,3.70894535611564
"17",75,1,0.650004893295236,5.07139410776168,11.4744737065939
"18",75,2,0.390692336478827,2.90527789002674,6.38690584216383
"19",85,1,2.05791312732533,13.1348929014979,29.4279200195913
"20",85,2,0.910635529345198,5.63106208749578,12.0449732591595
