"","age","sex","median.error","median.abs.error","rmse"
"1",0,1,0.424856726612139,0.494119642977037,0.836391407643987
"2",0,2,0.418599323420512,0.478561307569759,0.816894853751408
"3",5,1,0.169680762231265,0.194801708848011,0.378727002099912
"4",5,2,0.162026143853615,0.181659722663177,0.361616083748835
"5",15,1,0.194051932868394,0.48668483660596,1.31990448606517
"6",15,2,0.201833362684344,0.320126389926392,0.540699809839305
"7",25,1,0.182037717182837,0.514742517563108,1.03785520422443
"8",25,2,0.202968852012765,0.326709479810985,0.557667550323125
"9",35,1,0.194084933298781,0.472429885889647,0.895711259953257
"10",35,2,0.203167040218277,0.321890998414648,0.545581080856314
"11",45,1,0.241066982141978,0.464539095373999,0.930317202399929
"12",45,2,0.245189112459141,0.317864670135626,0.527682116401257
"13",55,1,0.300378622333321,0.448822798944941,0.83990261080263
"14",55,2,0.261996434108089,0.311265473790473,0.515625861991596
"15",65,1,0.404340865789745,0.502652815204283,0.894450825021416
"16",65,2,0.305721183275149,0.356913327986934,0.619717687014717
"17",75,1,0.661458618526496,0.774967665200601,1.4348305376088
"18",75,2,0.421427817860215,0.487699040230314,0.906607134448633
"19",85,1,1.81438062356811,1.99770745737446,4.18121340883286
"20",85,2,0.823506094410353,0.927738062352964,1.8906090775831
