"","start.year.month.max","start.pred.max","start.year.month.min","start.pred.min","start.seas.index","end.year.month.max","end.pred.max","end.year.month.min","end.pred.min","end.seas.index","diff","per.year.perc","per.decade.perc","age","sex","cause"
"1",1,1977.47767944665,7,1877.87540535084,1.05303987357841,433,967.008775027634,440,905.918990230434,1.06743404813896,0.0143941745605534,0.0389031744879821,0.389031744879821,0,1,"Other"
"3",1,1498.26971860968,7,1433.63025356386,1.04508796105909,433,777.819078725518,440,734.906694724308,1.05839160849842,0.0133036474393351,0.0359558038900949,0.359558038900949,0,2,"Other"
"89",2,118.064986538786,8,93.2446834611968,1.26618464620471,434,75.3625432679141,440,59.9274839614277,1.25756227837667,-0.00862236782804393,-0.0233036968325512,-0.233036968325512,5,1,"Other"
"82",2,106.306758674691,8,76.2897278087611,1.39346097735694,434,65.6528238366938,440,47.4658620097866,1.3831587810026,-0.0103021963543399,-0.0278437739306485,-0.278437739306485,5,2,"Other"
"14",1,231.564057989185,7,210.18721393435,1.1017038270535,433,349.440334466652,439,316.204471854104,1.10510876844235,0.00340494138884995,0.00920254429418905,0.0920254429418905,15,1,"Other"
"12",1,165.887291525674,7,150.640032427531,1.10121651497571,433,195.266394789682,439,176.802803068641,1.10443042418209,0.00321390920638054,0.00868624109832578,0.0868624109832578,15,2,"Other"
"75",12,747.663105013814,6,698.62984145295,1.07018489713936,444,778.837354874574,438,742.235328493081,1.04931323661972,-0.0208716605196446,-0.0564098932963368,-0.564098932963368,25,1,"Other"
"74",12,309.23941815849,6,283.88699932012,1.08930461380439,444,469.827445169739,439,438.550511080873,1.07131888641922,-0.0179857273851702,-0.0486100740139736,-0.486100740139736,25,2,"Other"
"63",12,1063.64875083849,6,987.89227526069,1.07668495591567,433,1321.32115994043,438,1233.78313707343,1.07095089909775,-0.00573405681792227,-0.0154974508592494,-0.154974508592494,35,1,"Other"
"68",12,387.18593157295,7,351.679324823225,1.10096302012514,444,851.435998243762,439,780.400347704456,1.09102462697288,-0.00993839315226142,-0.026860522033139,-0.26860522033139,35,2,"Other"
"18",1,1189.85584051469,7,1071.3012461629,1.11066410570922,433,3006.86737888652,439,2706.76820041715,1.11086992171074,0.000205816001522141,0.000556259463573354,0.00556259463573354,45,1,"Other"
"10",1,621.452502920246,7,545.843326696719,1.13851809214393,433,1816.62694831744,439,1597.01659390899,1.13751288198634,-0.00100521015758837,-0.00271678420969829,-0.0271678420969828,45,2,"Other"
"72",12,1838.74589573103,7,1599.62038193774,1.14948891405323,433,4815.91792201797,439,4194.52175545216,1.14814469987147,-0.001344214181763,-0.00363301130206217,-0.0363301130206217,55,1,"Other"
"84",2,1378.32753674742,7,1184.48348978708,1.16365280616548,434,3192.20338388712,439,2739.78860152858,1.16512762411893,0.00147481795344828,0.00398599446877914,0.0398599446877914,55,2,"Other"
"17",1,2593.08382521085,7,2200.83701885504,1.17822619439574,434,5792.70805277844,439,4941.05634377107,1.17236227433047,-0.00586392006527237,-0.0158484326088442,-0.158484326088442,65,1,"Other"
"100",2,2352.20762213941,7,1999.07909853178,1.17664559839928,434,5157.72023571418,439,4405.35680199626,1.17078376792931,-0.00586183046997202,-0.0158427850539784,-0.158427850539784,65,2,"Other"
"77",12,2512.40875474587,7,2033.30332610583,1.23562909797508,433,8218.97262508922,439,6691.74232839863,1.22822610640719,-0.00740299156788859,-0.0200080853186178,-0.200080853186178,75,1,"Other"
"61",12,3099.98242704511,7,2510.74858933013,1.2346845240575,434,9798.37935315523,439,8008.23442605977,1.22353802746709,-0.0111464965904062,-0.0301256664605574,-0.301256664605574,75,2,"Other"
"62",12,1399.34097784901,7,1089.82703773765,1.28400280906398,444,9902.95634962012,439,7768.81620169585,1.27470596452757,-0.00929684453640589,-0.0251266068551511,-0.251266068551511,85,1,"Other"
"66",12,2734.70501990849,7,2092.62070228656,1.3068326318861,444,21235.3818168114,439,16524.628765447,1.28507466752987,-0.0217579643562285,-0.0588053090708877,-0.588053090708877,85,2,"Other"
