"","start.year.month.max","start.pred.max","start.year.month.min","start.pred.min","start.seas.index","end.year.month.max","end.pred.max","end.year.month.min","end.pred.min","end.seas.index","diff","per.year.perc","per.decade.perc","age","sex","cause"
"1",1,102.978121933221,7,37.2900384691871,2.76154507103318,433,22.5703866157035,439,8.07798958233928,2.79405988156368,0.0325148105305,0.0878778662986486,0.878778662986486,0,1,"Respiratory infections"
"81",2,76.4252876140317,8,26.9580335154279,2.83497264629091,434,17.3498327854353,440,6.04836654357678,2.86851543477643,0.0335427884855122,0.0906561850959789,0.906561850959789,0,2,"Respiratory infections"
"15",1,12.5850498941516,7,4.28541413502342,2.93671731543929,433,6.60204811162883,439,2.26383528949995,2.91631115666862,-0.0204061587706676,-0.0551517804612639,-0.551517804612639,5,1,"Respiratory infections"
"2",1,12.8161898446789,7,3.55993495580314,3.60011910436367,433,6.68884426427613,439,1.87218095411667,3.57275521341475,-0.0273638909489247,-0.0739564620241207,-0.739564620241207,5,2,"Respiratory infections"
"97",2,21.7344287029603,8,10.6007376207846,2.05027512994436,434,12.9340687984042,440,6.29657001055591,2.05414515787498,0.0038700279306183,0.010459534947617,0.10459534947617,15,1,"Respiratory infections"
"86",2,18.4297910833014,8,8.28348054894473,2.22488493507108,434,10.0066933270426,440,4.49049537864433,2.22841635126315,0.00353141619207209,0.00954436808668132,0.0954436808668132,15,2,"Respiratory infections"
"20",1,47.4787951407007,7,27.9525198469808,1.6985515223891,433,25.1089998846085,439,14.5804777749222,1.72209719545644,0.0235456730673427,0.0636369542360613,0.636369542360613,25,1,"Respiratory infections"
"87",2,29.8365744386215,8,14.7170955817459,2.02734121504441,434,22.6601579545819,440,11.0146125963578,2.05728143013172,0.0299402150873109,0.0809195002359755,0.809195002359755,25,2,"Respiratory infections"
"8",1,77.3085728020914,7,42.8382671319616,1.80466153226846,433,48.7999843607138,440,26.6242750997865,1.8329131658163,0.0282516335478458,0.0763557663455291,0.763557663455291,35,1,"Respiratory infections"
"85",2,40.5454958977276,7,19.3083757753499,2.09989158950853,433,46.3794053373752,440,21.789060329735,2.12856381301044,0.0286722235019048,0.077492495951094,0.77492495951094,35,2,"Respiratory infections"
"92",2,127.893317346627,8,69.5287133252471,1.83943167117673,434,123.318577191446,440,67.0678137088716,1.83871473322134,-0.000716937955388408,-0.0019376701496984,-0.019376701496984,45,1,"Respiratory infections"
"94",2,70.048967932936,8,32.7406215987724,2.13951246226683,434,107.766157912713,440,50.4467883557131,2.13623426634866,-0.00327819591817091,-0.00885998896802949,-0.0885998896802949,45,2,"Respiratory infections"
"96",2,307.43525680029,8,177.979428384129,1.72736399701633,434,259.996404286335,440,150.311554557504,1.72971668779375,0.00235269077741851,0.00635862372275273,0.0635862372275273,55,1,"Respiratory infections"
"84",2,179.423143585888,8,89.4855774590008,2.00505096665542,434,223.087166111094,440,111.059580788842,2.00871608308382,0.00366511642839562,0.00990572007674492,0.0990572007674492,55,2,"Respiratory infections"
"99",2,711.494303172099,8,426.93048106345,1.66653432989798,434,468.807069111814,440,282.211346170715,1.66119142788903,-0.00534290200895193,-0.0144402756998701,-0.144402756998701,65,1,"Respiratory infections"
"100",2,455.979104848611,8,239.181084404948,1.90641791754992,434,422.087604426487,440,222.24874088812,1.89916758466121,-0.0072503328887028,-0.0195954942937914,-0.195954942937914,65,2,"Respiratory infections"
"93",2,1329.1686277296,8,749.066500642429,1.77443341357496,434,818.790576378787,440,459.796742229359,1.78076637169898,0.00633295812401657,0.0171161030378826,0.171161030378826,75,1,"Respiratory infections"
"91",2,1242.55163062726,8,621.708040586072,1.99860955546905,434,845.916044317565,440,420.505456500212,2.01166484582142,0.0130552903523689,0.0352845685199158,0.352845685199158,75,2,"Respiratory infections"
"16",1,1333.94146650953,8,701.642876602747,1.90116868707951,433,1213.22100671901,440,634.402587895687,1.91238344525559,0.01121475817608,0.0303101572326486,0.303101572326486,85,1,"Respiratory infections"
"83",2,2171.52588530302,8,1026.23450826494,2.11601331646354,434,1952.72078294647,440,904.533611443126,2.15881506031713,0.0428017438535937,0.115680388793496,1.15680388793496,85,2,"Respiratory infections"
