e,cprov,nprov,year,quarter,pop_tot,pop_men,pop_wom,pop25_39,pop40_49,pop50_64,pop65,suicide_men,suicide_wom,suicide_total,suicide_age40_49,suicide_age50_64,suicide_age65,suicide_age25_39,rate_tot_lag0,rate_men_lag0,rate_wom_lag0,rate_tot_lag3,rate_men_lag3,rate_wom_lag3,rate_tot_lag6,rate_men_lag6,rate_wom_lag6,rate_tot_lag9,rate_men_lag9,rate_wom_lag9,rate_tot_lag12,rate_men_lag12,rate_wom_lag12,rate_tot_lag15,rate_men_lag15,rate_wom_lag15,rate_tot_lag18,rate_men_lag18,rate_wom_lag18,rate_tot_lag21,rate_men_lag21,rate_wom_lag21,rate_tot_lag24,rate_men_lag24,rate_wom_lag24
2497,32,Ourense,2003,1,265960,124846,141112,66810,43042,61250,94857,7,5,12,0,4,3,5,9.5,5.57,14.72,8.22,6.54,10.32,6.68,5.15,8.7,8.97,5.9,12.91,9.78,7.31,13.32,7.73,5.05,11.55,5.84,4.36,8.11,7.74,5.36,11.21,12.36,6.92,19.8
2498,32,Ourense,2003,2,266184,125025,141159,66864,43133,61474,94714,9,3,12,2,2,5,3,7.05,6.17,8.32,9.5,5.57,14.72,8.22,6.54,10.32,6.68,5.15,8.7,8.97,5.9,12.91,9.78,7.31,13.32,7.73,5.05,11.55,5.84,4.36,8.11,7.74,5.36,11.21
2499,32,Ourense,2003,3,266414,125191,141223,66906,43230,61694,94584,5,5,10,1,2,6,1,9.39,7.21,12.26,7.05,6.17,8.32,9.5,5.57,14.72,8.22,6.54,10.32,6.68,5.15,8.7,8.97,5.9,12.91,9.78,7.31,13.32,7.73,5.05,11.55,5.84,4.36,8.11
2500,32,Ourense,2003,4,266652,125333,141320,66922,43339,61909,94482,4,2,6,1,0,4,1,8.2,4.16,13.94,9.39,7.21,12.26,7.05,6.17,8.32,9.5,5.57,14.72,8.22,6.54,10.32,6.68,5.15,8.7,8.97,5.9,12.91,9.78,7.31,13.32,7.73,5.05,11.55
2501,32,Ourense,2004,1,266889,125489,141401,66939,43428,62146,94376,6,1,7,0,1,5,1,14.01,10.45,18.77,8.2,4.16,13.94,9.39,7.21,12.26,7.05,6.17,8.32,9.5,5.57,14.72,8.22,6.54,10.32,6.68,5.15,8.7,8.97,5.9,12.91,9.78,7.31,13.32
2502,32,Ourense,2004,2,267123,125671,141452,66957,43476,62429,94261,6,2,8,1,1,5,1,13.36,10.98,16.66,14.01,10.45,18.77,8.2,4.16,13.94,9.39,7.21,12.26,7.05,6.17,8.32,9.5,5.57,14.72,8.22,6.54,10.32,6.68,5.15,8.7,8.97,5.9,12.91
2503,32,Ourense,2004,3,267413,125865,141547,66987,43544,62710,94171,3,1,4,3,0,1,0,13.2,9.29,18.33,13.36,10.98,16.66,14.01,10.45,18.77,8.2,4.16,13.94,9.39,7.21,12.26,7.05,6.17,8.32,9.5,5.57,14.72,8.22,6.54,10.32,6.68,5.15,8.7
2504,32,Ourense,2004,4,267814,126085,141729,67042,43653,62988,94130,5,4,9,0,3,6,0,12.55,9.36,16.47,13.2,9.29,18.33,13.36,10.98,16.66,14.01,10.45,18.77,8.2,4.16,13.94,9.39,7.21,12.26,7.05,6.17,8.32,9.5,5.57,14.72,8.22,6.54,10.32
2505,32,Ourense,2005,1,268132,126278,141855,67092,43770,63158,94111,12,4,16,1,6,8,1,11.8,8.15,16.88,12.55,9.36,16.47,13.2,9.29,18.33,13.36,10.98,16.66,14.01,10.45,18.77,8.2,4.16,13.94,9.39,7.21,12.26,7.05,6.17,8.32,9.5,5.57,14.72
2506,32,Ourense,2005,2,268284,126418,141867,67132,43906,63112,94134,6,1,7,0,3,4,0,11.18,10.24,12.41,11.8,8.15,16.88,12.55,9.36,16.47,13.2,9.29,18.33,13.36,10.98,16.66,14.01,10.45,18.77,8.2,4.16,13.94,9.39,7.21,12.26,7.05,6.17,8.32
2507,32,Ourense,2005,3,268498,126586,141913,67159,44051,63070,94218,10,2,12,2,2,6,2,10.2,6.85,14.53,11.18,10.24,12.41,11.8,8.15,16.88,12.55,9.36,16.47,13.2,9.29,18.33,13.36,10.98,16.66,14.01,10.45,18.77,8.2,4.16,13.94,9.39,7.21,12.26
2508,32,Ourense,2005,4,268834,126807,142026,67163,44212,63035,94424,5,3,8,0,1,6,1,9.44,6.61,13.2,10.2,6.85,14.53,11.18,10.24,12.41,11.8,8.15,16.88,12.55,9.36,16.47,13.2,9.29,18.33,13.36,10.98,16.66,14.01,10.45,18.77,8.2,4.16,13.94
2509,32,Ourense,2006,1,269078,126976,142101,67134,44343,63041,94560,3,3,6,1,1,4,0,12.32,9.42,15.79,9.44,6.61,13.2,10.2,6.85,14.53,11.18,10.24,12.41,11.8,8.15,16.88,12.55,9.36,16.47,13.2,9.29,18.33,13.36,10.98,16.66,14.01,10.45,18.77
2510,32,Ourense,2006,2,269139,127038,142100,67040,44414,63127,94558,4,3,7,0,1,3,3,9.09,5.86,13.01,12.32,9.42,15.79,9.44,6.61,13.2,10.2,6.85,14.53,11.18,10.24,12.41,11.8,8.15,16.88,12.55,9.36,16.47,13.2,9.29,18.33,13.36,10.98,16.66
2511,32,Ourense,2006,3,269316,127158,142157,66979,44511,63244,94582,6,0,6,0,1,4,1,6.34,4.55,8.53,9.09,5.86,13.01,12.32,9.42,15.79,9.44,6.61,13.2,10.2,6.85,14.53,11.18,10.24,12.41,11.8,8.15,16.88,12.55,9.36,16.47,13.2,9.29,18.33
2512,32,Ourense,2006,4,269726,127396,142329,66984,44662,63419,94661,2,3,5,1,1,2,1,8.19,5.21,11.93,6.34,4.55,8.53,9.09,5.86,13.01,12.32,9.42,15.79,9.44,6.61,13.2,10.2,6.85,14.53,11.18,10.24,12.41,11.8,8.15,16.88,12.55,9.36,16.47
2513,32,Ourense,2007,1,270002,127574,142427,66916,44803,63592,94690,8,2,10,0,1,6,3,6.77,3.3,11.12,8.19,5.21,11.93,6.34,4.55,8.53,9.09,5.86,13.01,12.32,9.42,15.79,9.44,6.61,13.2,10.2,6.85,14.53,11.18,10.24,12.41,11.8,8.15,16.88
2514,32,Ourense,2007,2,270010,127633,142376,66704,44924,63760,94623,7,6,13,2,3,7,1,5.48,3.91,7.48,6.77,3.3,11.12,8.19,5.21,11.93,6.34,4.55,8.53,9.09,5.86,13.01,12.32,9.42,15.79,9.44,6.61,13.2,10.2,6.85,14.53,11.18,10.24,12.41
2515,32,Ourense,2007,3,270077,127734,142343,66519,45048,63920,94590,4,2,6,0,0,4,2,5.56,4.99,6.27,5.48,3.91,7.48,6.77,3.3,11.12,8.19,5.21,11.93,6.34,4.55,8.53,9.09,5.86,13.01,12.32,9.42,15.79,9.44,6.61,13.2,10.2,6.85,14.53
2516,32,Ourense,2007,4,270260,127915,142345,66391,45179,64063,94627,8,4,12,3,2,7,0,5.29,4.01,6.89,5.56,4.99,6.27,5.48,3.91,7.48,6.77,3.3,11.12,8.19,5.21,11.93,6.34,4.55,8.53,9.09,5.86,13.01,12.32,9.42,15.79,9.44,6.61,13.2
2517,32,Ourense,2008,1,270378,128059,142320,66266,45292,64158,94662,5,0,5,0,2,1,2,7.24,5.98,8.82,5.29,4.01,6.89,5.56,4.99,6.27,5.48,3.91,7.48,6.77,3.3,11.12,8.19,5.21,11.93,6.34,4.55,8.53,9.09,5.86,13.01,12.32,9.42,15.79
2518,32,Ourense,2008,2,270366,128127,142239,66145,45366,64159,94696,8,4,12,2,3,7,0,5.95,4.47,7.82,7.24,5.98,8.82,5.29,4.01,6.89,5.56,4.99,6.27,5.48,3.91,7.48,6.77,3.3,11.12,8.19,5.21,11.93,6.34,4.55,8.53,9.09,5.86,13.01
2519,32,Ourense,2008,3,270434,128224,142210,66030,45452,64172,94780,9,4,13,1,2,8,2,5.35,4.02,6.98,5.95,4.47,7.82,7.24,5.98,8.82,5.29,4.01,6.89,5.56,4.99,6.27,5.48,3.91,7.48,6.77,3.3,11.12,8.19,5.21,11.93,6.34,4.55,8.53
2520,32,Ourense,2008,4,270664,128378,142287,65929,45561,64207,94967,6,1,7,2,1,1,3,6.46,5.36,7.78,5.35,4.02,6.98,5.95,4.47,7.82,7.24,5.98,8.82,5.29,4.01,6.89,5.56,4.99,6.27,5.48,3.91,7.48,6.77,3.3,11.12,8.19,5.21,11.93
2521,32,Ourense,2009,1,270828,128516,142313,65801,45647,64260,95120,7,1,8,2,1,4,1,8.32,7.95,8.8,6.46,5.36,7.78,5.35,4.02,6.98,5.95,4.47,7.82,7.24,5.98,8.82,5.29,4.01,6.89,5.56,4.99,6.27,5.48,3.91,7.48,6.77,3.3,11.12
2522,32,Ourense,2009,2,270859,128623,142237,65619,45688,64345,95208,6,5,11,2,1,8,0,9.08,7,11.64,8.32,7.95,8.8,6.46,5.36,7.78,5.35,4.02,6.98,5.95,4.47,7.82,7.24,5.98,8.82,5.29,4.01,6.89,5.56,4.99,6.27,5.48,3.91,7.48
2523,32,Ourense,2009,3,270930,128722,142209,65439,45727,64441,95323,7,4,11,0,2,8,1,11.53,11.18,11.96,9.08,7,11.64,8.32,7.95,8.8,6.46,5.36,7.78,5.35,4.02,6.98,5.95,4.47,7.82,7.24,5.98,8.82,5.29,4.01,6.89,5.56,4.99,6.27
2524,32,Ourense,2009,4,271081,128808,142274,65264,45764,64558,95495,3,1,4,0,2,1,1,12.74,11.05,14.68,11.53,11.18,11.96,9.08,7,11.64,8.32,7.95,8.8,6.46,5.36,7.78,5.35,4.02,6.98,5.95,4.47,7.82,7.24,5.98,8.82,5.29,4.01,6.89
2525,32,Ourense,2010,1,271102,128853,142248,65049,45769,64645,95638,4,3,7,0,3,4,0,16.58,14.89,18.51,12.74,11.05,14.68,11.53,11.18,11.96,9.08,7,11.64,8.32,7.95,8.8,6.46,5.36,7.78,5.35,4.02,6.98,5.95,4.47,7.82,7.24,5.98,8.82
2526,32,Ourense,2010,2,270861,128818,142042,64753,45713,64672,95722,4,0,4,1,1,2,0,16.59,14.5,19.09,16.58,14.89,18.51,12.74,11.05,14.68,11.53,11.18,11.96,9.08,7,11.64,8.32,7.95,8.8,6.46,5.36,7.78,5.35,4.02,6.98,5.95,4.47,7.82
2527,32,Ourense,2010,3,270695,128808,141887,64457,45667,64709,95862,2,4,6,1,1,2,2,15.59,14.64,16.7,16.59,14.5,19.09,16.58,14.89,18.51,12.74,11.05,14.68,11.53,11.18,11.96,9.08,7,11.64,8.32,7.95,8.8,6.46,5.36,7.78,5.35,4.02,6.98
2528,32,Ourense,2010,4,270679,128847,141832,64159,45640,64766,96114,4,1,5,1,1,3,0,16.95,15.63,18.53,15.59,14.64,16.7,16.59,14.5,19.09,16.58,14.89,18.51,12.74,11.05,14.68,11.53,11.18,11.96,9.08,7,11.64,8.32,7.95,8.8,6.46,5.36,7.78
2529,32,Ourense,2011,1,270578,128832,141746,63852,45610,64826,96290,6,2,8,0,2,4,2,17.83,17.01,18.8,16.95,15.63,18.53,15.59,14.64,16.7,16.59,14.5,19.09,16.58,14.89,18.51,12.74,11.05,14.68,11.53,11.18,11.96,9.08,7,11.64,8.32,7.95,8.8
2530,32,Ourense,2011,2,270305,128708,141597,63526,45573,64892,96314,9,1,10,1,4,5,0,17.21,16.12,18.45,17.83,17.01,18.8,16.95,15.63,18.53,15.59,14.64,16.7,16.59,14.5,19.09,16.58,14.89,18.51,12.74,11.05,14.68,11.53,11.18,11.96,9.08,7,11.64
2531,32,Ourense,2011,3,270070,128604,141468,63188,45539,64968,96375,6,3,9,1,1,7,0,17.28,16.43,18.28,17.21,16.12,18.45,17.83,17.01,18.8,16.95,15.63,18.53,15.59,14.64,16.7,16.59,14.5,19.09,16.58,14.89,18.51,12.74,11.05,14.68,11.53,11.18,11.96
2532,32,Ourense,2011,4,269913,128536,141378,62827,45510,65065,96511,8,5,13,3,4,3,3,18.78,18.62,18.97,17.28,16.43,18.28,17.21,16.12,18.45,17.83,17.01,18.8,16.95,15.63,18.53,15.59,14.64,16.7,16.59,14.5,19.09,16.58,14.89,18.51,12.74,11.05,14.68
2533,32,Ourense,2012,1,269608,128398,141211,62444,45479,65137,96549,2,3,5,1,2,1,1,19.81,17.93,22.01,18.78,18.62,18.97,17.28,16.43,18.28,17.21,16.12,18.45,17.83,17.01,18.8,16.95,15.63,18.53,15.59,14.64,16.7,16.59,14.5,19.09,16.58,14.89,18.51
2534,32,Ourense,2012,2,269009,128118,140890,62018,45442,65157,96392,5,4,9,2,0,2,5,20.17,19.46,21.02,19.81,17.93,22.01,18.78,18.62,18.97,17.28,16.43,18.28,17.21,16.12,18.45,17.83,17.01,18.8,16.95,15.63,18.53,15.59,14.64,16.7,16.59,14.5,19.09
2535,32,Ourense,2012,3,268513,127893,140618,61602,45408,65193,96310,6,5,11,2,0,8,1,21.13,20.04,22.41,20.17,19.46,21.02,19.81,17.93,22.01,18.78,18.62,18.97,17.28,16.43,18.28,17.21,16.12,18.45,17.83,17.01,18.8,16.95,15.63,18.53,15.59,14.64,16.7
2536,32,Ourense,2012,4,268222,127775,140445,61205,45379,65263,96375,7,2,9,2,2,2,3,22.73,22.5,22.99,21.13,20.04,22.41,20.17,19.46,21.02,19.81,17.93,22.01,18.78,18.62,18.97,17.28,16.43,18.28,17.21,16.12,18.45,17.83,17.01,18.8,16.95,15.63,18.53
2537,32,Ourense,2013,1,267792,127571,140220,60748,45338,65290,96416,7,2,9,2,2,2,3,23.93,24.95,22.78,22.73,22.5,22.99,21.13,20.04,22.41,20.17,19.46,21.02,19.81,17.93,22.01,18.78,18.62,18.97,17.28,16.43,18.28,17.21,16.12,18.45,17.83,17.01,18.8
2538,32,Ourense,2013,2,267086,127194,139892,60170,45272,65235,96409,7,2,9,1,1,6,1,24.53,25.31,23.62,23.93,24.95,22.78,22.73,22.5,22.99,21.13,20.04,22.41,20.17,19.46,21.02,19.81,17.93,22.01,18.78,18.62,18.97,17.28,16.43,18.28,17.21,16.12,18.45
2539,32,Ourense,2013,3,266449,126854,139595,59614,45215,65188,96432,6,5,11,0,1,8,2,24.55,25.58,23.39,24.53,25.31,23.62,23.93,24.95,22.78,22.73,22.5,22.99,21.13,20.04,22.41,20.17,19.46,21.02,19.81,17.93,22.01,18.78,18.62,18.97,17.28,16.43,18.28
2540,32,Ourense,2013,4,265951,126591,139362,59103,45177,65156,96514,3,2,5,1,0,2,2,23.23,22.97,23.51,24.55,25.58,23.39,24.53,25.31,23.62,23.93,24.95,22.78,22.73,22.5,22.99,21.13,20.04,22.41,20.17,19.46,21.02,19.81,17.93,22.01,18.78,18.62,18.97
2541,32,Ourense,2014,1,265445,126325,139121,58591,45143,65138,96573,4,2,6,0,2,4,0,22.06,20.55,23.68,23.23,22.97,23.51,24.55,25.58,23.39,24.53,25.31,23.62,23.93,24.95,22.78,22.73,22.5,22.99,21.13,20.04,22.41,20.17,19.46,21.02,19.81,17.93,22.01
2542,32,Ourense,2014,2,264924,126056,138867,58076,45116,65146,96586,9,1,10,1,1,8,0,22.61,21.5,23.8,22.06,20.55,23.68,23.23,22.97,23.51,24.55,25.58,23.39,24.53,25.31,23.62,23.93,24.95,22.78,22.73,22.5,22.99,21.13,20.04,22.41,20.17,19.46,21.02
2543,32,Ourense,2014,3,264414,125785,138627,57535,45087,65155,96637,6,2,8,1,2,3,2,20.12,20.51,19.69,22.61,21.5,23.8,22.06,20.55,23.68,23.23,22.97,23.51,24.55,25.58,23.39,24.53,25.31,23.62,23.93,24.95,22.78,22.73,22.5,22.99,21.13,20.04,22.41
2544,32,Ourense,2014,4,263928,125511,138416,56944,45053,65167,96764,3,1,4,0,0,4,0,20.59,21.39,19.75,20.12,20.51,19.69,22.61,21.5,23.8,22.06,20.55,23.68,23.23,22.97,23.51,24.55,25.58,23.39,24.53,25.31,23.62,23.93,24.95,22.78,22.73,22.5,22.99
2545,32,Ourense,2015,1,263301,125183,138119,56324,45009,65175,96793,5,2,7,3,1,3,0,23.42,24.15,22.66,20.59,21.39,19.75,20.12,20.51,19.69,22.61,21.5,23.8,22.06,20.55,23.68,23.23,22.97,23.51,24.55,25.58,23.39,24.53,25.31,23.62,23.93,24.95,22.78
2546,32,Ourense,2015,2,262393,124746,137647,55647,44947,65176,96624,5,0,5,0,1,4,0,21.06,21.04,21.09,23.42,24.15,22.66,20.59,21.39,19.75,20.12,20.51,19.69,22.61,21.5,23.8,22.06,20.55,23.68,23.23,22.97,23.51,24.55,25.58,23.39,24.53,25.31,23.62
2547,32,Ourense,2015,3,261586,124350,137234,54990,44889,65180,96527,10,1,11,1,2,7,1,18.11,15.21,21.14,21.06,21.04,21.09,23.42,24.15,22.66,20.59,21.39,19.75,20.12,20.51,19.69,22.61,21.5,23.8,22.06,20.55,23.68,23.23,22.97,23.51,24.55,25.58,23.39
2548,32,Ourense,2015,4,260978,124036,136942,54373,44840,65191,96573,3,1,4,0,1,1,2,18.78,17.48,20.11,18.11,15.21,21.14,21.06,21.04,21.09,23.42,24.15,22.66,20.59,21.39,19.75,20.12,20.51,19.69,22.61,21.5,23.8,22.06,20.55,23.68,23.23,22.97,23.51
2549,32,Ourense,2016,1,260334,123722,136612,53746,44794,65225,96569,2,2,4,2,2,0,0,20.83,19.86,21.78,18.78,17.48,20.11,18.11,15.21,21.14,21.06,21.04,21.09,23.42,24.15,22.66,20.59,21.39,19.75,20.12,20.51,19.69,22.61,21.5,23.8,22.06,20.55,23.68
2550,32,Ourense,2016,2,259616,123408,136208,53096,44753,65304,96463,8,2,10,3,2,4,1,20.39,20.6,20.16,20.83,19.86,21.78,18.78,17.48,20.11,18.11,15.21,21.14,21.06,21.04,21.09,23.42,24.15,22.66,20.59,21.39,19.75,20.12,20.51,19.69,22.61,21.5,23.8
2551,32,Ourense,2016,3,258972,123111,135860,52469,44719,65398,96386,7,5,12,1,3,5,3,17.7,17.7,17.7,20.39,20.6,20.16,20.83,19.86,21.78,18.78,17.48,20.11,18.11,15.21,21.14,21.06,21.04,21.09,23.42,24.15,22.66,20.59,21.39,19.75,20.12,20.51,19.69
2552,32,Ourense,2016,4,258473,122848,135624,51886,44701,65519,96367,4,0,4,3,0,0,1,19.24,17.98,20.6,17.7,17.7,17.7,20.39,20.6,20.16,20.83,19.86,21.78,18.78,17.48,20.11,18.11,15.21,21.14,21.06,21.04,21.09,23.42,24.15,22.66,20.59,21.39,19.75
2553,32,Ourense,2017,1,257924,122566,135356,51299,44664,65636,96325,3,2,5,0,1,4,0,20.36,20.56,20.15,19.24,17.98,20.6,17.7,17.7,17.7,20.39,20.6,20.16,20.83,19.86,21.78,18.78,17.48,20.11,18.11,15.21,21.14,21.06,21.04,21.09,23.42,24.15,22.66
2554,32,Ourense,2017,2,257273,122246,135025,50702,44588,65745,96238,12,0,12,1,6,3,2,16.54,15.51,17.67,20.36,20.56,20.15,19.24,17.98,20.6,17.7,17.7,17.7,20.39,20.6,20.16,20.83,19.86,21.78,18.78,17.48,20.11,18.11,15.21,21.14,21.06,21.04,21.09
2555,32,Ourense,2017,3,256772,121998,134773,50149,44522,65876,96226,9,3,12,2,2,7,1,15.29,12.96,17.84,16.54,15.51,17.67,20.36,20.56,20.15,19.24,17.98,20.6,17.7,17.7,17.7,20.39,20.6,20.16,20.83,19.86,21.78,18.78,17.48,20.11,18.11,15.21,21.14
2556,32,Ourense,2017,4,256573,121892,134681,49683,44476,66052,96362,6,1,7,2,0,4,1,13.69,12.56,14.93,15.29,12.96,17.84,16.54,15.51,17.67,20.36,20.56,20.15,19.24,17.98,20.6,17.7,17.7,17.7,20.39,20.6,20.16,20.83,19.86,21.78,18.78,17.48,20.11
2557,32,Ourense,2018,1,256279,121738,134542,49238,44415,66205,96421,6,1,7,2,0,5,0,14.27,14.34,14.21,13.69,12.56,14.93,15.29,12.96,17.84,16.54,15.51,17.67,20.36,20.56,20.15,19.24,17.98,20.6,17.7,17.7,17.7,20.39,20.6,20.16,20.83,19.86,21.78
2558,32,Ourense,2018,2,255796,121485,134312,48832,44326,66313,96326,7,3,10,4,1,3,2,13.36,10.94,15.89,14.27,14.34,14.21,13.69,12.56,14.93,15.29,12.96,17.84,16.54,15.51,17.67,20.36,20.56,20.15,19.24,17.98,20.6,17.7,17.7,17.7,20.39,20.6,20.16
2559,32,Ourense,2018,3,255471,121308,134164,48455,44258,66450,96308,6,3,9,2,2,5,0,14.25,10.83,17.91,13.36,10.94,15.89,14.27,14.34,14.21,13.69,12.56,14.93,15.29,12.96,17.84,16.54,15.51,17.67,20.36,20.56,20.15,19.24,17.98,20.6,17.7,17.7,17.7
2560,32,Ourense,2018,4,255461,121285,134177,48136,44234,66646,96445,3,3,6,0,1,5,0,13.12,13.46,12.76,14.25,10.83,17.91,13.36,10.94,15.89,14.27,14.34,14.21,13.69,12.56,14.93,15.29,12.96,17.84,16.54,15.51,17.67,20.36,20.56,20.15,19.24,17.98,20.6
2561,33,Asturias,1999,1,801978,375985,425993,239286,155448,184509,222735,27,8,35,2,4,19,10,18.56,12.39,28.31,17.72,12.69,25.65,17.36,12.48,25.05,19.95,14.37,28.89,20.34,15.82,27.74,20.24,16.45,26.5,21,17.22,27.17,20.71,16.65,27.34,21.84,17.65,28.76
2562,33,Asturias,1999,2,803265,376536,426729,239267,155918,184618,223462,25,7,32,4,6,18,4,17.63,12.14,25.89,18.56,12.39,28.31,17.72,12.69,25.65,17.36,12.48,25.05,19.95,14.37,28.89,20.34,15.82,27.74,20.24,16.45,26.5,21,17.22,27.17,20.71,16.65,27.34
2563,33,Asturias,1999,3,804709,377176,427532,239244,156388,184736,224341,21,8,29,6,5,14,4,17.22,12.23,24.63,17.63,12.14,25.89,18.56,12.39,28.31,17.72,12.69,25.65,17.36,12.48,25.05,19.95,14.37,28.89,20.34,15.82,27.74,20.24,16.45,26.5,21,17.22,27.17
2564,33,Asturias,1999,4,806466,377993,428472,239210,156858,184873,225524,19,6,25,6,5,11,3,18.08,12.22,26.79,17.22,12.23,24.63,17.63,12.14,25.89,18.56,12.39,28.31,17.72,12.69,25.65,17.36,12.48,25.05,19.95,14.37,28.89,20.34,15.82,27.74,20.24,16.45,26.5
2565,33,Asturias,2000,1,808119,378775,429344,239190,157379,185036,226514,31,6,37,4,5,22,6,18.75,12.85,27.59,18.08,12.22,26.79,17.22,12.23,24.63,17.63,12.14,25.89,18.56,12.39,28.31,17.72,12.69,25.65,17.36,12.48,25.05,19.95,14.37,28.89,20.34,15.82,27.74
2566,33,Asturias,2000,2,809566,379485,430081,239196,158004,185248,227118,26,13,39,5,3,25,6,17.29,11.52,26,18.75,12.85,27.59,18.08,12.22,26.79,17.22,12.23,24.63,17.63,12.14,25.89,18.56,12.39,28.31,17.72,12.69,25.65,17.36,12.48,25.05,19.95,14.37,28.89
2567,33,Asturias,2000,3,811142,380254,430888,239192,158630,185463,227858,31,3,34,2,10,13,9,15.54,10.33,23.65,17.29,11.52,26,18.75,12.85,27.59,18.08,12.22,26.79,17.22,12.23,24.63,17.63,12.14,25.89,18.56,12.39,28.31,17.72,12.69,25.65,17.36,12.48,25.05
2568,33,Asturias,2000,4,812975,381138,431837,239169,159258,185681,228867,20,12,32,2,3,21,6,16.35,10.72,25.2,15.54,10.33,23.65,17.29,11.52,26,18.75,12.85,27.59,18.08,12.22,26.79,17.22,12.23,24.63,17.63,12.14,25.89,18.56,12.39,28.31,17.72,12.69,25.65
2569,33,Asturias,2001,1,814794,382024,432771,239207,159842,185872,229874,23,7,30,5,4,15,6,8.88,5.55,14.4,16.35,10.72,25.2,15.54,10.33,23.65,17.29,11.52,26,18.75,12.85,27.59,18.08,12.22,26.79,17.22,12.23,24.63,17.63,12.14,25.89,18.56,12.39,28.31
2570,33,Asturias,2001,2,816587,382911,433676,239365,160337,186008,230877,26,5,31,4,4,13,10,8.18,5.45,12.67,8.88,5.55,14.4,16.35,10.72,25.2,15.54,10.33,23.65,17.29,11.52,26,18.75,12.85,27.59,18.08,12.22,26.79,17.22,12.23,24.63,17.63,12.14,25.89
2571,33,Asturias,2001,3,818394,383817,434576,239513,160855,186158,231867,34,9,43,7,10,18,8,7.1,4.53,11.14,8.18,5.45,12.67,8.88,5.55,14.4,16.35,10.72,25.2,15.54,10.33,23.65,17.29,11.52,26,18.75,12.85,27.59,18.08,12.22,26.79,17.22,12.23,24.63
2572,33,Asturias,2001,4,820228,384763,435464,239640,161420,186336,232832,27,2,29,2,3,17,7,6.79,3.77,11.58,7.1,4.53,11.14,8.18,5.45,12.67,8.88,5.55,14.4,16.35,10.72,25.2,15.54,10.33,23.65,17.29,11.52,26,18.75,12.85,27.59,18.08,12.22,26.79
2573,33,Asturias,2002,1,822044,385701,436340,239873,161898,186816,233456,28,8,36,2,5,24,5,9.15,6.6,13.16,6.79,3.77,11.58,7.1,4.53,11.14,8.18,5.45,12.67,8.88,5.55,14.4,16.35,10.72,25.2,15.54,10.33,23.65,17.29,11.52,26,18.75,12.85,27.59
2574,33,Asturias,2002,2,823822,386624,437194,240321,162199,187904,233398,18,8,26,5,5,12,4,10.28,7.43,14.69,9.15,6.6,13.16,6.79,3.77,11.58,7.1,4.53,11.14,8.18,5.45,12.67,8.88,5.55,14.4,16.35,10.72,25.2,15.54,10.33,23.65,17.29,11.52,26
2575,33,Asturias,2002,3,825706,387606,438096,240726,162508,188996,233475,20,10,30,2,10,13,5,9.67,7.49,13.07,10.28,7.43,14.69,9.15,6.6,13.16,6.79,3.77,11.58,7.1,4.53,11.14,8.18,5.45,12.67,8.88,5.55,14.4,16.35,10.72,25.2,15.54,10.33,23.65
2576,33,Asturias,2002,4,827801,388703,439096,241046,162834,190098,233824,21,14,35,4,5,20,6,10.12,7.25,14.45,9.67,7.49,13.07,10.28,7.43,14.69,9.15,6.6,13.16,6.79,3.77,11.58,7.1,4.53,11.14,8.18,5.45,12.67,8.88,5.55,14.4,16.35,10.72,25.2
2577,33,Asturias,2003,1,829772,389744,440028,241339,163133,191268,234032,25,7,32,6,6,12,8,12.44,8.95,17.57,10.12,7.25,14.45,9.67,7.49,13.07,10.28,7.43,14.69,9.15,6.6,13.16,6.79,3.77,11.58,7.1,4.53,11.14,8.18,5.45,12.67,8.88,5.55,14.4
2578,33,Asturias,2003,2,831493,390673,440821,241578,163378,192577,233960,22,8,30,3,4,15,8,10.82,7.31,15.98,12.44,8.95,17.57,10.12,7.25,14.45,9.67,7.49,13.07,10.28,7.43,14.69,9.15,6.6,13.16,6.79,3.77,11.58,7.1,4.53,11.14,8.18,5.45,12.67
2579,33,Asturias,2003,3,833262,391613,441650,241830,163643,193906,233883,26,8,34,2,8,17,7,11.8,8.54,16.48,10.82,7.31,15.98,12.44,8.95,17.57,10.12,7.25,14.45,9.67,7.49,13.07,10.28,7.43,14.69,9.15,6.6,13.16,6.79,3.77,11.58,7.1,4.53,11.14
2580,33,Asturias,2003,4,835124,392576,442549,242105,163949,195275,233795,17,9,26,3,3,16,4,10.14,7.11,14.47,11.8,8.54,16.48,10.82,7.31,15.98,12.44,8.95,17.57,10.12,7.25,14.45,9.67,7.49,13.07,10.28,7.43,14.69,9.15,6.6,13.16,6.79,3.77,11.58
2581,33,Asturias,2004,1,836906,393506,443401,242288,164282,196741,233596,15,6,21,1,3,13,4,11.46,7.65,16.81,10.14,7.11,14.47,11.8,8.54,16.48,10.82,7.31,15.98,12.44,8.95,17.57,10.12,7.25,14.45,9.67,7.49,13.07,10.28,7.43,14.69,9.15,6.6,13.16
2582,33,Asturias,2004,2,838528,394371,444157,242287,164670,198399,233172,24,10,34,3,9,13,9,10.34,7.2,14.9,11.46,7.65,16.81,10.14,7.11,14.47,11.8,8.54,16.48,10.82,7.31,15.98,12.44,8.95,17.57,10.12,7.25,14.45,9.67,7.49,13.07,10.28,7.43,14.69
