"","cprov","nprov","year","month","pop","assault","drowning_submersion_suffocation","falls","suicide","transport","total","tmean","anomaly"
"3054",13,"Ciudad Real",2013,6,520702,0,1,5,4,3,13,21.41,-2.31
"3055",13,"Ciudad Real",2013,7,520293,0,1,7,3,4,15,26.81,-0.03
"3056",13,"Ciudad Real",2013,8,519920,0,0,4,4,1,9,26.65,0.12
"3057",13,"Ciudad Real",2013,9,519546,0,1,10,3,2,16,22.29,0.46
"3058",13,"Ciudad Real",2013,10,519173,0,2,2,4,6,14,17.07,0.58
"3059",13,"Ciudad Real",2013,11,518800,1,0,6,4,6,17,8.44,-1.41
"3060",13,"Ciudad Real",2013,12,518426,1,1,11,6,4,23,6.23,-0.61
"3061",13,"Ciudad Real",2014,1,518053,0,1,5,8,5,19,7.69,1.46
"3062",13,"Ciudad Real",2014,2,517706,0,0,8,4,3,15,7.7,0.11
"3063",13,"Ciudad Real",2014,3,517359,0,2,7,2,3,14,10.99,0.3
"3064",13,"Ciudad Real",2014,4,517012,0,2,2,3,1,8,16.12,2.45
"3065",13,"Ciudad Real",2014,5,516665,0,2,4,5,2,13,18.8,0.83
"3066",13,"Ciudad Real",2014,6,516318,1,0,8,3,2,14,22.67,-1.05
"3067",13,"Ciudad Real",2014,7,515971,0,1,1,6,2,10,25.43,-1.41
"3068",13,"Ciudad Real",2014,8,515666,0,1,2,10,3,16,26.06,-0.48
"3069",13,"Ciudad Real",2014,9,515362,0,0,4,4,1,9,22,0.17
"3070",13,"Ciudad Real",2014,10,515058,0,1,4,5,2,12,18.45,1.96
"3071",13,"Ciudad Real",2014,11,514753,1,0,6,3,3,13,11.5,1.65
"3072",13,"Ciudad Real",2014,12,514448,0,1,6,7,4,18,6.63,-0.21
"3073",13,"Ciudad Real",2015,1,514144,0,3,11,9,0,23,5.83,-0.4
"3074",13,"Ciudad Real",2015,2,513612,0,4,5,1,3,13,6.57,-1.02
"3075",13,"Ciudad Real",2015,3,513080,0,0,7,4,3,14,11.45,0.76
"3076",13,"Ciudad Real",2015,4,512548,1,4,8,5,0,18,14.85,1.19
"3077",13,"Ciudad Real",2015,5,512015,0,3,4,2,6,15,20.76,2.79
"3078",13,"Ciudad Real",2015,6,511483,0,0,7,5,4,16,24.08,0.36
"3079",13,"Ciudad Real",2015,7,510951,0,1,7,3,1,12,29.82,2.98
"3080",13,"Ciudad Real",2015,8,510528,0,4,6,6,2,18,26.38,-0.16
"3081",13,"Ciudad Real",2015,9,510104,0,0,3,4,6,13,20.69,-1.14
"3082",13,"Ciudad Real",2015,10,509680,1,1,8,5,1,16,16.43,-0.06
"3083",13,"Ciudad Real",2015,11,509257,0,2,4,2,2,10,11.62,1.77
"3084",13,"Ciudad Real",2015,12,508834,0,3,3,4,5,15,9.46,2.62
"3085",13,"Ciudad Real",2016,1,508410,0,1,7,2,0,10,8.64,2.41
"3086",13,"Ciudad Real",2016,2,508002,0,1,2,4,2,9,8.27,0.68
"3087",13,"Ciudad Real",2016,3,507594,0,7,5,5,1,18,9.43,-1.26
"3088",13,"Ciudad Real",2016,4,507186,0,3,2,5,2,12,12.88,-0.79
"3089",13,"Ciudad Real",2016,5,506777,0,2,5,6,2,15,16.38,-1.59
"3090",13,"Ciudad Real",2016,6,506369,0,2,5,4,2,13,23.73,0.01
"3091",13,"Ciudad Real",2016,7,505961,1,1,5,4,3,14,28.43,1.59
"3092",13,"Ciudad Real",2016,8,505654,0,2,5,6,6,19,27.41,0.88
"3093",13,"Ciudad Real",2016,9,505346,0,4,5,6,0,15,23.09,1.26
"3094",13,"Ciudad Real",2016,10,505038,0,2,9,1,1,13,17.74,1.25
"3095",13,"Ciudad Real",2016,11,504731,1,0,7,4,2,14,10.06,0.22
"3096",13,"Ciudad Real",2016,12,504424,0,2,6,4,1,13,7.6,0.75
"3097",13,"Ciudad Real",2017,1,504116,0,4,4,2,2,12,5.68,-0.55
"3098",13,"Ciudad Real",2017,2,503476,2,1,11,8,2,24,9.4,1.81
"3099",13,"Ciudad Real",2017,3,502835,3,3,4,2,7,19,11.48,0.79
"3100",13,"Ciudad Real",2017,4,502194,0,1,7,8,6,22,15.73,2.07
"3101",13,"Ciudad Real",2017,5,501554,1,2,0,4,0,7,20.01,2.04
"3102",13,"Ciudad Real",2017,6,500914,0,2,3,5,5,15,26.52,2.8
"3103",13,"Ciudad Real",2017,7,500273,0,3,8,1,2,14,27.63,0.8
"3104",13,"Ciudad Real",2017,8,499986,0,3,7,7,5,22,27.3,0.76
"3105",13,"Ciudad Real",2017,9,499699,0,2,7,6,2,17,22.36,0.53
"3106",13,"Ciudad Real",2017,10,499412,0,3,4,2,2,11,19.07,2.58
"3107",13,"Ciudad Real",2017,11,499124,1,2,5,1,3,12,10.61,0.76
"3108",13,"Ciudad Real",2017,12,498837,0,3,5,4,1,13,6.45,-0.4
"3109",13,"Ciudad Real",2018,1,498550,0,3,4,3,3,13,6.97,0.74
"3110",13,"Ciudad Real",2018,2,498078,1,5,3,4,4,17,6.11,-1.49
"3111",13,"Ciudad Real",2018,3,497605,0,1,5,2,1,9,9.12,-1.57
"3112",13,"Ciudad Real",2018,4,497133,0,2,7,5,2,16,13.14,-0.52
"3113",13,"Ciudad Real",2018,5,496661,1,2,4,4,1,12,16.89,-1.08
"3114",13,"Ciudad Real",2018,6,496188,0,2,5,1,5,13,22.39,-1.33
"3115",13,"Ciudad Real",2018,7,495716,0,4,8,2,1,15,26.01,-0.82
"3116",13,"Ciudad Real",2018,8,495614,0,6,3,5,1,15,27.99,1.46
"3117",13,"Ciudad Real",2018,9,495513,0,3,3,2,1,9,24.08,2.25
"3118",13,"Ciudad Real",2018,10,495411,0,1,6,5,6,18,15.69,-0.8
"3119",13,"Ciudad Real",2018,11,495309,0,3,3,2,1,9,10.52,0.67
"3120",13,"Ciudad Real",2018,12,495208,0,0,3,1,2,6,7.57,0.73
"3121",14,"Córdoba",1999,1,761490,1,1,3,4,13,22,7.25,-0.86
"3122",14,"Córdoba",1999,2,761380,0,1,0,9,6,16,7.9,-1.45
"3123",14,"Córdoba",1999,3,761270,0,3,1,6,7,17,12.19,-0.15
"3124",14,"Córdoba",1999,4,761160,0,4,1,9,7,21,15.8,0.59
"3125",14,"Córdoba",1999,5,761050,0,0,0,6,7,13,19.9,0.73
"3126",14,"Córdoba",1999,6,760940,1,4,1,5,6,17,24.12,-0.3
"3127",14,"Córdoba",1999,7,760830,0,2,1,9,10,22,27.12,-0.07
"3128",14,"Córdoba",1999,8,760899,0,3,2,10,7,22,26.53,-0.75
"3129",14,"Córdoba",1999,9,760968,0,2,2,3,2,9,21.66,-1.48
"3130",14,"Córdoba",1999,10,761037,0,1,1,7,5,14,17.57,-0.73
"3131",14,"Córdoba",1999,11,761106,0,1,4,5,7,17,9.44,-2.34
"3132",14,"Córdoba",1999,12,761175,0,0,1,2,15,18,8.49,-0.46
"3133",14,"Córdoba",2000,1,761244,0,1,3,3,4,11,6.25,-1.86
"3134",14,"Córdoba",2000,2,761212,0,2,2,6,6,16,11.47,2.12
"3135",14,"Córdoba",2000,3,761181,1,4,4,8,11,28,13.01,0.68
"3136",14,"Córdoba",2000,4,761149,0,0,0,7,11,18,12.23,-2.99
"3137",14,"Córdoba",2000,5,761117,1,1,4,11,9,26,18.98,-0.19
"3138",14,"Córdoba",2000,6,761086,0,0,4,5,5,14,24.25,-0.17
"3139",14,"Córdoba",2000,7,761054,2,0,6,12,12,32,26.27,-0.92
"3140",14,"Córdoba",2000,8,761102,0,3,2,4,3,12,26.52,-0.75
"3141",14,"Córdoba",2000,9,761149,1,0,1,6,9,17,23.17,0.03
"3142",14,"Córdoba",2000,10,761197,2,0,0,6,3,11,16.66,-1.63
"3143",14,"Córdoba",2000,11,761245,0,2,2,11,8,23,10.74,-1.04
"3144",14,"Córdoba",2000,12,761292,2,0,1,3,10,16,9.66,0.71
"3145",14,"Córdoba",2001,1,761340,0,1,1,6,6,14,9.03,0.92
"3146",14,"Córdoba",2001,2,761330,0,0,1,5,13,19,10.05,0.7
"3147",14,"Córdoba",2001,3,761320,0,1,5,7,8,21,13.76,1.43
"3148",14,"Córdoba",2001,4,761310,1,0,1,4,6,12,15.42,0.21
"3149",14,"Córdoba",2001,5,761300,1,2,3,4,11,21,18.14,-1.03
"3150",14,"Córdoba",2001,6,761290,1,2,1,6,8,18,24.81,0.38
"3151",14,"Córdoba",2001,7,761280,0,1,0,11,9,21,25.25,-1.94
"3152",14,"Córdoba",2001,8,761430,0,0,3,1,5,9,26.79,-0.48
"3153",14,"Córdoba",2001,9,761580,0,0,2,3,9,14,22.64,-0.5
"3154",14,"Córdoba",2001,10,761730,0,0,0,8,7,15,18.63,0.33
"3155",14,"Córdoba",2001,11,761879,0,2,2,4,11,19,10.24,-1.55
"3156",14,"Córdoba",2001,12,762029,1,0,2,4,12,19,8.21,-0.74
"3157",14,"Córdoba",2002,1,762179,0,0,6,5,13,24,9.01,0.9
"3158",14,"Córdoba",2002,2,762455,0,2,0,5,6,13,10.24,0.9
"3159",14,"Córdoba",2002,3,762731,1,2,1,7,7,18,12.99,0.66
"3160",14,"Córdoba",2002,4,763007,0,2,1,8,12,23,14.48,-0.73
"3161",14,"Córdoba",2002,5,763283,0,1,1,10,7,19,17.54,-1.63
"3162",14,"Córdoba",2002,6,763559,1,1,0,7,11,20,23.91,-0.52
"3163",14,"Córdoba",2002,7,763835,0,2,6,4,11,23,26.15,-1.04
"3164",14,"Córdoba",2002,8,764197,0,2,3,9,6,20,25.09,-2.18
"3165",14,"Córdoba",2002,9,764558,0,0,5,7,8,20,21.33,-1.81
"3166",14,"Córdoba",2002,10,764920,0,1,1,4,9,15,17.38,-0.91
"3167",14,"Córdoba",2002,11,765282,0,0,4,4,10,18,12.25,0.46
"3168",14,"Córdoba",2002,12,765643,2,0,4,8,3,17,10.43,1.48
"3169",14,"Córdoba",2003,1,766005,0,1,4,6,5,16,7.26,-0.85
"3170",14,"Córdoba",2003,2,766395,1,0,2,12,4,19,8.24,-1.11
"3171",14,"Córdoba",2003,3,766785,0,1,1,5,7,14,13.35,1.02
"3172",14,"Córdoba",2003,4,767175,0,1,1,4,7,13,14.49,-0.72
"3173",14,"Córdoba",2003,5,767565,0,5,4,13,8,30,20.15,0.98
"3174",14,"Córdoba",2003,6,767955,0,0,1,10,5,16,25.7,1.27
"3175",14,"Córdoba",2003,7,768345,0,2,4,8,10,24,26.72,-0.47
"3176",14,"Córdoba",2003,8,768707,2,1,3,6,8,20,28.09,0.82
"3177",14,"Córdoba",2003,9,769069,0,0,1,7,15,23,23.47,0.33
"3178",14,"Córdoba",2003,10,769432,0,0,4,7,7,18,16.6,-1.7
"3179",14,"Córdoba",2003,11,769794,0,0,1,5,12,18,12.24,0.45
"3180",14,"Córdoba",2003,12,770156,0,0,4,2,15,21,8.66,-0.29
"3181",14,"Córdoba",2004,1,770518,0,1,3,5,8,17,8.98,0.87
"3182",14,"Córdoba",2004,2,770822,1,1,5,8,8,23,10.05,0.7
"3183",14,"Córdoba",2004,3,771125,0,1,0,5,9,15,11.19,-1.14
"3184",14,"Córdoba",2004,4,771429,1,2,3,8,5,19,13.57,-1.64
"3185",14,"Córdoba",2004,5,771733,1,1,1,5,15,23,16.31,-2.86
"3186",14,"Córdoba",2004,6,772036,0,2,2,7,9,20,25.45,1.03
"3187",14,"Córdoba",2004,7,772340,0,1,2,8,5,16,27.07,-0.12
"3188",14,"Córdoba",2004,8,772922,1,2,2,8,7,20,26.43,-0.85
"3189",14,"Córdoba",2004,9,773505,0,0,2,4,2,8,23.56,0.43
"3190",14,"Córdoba",2004,10,774087,3,3,1,6,5,18,17.58,-0.72
"3191",14,"Córdoba",2004,11,774669,0,1,6,6,5,18,11.03,-0.75
"3192",14,"Córdoba",2004,12,775252,1,2,1,4,4,12,7.92,-1.03
"3193",14,"Córdoba",2005,1,775834,0,2,3,8,9,22,6.02,-2.09
"3194",14,"Córdoba",2005,2,776242,3,1,3,5,6,18,6.44,-2.91
"3195",14,"Córdoba",2005,3,776651,1,2,3,5,12,23,12.37,0.04
"3196",14,"Córdoba",2005,4,777059,0,3,4,9,2,18,15.42,0.2
"3197",14,"Córdoba",2005,5,777467,1,2,3,9,3,18,20.44,1.27
"3198",14,"Córdoba",2005,6,777876,0,0,4,12,7,23,25.79,1.36
"3199",14,"Córdoba",2005,7,778284,0,5,2,8,8,23,27.37,0.18
"3200",14,"Córdoba",2005,8,778683,0,1,4,2,6,13,27.1,-0.18
"3201",14,"Córdoba",2005,9,779082,0,1,2,6,12,21,22.2,-0.94
"3202",14,"Córdoba",2005,10,779480,0,4,1,9,6,20,17.62,-0.68
"3203",14,"Córdoba",2005,11,779879,0,5,2,5,10,22,10.57,-1.22
"3204",14,"Córdoba",2005,12,780278,1,2,4,9,5,21,8.37,-0.58
"3205",14,"Córdoba",2006,1,780677,1,0,1,8,6,16,6.95,-1.16
"3206",14,"Córdoba",2006,2,781076,2,2,3,3,2,12,8.72,-0.63
"3207",14,"Córdoba",2006,3,781474,0,3,1,9,3,16,12.63,0.3
"3208",14,"Córdoba",2006,4,781873,0,2,1,8,8,19,16.76,1.55
"3209",14,"Córdoba",2006,5,782272,0,5,6,6,8,25,21.03,1.86
"3210",14,"Córdoba",2006,6,782670,1,4,1,4,5,15,24.58,0.16
"3211",14,"Córdoba",2006,7,783069,1,5,3,2,10,21,28.59,1.4
"3212",14,"Córdoba",2006,8,783622,1,5,3,6,12,27,27.16,-0.12
"3213",14,"Córdoba",2006,9,784175,0,6,3,6,9,24,23.93,0.79
"3214",14,"Córdoba",2006,10,784728,1,2,1,7,10,21,19.62,1.33
"3215",14,"Córdoba",2006,11,785280,1,3,0,6,2,12,14.25,2.47
"3216",14,"Córdoba",2006,12,785833,0,0,5,4,5,14,8.29,-0.66
"3217",14,"Córdoba",2007,1,786386,0,3,1,6,8,18,7.89,-0.22
"3218",14,"Córdoba",2007,2,786872,1,2,0,10,6,19,11.18,1.83
"3219",14,"Córdoba",2007,3,787358,0,4,9,9,8,30,11.73,-0.6
"3220",14,"Córdoba",2007,4,787844,0,2,2,2,9,15,14.35,-0.87
"3221",14,"Córdoba",2007,5,788329,0,4,2,4,8,18,18.31,-0.86
"3222",14,"Córdoba",2007,6,788815,0,0,2,5,2,9,22.42,-2.01
"3223",14,"Córdoba",2007,7,789301,4,1,2,11,6,24,27.2,0.01
"3224",14,"Córdoba",2007,8,789864,0,1,4,7,9,21,26.2,-1.07
"3225",14,"Córdoba",2007,9,790428,0,1,2,7,5,15,23.52,0.38
"3226",14,"Córdoba",2007,10,790991,4,3,1,8,6,22,17.82,-0.48
"3227",14,"Córdoba",2007,11,791554,0,1,1,9,3,14,11.83,0.04
"3228",14,"Córdoba",2007,12,792118,1,6,0,6,5,18,8.84,-0.11
"3229",14,"Córdoba",2008,1,792681,1,6,1,9,11,28,9.71,1.6
"3230",14,"Córdoba",2008,2,793067,1,1,1,3,2,8,11.89,2.55
"3231",14,"Córdoba",2008,3,793453,0,2,1,8,0,11,12.36,0.02
"3232",14,"Córdoba",2008,4,793838,0,3,2,3,10,18,15.35,0.14
"3233",14,"Córdoba",2008,5,794224,0,4,2,8,7,21,17.39,-1.78
"3234",14,"Córdoba",2008,6,794610,1,1,1,11,3,17,23.85,-0.57
"3235",14,"Córdoba",2008,7,794996,1,0,2,6,6,15,26.5,-0.69
"3236",14,"Córdoba",2008,8,795385,1,6,3,8,3,21,27.03,-0.24
"3237",14,"Córdoba",2008,9,795774,0,2,2,9,3,16,21.9,-1.24
"3238",14,"Córdoba",2008,10,796163,0,2,2,2,5,11,17.15,-1.15
"3239",14,"Córdoba",2008,11,796552,0,3,3,2,2,10,9.87,-1.91
"3240",14,"Córdoba",2008,12,796941,1,2,1,4,5,13,7.65,-1.3
"3241",14,"Córdoba",2009,1,797330,0,3,6,7,5,21,7.48,-0.63
"3242",14,"Córdoba",2009,2,797529,0,2,2,11,3,18,9.81,0.46
"3243",14,"Córdoba",2009,3,797728,2,3,1,5,3,14,13.5,1.16
"3244",14,"Córdoba",2009,4,797926,0,0,6,4,2,12,13.87,-1.35
"3245",14,"Córdoba",2009,5,798125,1,4,1,8,12,26,19.93,0.76
"3246",14,"Córdoba",2009,6,798324,1,6,3,4,2,16,24.92,0.5
"3247",14,"Córdoba",2009,7,798523,0,2,0,6,6,14,27.56,0.37
"3248",14,"Córdoba",2009,8,798729,0,1,5,4,8,18,27.96,0.69
"3249",14,"Córdoba",2009,9,798934,0,2,2,10,3,17,22.7,-0.44
"3250",14,"Córdoba",2009,10,799140,1,3,4,6,8,22,20.2,1.9
"3251",14,"Córdoba",2009,11,799346,1,3,5,7,4,20,13.71,1.93
"3252",14,"Córdoba",2009,12,799551,0,2,4,3,2,11,9.25,0.3
"3253",14,"Córdoba",2010,1,799757,0,1,2,5,3,11,8.27,0.16
"3254",14,"Córdoba",2010,2,799938,0,1,2,5,0,8,9.61,0.26
"3255",14,"Córdoba",2010,3,800118,0,2,4,9,4,19,11.6,-0.74
"3256",14,"Córdoba",2010,4,800298,1,1,4,3,2,11,16.28,1.06
"3257",14,"Córdoba",2010,5,800479,0,2,5,3,1,11,18.04,-1.13
"3258",14,"Córdoba",2010,6,800660,0,4,1,5,5,15,22.55,-1.87
"3259",14,"Córdoba",2010,7,800840,0,4,3,11,4,22,28.55,1.36
"3260",14,"Córdoba",2010,8,800999,0,1,2,4,7,14,28.39,1.11
"3261",14,"Córdoba",2010,9,801157,1,3,6,6,7,23,23.26,0.13
"3262",14,"Córdoba",2010,10,801316,0,4,3,6,3,16,16.41,-1.89
"3263",14,"Córdoba",2010,11,801475,1,1,2,9,0,13,10.59,-1.2
"3264",14,"Córdoba",2010,12,801633,1,0,5,8,5,19,9.43,0.48
"3265",14,"Córdoba",2011,1,801792,1,2,4,4,6,17,8.75,0.64
"3266",14,"Córdoba",2011,2,801846,0,2,2,5,4,13,9.77,0.43
"3267",14,"Córdoba",2011,3,801900,1,6,4,8,4,23,12.04,-0.3
"3268",14,"Córdoba",2011,4,801954,0,1,7,5,4,17,17.72,2.51
"3269",14,"Córdoba",2011,5,802007,2,3,3,8,5,21,20.63,1.46
"3270",14,"Córdoba",2011,6,802061,0,2,4,6,0,12,24.4,-0.02
"3271",14,"Córdoba",2011,7,802115,0,1,3,12,6,22,26.54,-0.65
"3272",14,"Córdoba",2011,8,802216,1,4,0,3,2,10,27.25,-0.03
"3273",14,"Córdoba",2011,9,802316,1,3,4,8,1,17,23.78,0.65
"3274",14,"Córdoba",2011,10,802417,1,2,3,2,2,10,19.62,1.32
"3275",14,"Córdoba",2011,11,802518,1,3,6,0,4,14,12.7,0.92
"3276",14,"Córdoba",2011,12,802618,0,6,2,4,3,15,8.74,-0.21
"3277",14,"Córdoba",2012,1,802719,0,2,5,4,1,12,7.97,-0.14
"3278",14,"Córdoba",2012,2,802502,1,4,2,2,4,13,6.63,-2.72
"3279",14,"Córdoba",2012,3,802284,0,1,3,12,2,18,12.87,0.53
"3280",14,"Córdoba",2012,4,802066,0,4,3,7,2,16,13.48,-1.73
"3281",14,"Córdoba",2012,5,801849,0,2,3,9,7,21,20.89,1.71
"3282",14,"Córdoba",2012,6,801632,0,3,3,10,4,20,25.64,1.22
"3283",14,"Córdoba",2012,7,801414,1,2,3,5,3,14,27.1,-0.09
"3284",14,"Córdoba",2012,8,801247,0,1,6,7,3,17,28.16,0.88
"3285",14,"Córdoba",2012,9,801080,1,3,1,4,6,15,22.98,-0.15
"3286",14,"Córdoba",2012,10,800913,0,6,2,9,3,20,17.68,-0.62
"3287",14,"Córdoba",2012,11,800746,1,5,1,3,5,15,12.43,0.65
"3288",14,"Córdoba",2012,12,800579,0,5,2,7,7,21,9.18,0.23
"3289",14,"Córdoba",2013,1,800412,0,4,2,7,3,16,8.59,0.49
"3290",14,"Córdoba",2013,2,800177,0,6,1,4,4,15,8.33,-1.02
"3291",14,"Córdoba",2013,3,799942,0,3,1,7,1,12,11.51,-0.82
"3292",14,"Córdoba",2013,4,799708,1,8,3,6,5,23,14.96,-0.25
"3293",14,"Córdoba",2013,5,799473,1,0,3,6,3,13,17.28,-1.89
"3294",14,"Córdoba",2013,6,799238,1,2,5,9,4,21,22.72,-1.7
"3295",14,"Córdoba",2013,7,799003,0,2,0,6,3,11,27.14,-0.05
"3296",14,"Córdoba",2013,8,798798,0,3,2,7,5,17,27.54,0.27
"3297",14,"Córdoba",2013,9,798592,0,2,3,11,4,20,23.65,0.51
"3298",14,"Córdoba",2013,10,798386,0,7,2,8,4,21,18.92,0.62
"3299",14,"Córdoba",2013,11,798181,0,5,2,5,6,18,10.38,-1.4
"3300",14,"Córdoba",2013,12,797976,1,5,4,8,1,19,8.48,-0.47
"3301",14,"Córdoba",2014,1,797770,1,3,4,7,2,17,9.31,1.2
"3302",14,"Córdoba",2014,2,797585,0,4,8,9,5,26,9.31,-0.04
"3303",14,"Córdoba",2014,3,797401,1,2,5,4,1,13,12.24,-0.09
"3304",14,"Córdoba",2014,4,797216,0,1,4,10,4,19,16.96,1.74
"3305",14,"Córdoba",2014,5,797031,0,2,1,6,4,13,19.99,0.82
"3306",14,"Córdoba",2014,6,796847,1,8,3,8,5,25,23.28,-1.14
"3307",14,"Córdoba",2014,7,796662,0,4,4,4,3,15,25.95,-1.24
"3308",14,"Córdoba",2014,8,796502,0,4,4,9,4,21,26.49,-0.79
"3309",14,"Córdoba",2014,9,796342,0,4,3,6,2,15,23.12,-0.02
"3310",14,"Córdoba",2014,10,796182,0,6,6,4,2,18,19.86,1.56
"3311",14,"Córdoba",2014,11,796022,0,2,1,8,7,18,13.37,1.59
"3312",14,"Córdoba",2014,12,795862,0,3,1,7,3,14,8.01,-0.94
"3313",14,"Córdoba",2015,1,795702,0,5,2,3,3,13,7.27,-0.84
"3314",14,"Córdoba",2015,2,795342,0,3,3,8,1,15,8.24,-1.1
"3315",14,"Córdoba",2015,3,794982,0,7,2,9,2,20,12.78,0.45
"3316",14,"Córdoba",2015,4,794622,0,3,3,8,2,16,16.63,1.42
"3317",14,"Córdoba",2015,5,794262,0,5,6,4,2,17,22.03,2.86
"3318",14,"Córdoba",2015,6,793902,0,3,6,3,4,16,24.87,0.45
"3319",14,"Córdoba",2015,7,793542,0,5,0,9,3,17,29.75,2.56
"3320",14,"Córdoba",2015,8,793354,0,5,0,4,3,12,27.22,-0.06
"3321",14,"Córdoba",2015,9,793166,3,4,1,3,3,14,22.15,-0.99
"3322",14,"Córdoba",2015,10,792978,0,4,3,7,3,17,18.37,0.07
"3323",14,"Córdoba",2015,11,792789,1,5,3,10,0,19,13.51,1.73
"3324",14,"Córdoba",2015,12,792601,0,5,2,8,3,18,11.34,2.39
"3325",14,"Córdoba",2016,1,792413,0,6,3,6,2,17,10.42,2.31
"3326",14,"Córdoba",2016,2,792156,0,7,0,4,1,12,10,0.65
"3327",14,"Córdoba",2016,3,791899,0,3,2,6,2,13,10.73,-1.6
"3328",14,"Córdoba",2016,4,791642,1,4,2,5,4,16,14.56,-0.66
"3329",14,"Córdoba",2016,5,791386,0,3,5,3,0,11,17.82,-1.36
"3330",14,"Córdoba",2016,6,791129,0,4,2,8,2,16,24.61,0.19
"3331",14,"Córdoba",2016,7,790872,2,6,2,6,2,18,29.14,1.95
"3332",14,"Córdoba",2016,8,790724,1,4,3,7,5,20,28.61,1.33
"3333",14,"Córdoba",2016,9,790575,0,2,3,9,4,18,24.57,1.43
"3334",14,"Córdoba",2016,10,790426,0,4,2,6,1,13,19.43,1.13
"3335",14,"Córdoba",2016,11,790278,2,2,1,3,3,11,11.88,0.1
"3336",14,"Córdoba",2016,12,790130,0,5,6,5,1,17,9.95,1
"3337",14,"Córdoba",2017,1,789981,0,7,6,6,4,23,7.43,-0.68
"3338",14,"Córdoba",2017,2,789624,0,5,8,4,3,20,11.05,1.7
"3339",14,"Córdoba",2017,3,789267,0,5,4,12,3,24,13.04,0.7
"3340",14,"Córdoba",2017,4,788910,0,6,2,6,7,21,17.31,2.1
"3341",14,"Córdoba",2017,5,788553,0,2,4,6,5,17,20.77,1.6
"3342",14,"Córdoba",2017,6,788196,0,8,1,3,4,16,27.36,2.94
"3343",14,"Córdoba",2017,7,787839,0,9,5,15,6,35,28.06,0.87
"3344",14,"Córdoba",2017,8,787620,0,8,2,5,4,19,28.18,0.9
"3345",14,"Córdoba",2017,9,787401,1,3,5,3,3,15,23.87,0.73
"3346",14,"Córdoba",2017,10,787182,0,4,3,2,3,12,21.28,2.98
"3347",14,"Córdoba",2017,11,786964,0,4,3,3,4,14,12.59,0.81
"3348",14,"Córdoba",2017,12,786745,0,8,5,8,2,23,8.29,-0.66
"3349",14,"Córdoba",2018,1,786526,0,7,6,5,5,23,8.34,0.23
"3350",14,"Córdoba",2018,2,786204,0,4,3,0,2,9,8.02,-1.33
"3351",14,"Córdoba",2018,3,785882,0,8,2,7,3,20,10.77,-1.57
"3352",14,"Córdoba",2018,4,785560,3,3,5,2,0,13,14.64,-0.57
"3353",14,"Córdoba",2018,5,785238,0,6,5,5,4,20,17.86,-1.32
"3354",14,"Córdoba",2018,6,784916,0,5,5,7,4,21,23.24,-1.18
"3355",14,"Córdoba",2018,7,784594,0,4,7,5,3,19,25.78,-1.42
"3356",14,"Córdoba",2018,8,784473,0,4,7,6,7,24,28.77,1.49
"3357",14,"Córdoba",2018,9,784351,0,4,5,3,5,17,25.29,2.15
"3358",14,"Córdoba",2018,10,784230,1,1,5,6,2,15,17.56,-0.74
"3359",14,"Córdoba",2018,11,784109,1,4,6,8,4,23,12.03,0.25
"3360",14,"Córdoba",2018,12,783987,0,1,3,4,5,13,9.82,0.87
"3361",15,"La Coruña",1999,1,1097015,0,3,5,9,18,35,8.86,0.12
"3362",15,"La Coruña",1999,2,1096878,3,4,1,8,26,42,8.3,-0.5
"3363",15,"La Coruña",1999,3,1096742,0,5,5,12,20,42,10.38,-0.27
"3364",15,"La Coruña",1999,4,1096606,1,4,2,15,15,37,11.66,-0.35
"3365",15,"La Coruña",1999,5,1096469,0,2,6,10,20,38,14.44,0.2
"3366",15,"La Coruña",1999,6,1096332,1,7,4,11,22,45,16.09,-1.09
"3367",15,"La Coruña",1999,7,1096196,0,11,4,20,23,58,19.57,0.87
"3368",15,"La Coruña",1999,8,1096182,1,2,8,19,22,52,19.04,0
"3369",15,"La Coruña",1999,9,1096169,0,2,3,9,29,43,17.26,-0.49
"3370",15,"La Coruña",1999,10,1096156,2,0,5,9,18,34,13.85,-1.13
"3371",15,"La Coruña",1999,11,1096142,1,4,3,7,23,38,9.7,-1.25
"3372",15,"La Coruña",1999,12,1096128,1,2,5,5,14,27,9.02,-0.36
"3373",15,"La Coruña",2000,1,1096115,1,2,6,16,27,52,6.95,-1.78
"3374",15,"La Coruña",2000,2,1096023,0,2,1,5,22,30,10.38,1.58
"3375",15,"La Coruña",2000,3,1095931,3,1,5,12,23,44,11.12,0.47
"3376",15,"La Coruña",2000,4,1095838,0,1,3,7,18,29,10.04,-1.97
"3377",15,"La Coruña",2000,5,1095746,0,1,2,15,11,29,14.5,0.25
"3378",15,"La Coruña",2000,6,1095654,1,2,5,11,14,33,17.51,0.32
"3379",15,"La Coruña",2000,7,1095562,2,4,4,15,26,51,17.96,-0.75
"3380",15,"La Coruña",2000,8,1095615,0,4,8,9,16,37,18.23,-0.81
"3381",15,"La Coruña",2000,9,1095668,1,1,5,12,32,51,16.99,-0.77
"3382",15,"La Coruña",2000,10,1095722,1,1,6,13,19,40,12.88,-2.1
"3383",15,"La Coruña",2000,11,1095775,0,1,4,11,16,32,10.28,-0.67
"3384",15,"La Coruña",2000,12,1095828,0,3,2,9,22,36,10.41,1.04
"3385",15,"La Coruña",2001,1,1095881,0,4,8,5,17,34,8.97,0.23
