"","cprov","nprov","year","month","pop","assault","drowning_submersion_suffocation","falls","suicide","transport","total","tmean","anomaly"
"1",1,"Álava",1999,1,282640,0,0,3,1,5,9,4.94,-0.12
"2",1,"Álava",1999,2,282736,0,1,0,2,4,7,4.8,-0.52
"3",1,"Álava",1999,3,282832,0,1,2,2,6,11,8.09,-0.01
"4",1,"Álava",1999,4,282928,1,0,2,1,6,10,9.72,-0.52
"5",1,"Álava",1999,5,283024,1,1,0,5,4,11,14.78,1.34
"6",1,"Álava",1999,6,283120,0,0,0,0,5,5,15.77,-1.62
"7",1,"Álava",1999,7,283216,0,0,0,1,6,7,19.5,0.14
"8",1,"Álava",1999,8,283314,0,4,0,2,3,9,19.73,0.12
"9",1,"Álava",1999,9,283411,0,1,0,2,2,5,17.52,0.69
"10",1,"Álava",1999,10,283508,0,1,0,2,8,11,12.5,-0.73
"11",1,"Álava",1999,11,283606,0,1,1,0,6,8,5.68,-2.41
"12",1,"Álava",1999,12,283704,0,1,1,1,3,6,4.77,-0.66
"13",1,"Álava",2000,1,283801,0,0,1,1,3,5,2.87,-2.19
"14",1,"Álava",2000,2,283909,2,1,2,2,3,10,7.5,2.19
"15",1,"Álava",2000,3,284017,0,0,1,1,4,6,7.71,-0.39
"16",1,"Álava",2000,4,284126,0,1,0,0,4,5,9.36,-0.87
"17",1,"Álava",2000,5,284234,0,1,1,2,0,4,14.18,0.74
"18",1,"Álava",2000,6,284342,0,0,1,3,3,7,17.07,-0.33
"19",1,"Álava",2000,7,284450,0,0,0,2,3,5,18.26,-1.1
"20",1,"Álava",2000,8,284575,0,2,0,1,6,9,19,-0.6
"21",1,"Álava",2000,9,284700,0,0,1,2,8,11,16.96,0.13
"22",1,"Álava",2000,10,284824,1,0,1,1,4,7,11.69,-1.54
"23",1,"Álava",2000,11,284949,0,0,0,0,3,3,7.39,-0.7
"24",1,"Álava",2000,12,285074,1,0,0,2,2,5,7.8,2.37
"25",1,"Álava",2001,1,285199,0,1,0,3,2,6,6.42,1.36
"26",1,"Álava",2001,2,285316,0,0,1,1,2,4,5.96,0.65
"27",1,"Álava",2001,3,285434,0,1,2,5,5,13,10.96,2.87
"28",1,"Álava",2001,4,285552,0,0,0,1,4,5,9.01,-1.23
"29",1,"Álava",2001,5,285669,0,1,2,1,4,8,13.23,-0.21
"30",1,"Álava",2001,6,285786,0,0,1,0,7,8,17.05,-0.35
"31",1,"Álava",2001,7,285904,0,0,0,4,2,6,18.28,-1.08
"32",1,"Álava",2001,8,286028,0,1,0,2,12,15,20.45,0.85
"33",1,"Álava",2001,9,286153,0,0,1,5,4,10,14.59,-2.24
"34",1,"Álava",2001,10,286277,0,2,1,0,2,5,14.66,1.43
"35",1,"Álava",2001,11,286401,1,1,0,2,1,5,5.82,-2.27
"36",1,"Álava",2001,12,286526,0,1,2,3,4,10,2.13,-3.29
"37",1,"Álava",2002,1,286650,0,2,1,1,4,8,6.17,1.11
"38",1,"Álava",2002,2,286958,0,0,0,4,3,7,7.23,1.92
"39",1,"Álava",2002,3,287267,0,0,3,1,3,7,9.02,0.93
"40",1,"Álava",2002,4,287576,0,0,2,2,5,9,9.49,-0.75
"41",1,"Álava",2002,5,287884,0,0,1,3,2,6,12.05,-1.38
"42",1,"Álava",2002,6,288192,0,0,1,1,1,3,16.78,-0.61
"43",1,"Álava",2002,7,288501,0,1,1,1,4,7,17.37,-1.98
"44",1,"Álava",2002,8,288876,0,0,1,1,6,8,17.55,-2.05
"45",1,"Álava",2002,9,289250,0,0,0,1,1,2,15.62,-1.21
"46",1,"Álava",2002,10,289624,0,0,1,0,1,2,12.99,-0.24
"47",1,"Álava",2002,11,289999,0,0,1,2,4,7,9.18,1.09
"48",1,"Álava",2002,12,290374,0,0,0,1,5,6,7.76,2.33
"49",1,"Álava",2003,1,290748,0,0,1,1,2,4,4.68,-0.38
"50",1,"Álava",2003,2,291030,0,0,1,2,3,6,4.48,-0.83
"51",1,"Álava",2003,3,291312,0,0,1,1,3,5,10.05,1.95
"52",1,"Álava",2003,4,291594,0,0,0,2,2,4,10.69,0.46
"53",1,"Álava",2003,5,291876,0,0,1,4,1,6,13.27,-0.17
"54",1,"Álava",2003,6,292158,0,0,0,0,4,4,20.38,2.99
"55",1,"Álava",2003,7,292440,0,0,1,3,3,7,20.07,0.72
"56",1,"Álava",2003,8,292751,0,3,2,3,5,13,23.04,3.44
"57",1,"Álava",2003,9,293061,0,0,1,2,4,7,17.11,0.28
"58",1,"Álava",2003,10,293372,0,0,1,3,3,7,11.47,-1.75
"59",1,"Álava",2003,11,293683,0,0,0,2,2,4,8.77,0.68
"60",1,"Álava",2003,12,293993,1,0,1,5,4,11,5.79,0.36
"61",1,"Álava",2004,1,294304,0,0,1,0,5,6,6.24,1.18
"62",1,"Álava",2004,2,294637,0,0,1,1,0,2,4.52,-0.79
"63",1,"Álava",2004,3,294971,1,4,0,2,8,15,5.69,-2.4
"64",1,"Álava",2004,4,295304,0,2,1,5,4,12,8.48,-1.75
"65",1,"Álava",2004,5,295637,0,2,1,3,6,12,12.39,-1.05
"66",1,"Álava",2004,6,295971,0,1,1,3,3,8,18.56,1.16
"67",1,"Álava",2004,7,296304,0,1,0,4,2,7,18.71,-0.65
"68",1,"Álava",2004,8,296725,2,2,0,2,5,11,19.64,0.04
"69",1,"Álava",2004,9,297146,0,0,4,1,1,6,17.2,0.38
"70",1,"Álava",2004,10,297567,0,0,1,0,2,3,13.94,0.71
"71",1,"Álava",2004,11,297988,0,1,0,1,1,3,6.68,-1.41
"72",1,"Álava",2004,12,298409,0,1,1,2,0,4,5.37,-0.06
"73",1,"Álava",2005,1,298830,0,2,1,3,3,9,3.57,-1.49
"74",1,"Álava",2005,2,299146,0,0,1,1,2,4,2.07,-3.24
"75",1,"Álava",2005,3,299462,0,2,1,2,3,8,7.45,-0.65
"76",1,"Álava",2005,4,299778,0,1,0,3,7,11,10.13,-0.11
"77",1,"Álava",2005,5,300093,0,0,0,1,7,8,14.45,1.02
"78",1,"Álava",2005,6,300409,0,0,1,5,2,8,19,1.6
"79",1,"Álava",2005,7,300725,1,5,1,2,3,12,19.48,0.12
"80",1,"Álava",2005,8,301018,1,2,2,0,6,11,18.51,-1.1
"81",1,"Álava",2005,9,301311,0,0,2,2,1,5,16.17,-0.66
"82",1,"Álava",2005,10,301604,0,0,2,3,3,8,13.81,0.58
"83",1,"Álava",2005,11,301896,0,2,1,2,4,9,6.77,-1.32
"84",1,"Álava",2005,12,302189,0,2,0,2,4,8,3.11,-2.32
"85",1,"Álava",2006,1,302482,0,2,0,3,3,8,3.74,-1.32
"86",1,"Álava",2006,2,302785,0,0,1,1,2,4,4.09,-1.22
"87",1,"Álava",2006,3,303087,0,0,0,2,1,3,9.51,1.41
"88",1,"Álava",2006,4,303390,0,0,1,4,0,5,10.69,0.45
"89",1,"Álava",2006,5,303693,0,1,1,3,1,6,14.71,1.28
"90",1,"Álava",2006,6,303995,0,2,0,2,1,5,18.6,1.21
"91",1,"Álava",2006,7,304298,0,0,0,2,3,5,22.07,2.71
"92",1,"Álava",2006,8,304661,1,1,0,0,2,4,17.51,-2.09
"93",1,"Álava",2006,9,305024,0,2,0,0,2,4,18.34,1.52
"94",1,"Álava",2006,10,305386,0,0,3,3,2,8,15.51,2.28
"95",1,"Álava",2006,11,305749,0,0,2,2,3,7,10.7,2.61
"96",1,"Álava",2006,12,306112,0,1,1,0,1,3,4.44,-0.99
"97",1,"Álava",2007,1,306475,0,3,2,2,0,7,5.08,0.01
"98",1,"Álava",2007,2,306838,0,1,1,4,0,6,7.85,2.53
"99",1,"Álava",2007,3,307201,0,1,4,2,2,9,6.82,-1.28
"100",1,"Álava",2007,4,307564,0,2,0,1,1,4,11.63,1.4
"101",1,"Álava",2007,5,307927,0,0,1,1,3,5,13.41,-0.03
"102",1,"Álava",2007,6,308290,1,0,1,4,2,8,16.77,-0.63
"103",1,"Álava",2007,7,308653,0,3,0,5,5,13,18.59,-0.77
"104",1,"Álava",2007,8,309035,0,4,0,5,3,12,18.03,-1.58
"105",1,"Álava",2007,9,309417,0,0,2,1,1,4,15.66,-1.17
"106",1,"Álava",2007,10,309798,0,1,1,0,3,5,12.17,-1.05
"107",1,"Álava",2007,11,310180,0,1,0,4,1,6,6.81,-1.28
"108",1,"Álava",2007,12,310562,0,0,1,2,4,7,4.31,-1.12
"109",1,"Álava",2008,1,310944,0,0,0,3,2,5,6.29,1.23
"110",1,"Álava",2008,2,311312,0,1,1,3,1,6,7.67,2.36
"111",1,"Álava",2008,3,311681,0,0,1,2,0,3,7.23,-0.87
"112",1,"Álava",2008,4,312050,0,2,3,1,1,7,10.02,-0.22
"113",1,"Álava",2008,5,312418,1,1,1,2,3,8,13.29,-0.14
"114",1,"Álava",2008,6,312786,0,0,2,0,3,5,16.21,-1.19
"115",1,"Álava",2008,7,313155,0,3,2,4,1,10,18.29,-1.07
"116",1,"Álava",2008,8,313509,1,1,1,0,3,6,18.98,-0.63
"117",1,"Álava",2008,9,313863,0,0,0,3,1,4,15.55,-1.28
"118",1,"Álava",2008,10,314216,0,0,2,3,2,7,11.37,-1.85
"119",1,"Álava",2008,11,314570,0,1,0,3,0,4,6.93,-1.16
"120",1,"Álava",2008,12,314924,0,1,3,4,2,10,4.74,-0.69
"121",1,"Álava",2009,1,315278,0,0,1,0,1,2,4.28,-0.78
"122",1,"Álava",2009,2,315518,0,1,0,3,1,5,5.28,-0.03
"123",1,"Álava",2009,3,315759,0,3,1,3,2,9,7.64,-0.45
"124",1,"Álava",2009,4,315999,0,1,3,2,0,6,9.28,-0.96
"125",1,"Álava",2009,5,316239,0,2,1,3,2,8,14.54,1.11
"126",1,"Álava",2009,6,316480,0,0,1,5,3,9,18.03,0.64
"127",1,"Álava",2009,7,316720,0,0,1,1,1,3,20,0.64
"128",1,"Álava",2009,8,316890,0,0,2,3,3,8,20.42,0.81
"129",1,"Álava",2009,9,317059,0,0,0,1,4,5,16.86,0.03
"130",1,"Álava",2009,10,317229,0,1,1,3,2,7,13.8,0.57
"131",1,"Álava",2009,11,317399,0,0,1,2,2,5,9.77,1.67
"132",1,"Álava",2009,12,317568,0,0,2,1,2,5,5,-0.43
"133",1,"Álava",2010,1,317738,0,0,3,4,0,7,3.46,-1.6
"134",1,"Álava",2010,2,317896,0,0,0,1,1,2,4.5,-0.81
"135",1,"Álava",2010,3,318055,0,0,2,3,0,5,7.18,-0.91
"136",1,"Álava",2010,4,318214,1,1,2,3,1,8,11.22,0.99
"137",1,"Álava",2010,5,318372,0,1,1,5,3,10,11.54,-1.9
"138",1,"Álava",2010,6,318530,0,2,2,3,1,8,15.64,-1.76
"139",1,"Álava",2010,7,318689,0,2,2,3,1,8,19.67,0.31
"140",1,"Álava",2010,8,318882,0,0,2,0,2,4,19.09,-0.51
"141",1,"Álava",2010,9,319074,0,1,2,0,0,3,16.09,-0.74
"142",1,"Álava",2010,10,319266,0,2,1,1,0,4,11.86,-1.36
"143",1,"Álava",2010,11,319459,0,1,3,2,1,7,7.12,-0.97
"144",1,"Álava",2010,12,319652,0,1,2,3,0,6,3.83,-1.6
"145",1,"Álava",2011,1,319844,0,0,3,4,0,7,5.14,0.08
"146",1,"Álava",2011,2,319961,0,0,1,0,0,1,6.43,1.11
"147",1,"Álava",2011,3,320078,0,1,0,3,1,5,8.17,0.08
"148",1,"Álava",2011,4,320196,0,1,2,3,0,6,12.93,2.7
"149",1,"Álava",2011,5,320313,0,2,1,2,1,6,14.87,1.44
"150",1,"Álava",2011,6,320430,0,1,1,2,1,5,16.42,-0.98
"151",1,"Álava",2011,7,320547,0,0,0,0,0,0,17.33,-2.03
"152",1,"Álava",2011,8,320550,1,2,3,1,1,8,20.31,0.71
"153",1,"Álava",2011,9,320553,0,0,2,2,1,5,18.4,1.57
"154",1,"Álava",2011,10,320556,1,1,0,1,1,4,13.37,0.14
"155",1,"Álava",2011,11,320559,0,3,2,2,0,7,10.47,2.38
"156",1,"Álava",2011,12,320562,0,1,2,1,1,5,6.27,0.84
"157",1,"Álava",2012,1,320565,0,1,2,2,0,5,5.17,0.1
"158",1,"Álava",2012,2,320435,0,0,1,1,2,4,3,-2.31
"159",1,"Álava",2012,3,320306,0,3,3,2,0,8,8.67,0.57
"160",1,"Álava",2012,4,320176,0,1,3,3,0,7,8.33,-1.9
"161",1,"Álava",2012,5,320046,0,1,2,2,4,9,14.21,0.78
"162",1,"Álava",2012,6,319917,0,0,0,0,1,1,17.97,0.57
"163",1,"Álava",2012,7,319787,0,0,0,2,0,2,18.19,-1.17
"164",1,"Álava",2012,8,319810,0,0,1,1,2,4,20.95,1.35
"165",1,"Álava",2012,9,319834,0,0,2,3,2,7,16.88,0.05
"166",1,"Álava",2012,10,319857,0,1,1,2,1,5,12.88,-0.35
"167",1,"Álava",2012,11,319880,1,1,2,1,2,7,7.79,-0.31
"168",1,"Álava",2012,12,319904,0,1,2,2,2,7,6.33,0.9
"169",1,"Álava",2013,1,319927,0,1,0,1,0,2,5.55,0.49
"170",1,"Álava",2013,2,319901,0,2,3,2,0,7,4.4,-0.91
"171",1,"Álava",2013,3,319876,0,0,5,4,1,10,7.94,-0.16
"172",1,"Álava",2013,4,319850,0,2,1,2,0,5,9.47,-0.76
"173",1,"Álava",2013,5,319824,2,0,2,2,1,7,9.98,-3.46
"174",1,"Álava",2013,6,319799,1,2,1,4,2,10,14.56,-2.83
"175",1,"Álava",2013,7,319773,0,0,3,2,1,6,21.3,1.94
"176",1,"Álava",2013,8,319793,0,2,3,1,1,7,19.21,-0.39
"177",1,"Álava",2013,9,319813,1,0,0,2,0,3,17.22,0.39
"178",1,"Álava",2013,10,319834,0,1,1,3,3,8,14.25,1.02
"179",1,"Álava",2013,11,319854,0,1,3,3,4,11,7.64,-0.45
"180",1,"Álava",2013,12,319874,0,5,0,2,0,7,5.04,-0.39
"181",1,"Álava",2014,1,319894,0,1,2,4,1,8,6.86,1.8
"182",1,"Álava",2014,2,319961,0,0,3,0,1,4,5.98,0.67
"183",1,"Álava",2014,3,320029,0,1,1,2,2,6,8.22,0.12
"184",1,"Álava",2014,4,320096,0,3,1,2,1,7,12.26,2.03
"185",1,"Álava",2014,5,320163,0,2,1,3,0,6,12.2,-1.23
"186",1,"Álava",2014,6,320231,0,1,3,2,0,6,17.35,-0.04
"187",1,"Álava",2014,7,320298,0,3,1,2,0,6,18.55,-0.81
"188",1,"Álava",2014,8,320359,2,1,2,2,4,11,18.68,-0.92
"189",1,"Álava",2014,9,320420,0,1,2,3,0,6,18.68,1.85
"190",1,"Álava",2014,10,320480,0,1,4,1,2,8,15.71,2.48
"191",1,"Álava",2014,11,320541,1,3,2,1,1,8,10.03,1.94
"192",1,"Álava",2014,12,320602,0,1,0,0,0,1,5.85,0.42
"193",1,"Álava",2015,1,320663,0,1,1,0,0,2,4.47,-0.59
"194",1,"Álava",2015,2,320732,0,1,3,3,0,7,3.33,-1.98
"195",1,"Álava",2015,3,320802,0,0,1,1,0,2,8.03,-0.07
"196",1,"Álava",2015,4,320871,1,2,2,0,1,6,11.51,1.27
"197",1,"Álava",2015,5,320940,0,1,3,0,0,4,14.26,0.82
"198",1,"Álava",2015,6,321010,0,0,2,1,2,5,18.12,0.72
"199",1,"Álava",2015,7,321079,0,0,1,4,3,8,21.22,1.86
"200",1,"Álava",2015,8,321200,0,2,2,3,1,8,20.06,0.46
"201",1,"Álava",2015,9,321321,0,1,1,2,0,4,15.04,-1.79
"202",1,"Álava",2015,10,321442,0,1,1,3,1,6,12.74,-0.49
"203",1,"Álava",2015,11,321562,0,1,1,3,0,5,9.83,1.74
"204",1,"Álava",2015,12,321683,0,1,1,2,0,4,7.54,2.11
"205",1,"Álava",2016,1,321804,0,1,3,1,0,5,6.84,1.78
"206",1,"Álava",2016,2,321954,0,0,2,1,0,3,5.96,0.64
"207",1,"Álava",2016,3,322105,0,2,2,5,1,10,6.46,-1.63
"208",1,"Álava",2016,4,322255,0,2,0,0,0,2,8.81,-1.43
"209",1,"Álava",2016,5,322405,0,1,0,1,2,4,13.29,-0.15
"210",1,"Álava",2016,6,322556,1,2,0,0,0,3,16.95,-0.45
"211",1,"Álava",2016,7,322706,0,1,1,4,1,7,19.63,0.27
"212",1,"Álava",2016,8,322890,0,0,1,1,1,3,20.23,0.62
"213",1,"Álava",2016,9,323075,0,2,1,4,1,8,18.1,1.27
"214",1,"Álava",2016,10,323259,0,1,0,2,0,3,12.97,-0.25
"215",1,"Álava",2016,11,323443,0,0,1,1,0,2,7.53,-0.57
"216",1,"Álava",2016,12,323628,0,1,1,2,1,5,6.08,0.65
"217",1,"Álava",2017,1,323812,0,3,3,0,1,7,3.53,-1.53
"218",1,"Álava",2017,2,323938,0,1,1,2,4,8,7.49,2.18
"219",1,"Álava",2017,3,324064,0,3,2,1,1,7,9.64,1.55
"220",1,"Álava",2017,4,324190,0,1,2,2,2,7,10.27,0.03
"221",1,"Álava",2017,5,324317,0,2,1,1,1,5,15.62,2.18
"222",1,"Álava",2017,6,324443,0,3,4,5,0,12,19.34,1.95
"223",1,"Álava",2017,7,324569,0,2,2,0,1,5,19.96,0.61
"224",1,"Álava",2017,8,324764,0,2,4,3,0,9,20.24,0.64
"225",1,"Álava",2017,9,324958,0,5,3,3,0,11,15.54,-1.29
"226",1,"Álava",2017,10,325152,1,3,5,1,1,11,14.3,1.08
"227",1,"Álava",2017,11,325347,0,3,1,2,0,6,7.82,-0.28
"228",1,"Álava",2017,12,325542,0,1,1,3,0,5,5.24,-0.19
"229",1,"Álava",2018,1,325736,0,4,5,2,0,11,5.93,0.87
"230",1,"Álava",2018,2,325850,0,2,2,1,0,5,3.7,-1.61
"231",1,"Álava",2018,3,325964,0,0,2,1,1,4,7.44,-0.66
"232",1,"Álava",2018,4,326078,2,0,3,2,2,9,11.42,1.19
"233",1,"Álava",2018,5,326191,0,3,0,2,1,6,12.44,-1
"234",1,"Álava",2018,6,326305,0,0,0,2,1,3,17.31,-0.08
"235",1,"Álava",2018,7,326419,0,3,5,5,1,14,20.7,1.34
"236",1,"Álava",2018,8,326630,0,4,4,3,3,14,20.44,0.84
"237",1,"Álava",2018,9,326840,0,1,0,2,0,3,19.05,2.22
"238",1,"Álava",2018,10,327051,0,1,0,0,2,3,12.56,-0.67
"239",1,"Álava",2018,11,327262,0,1,2,2,0,5,9.1,1.01
"240",1,"Álava",2018,12,327472,0,1,2,2,1,6,7.2,1.77
"241",2,"Albacete",1999,1,359295,0,0,1,2,2,5,5.07,-0.75
"242",2,"Albacete",1999,2,359431,0,0,0,4,3,7,5.51,-1.31
"243",2,"Albacete",1999,3,359566,1,0,1,3,3,8,9.12,-0.63
"244",2,"Albacete",1999,4,359702,1,0,1,0,6,8,12.33,-0.26
"245",2,"Albacete",1999,5,359838,0,0,0,2,4,6,17.83,1.16
"246",2,"Albacete",1999,6,359973,0,1,0,4,3,8,21.52,-0.57
"247",2,"Albacete",1999,7,360109,0,0,0,1,9,10,25.28,-0.07
"248",2,"Albacete",1999,8,360292,1,0,0,4,4,9,25.31,0.21
"249",2,"Albacete",1999,9,360475,0,0,0,1,7,8,19.46,-1.09
"250",2,"Albacete",1999,10,360658,0,0,0,0,9,9,14.74,-1.04
"251",2,"Albacete",1999,11,360842,0,0,0,2,5,7,6.58,-2.68
"252",2,"Albacete",1999,12,361025,0,0,2,4,4,10,5.36,-1.07
"253",2,"Albacete",2000,1,361208,0,0,4,3,4,11,3.11,-2.7
"254",2,"Albacete",2000,2,361351,0,1,0,2,3,6,9.09,2.27
"255",2,"Albacete",2000,3,361493,0,1,0,1,2,4,9.93,0.17
"256",2,"Albacete",2000,4,361636,0,1,0,1,3,5,10.32,-2.27
"257",2,"Albacete",2000,5,361779,0,0,2,2,4,8,17.09,0.41
"258",2,"Albacete",2000,6,361921,0,3,2,1,11,17,21.73,-0.37
"259",2,"Albacete",2000,7,362064,0,1,1,5,8,15,24.14,-1.21
"260",2,"Albacete",2000,8,362226,0,1,0,3,7,11,24.54,-0.56
"261",2,"Albacete",2000,9,362387,0,2,0,2,5,9,20.62,0.07
"262",2,"Albacete",2000,10,362549,2,0,0,0,9,11,13.82,-1.95
"263",2,"Albacete",2000,11,362711,1,0,1,3,4,9,7.95,-1.32
"264",2,"Albacete",2000,12,362872,0,0,2,2,4,8,6.86,0.43
"265",2,"Albacete",2001,1,363034,0,0,0,0,3,3,6.76,0.94
"266",2,"Albacete",2001,2,363193,0,0,1,1,12,14,7.03,0.21
"267",2,"Albacete",2001,3,363353,0,0,1,3,3,7,12.16,2.4
"268",2,"Albacete",2001,4,363512,0,1,0,4,3,8,12.64,0.04
"269",2,"Albacete",2001,5,363671,0,2,0,0,3,5,15.57,-1.11
"270",2,"Albacete",2001,6,363831,0,0,1,4,5,10,23.13,1.03
"271",2,"Albacete",2001,7,363990,1,0,0,3,2,6,23.96,-1.39
"272",2,"Albacete",2001,8,364248,1,0,0,5,8,14,25.18,0.08
"273",2,"Albacete",2001,9,364507,0,0,0,3,4,7,20.39,-0.16
"274",2,"Albacete",2001,10,364765,1,0,0,4,8,13,16.54,0.76
"275",2,"Albacete",2001,11,365023,0,0,0,2,4,6,7,-2.26
"276",2,"Albacete",2001,12,365282,0,0,0,2,7,9,4.07,-2.36
"277",2,"Albacete",2002,1,365540,0,1,1,3,3,8,6.27,0.45
"278",2,"Albacete",2002,2,365901,0,2,1,3,2,8,8.05,1.23
"279",2,"Albacete",2002,3,366263,0,1,1,3,3,8,9.92,0.16
"280",2,"Albacete",2002,4,366624,0,1,1,3,1,6,12.07,-0.53
"281",2,"Albacete",2002,5,366985,0,0,3,2,4,9,14.69,-1.99
"282",2,"Albacete",2002,6,367347,1,0,0,2,1,4,21.95,-0.14
"283",2,"Albacete",2002,7,367708,0,0,0,5,5,10,23.96,-1.39
"284",2,"Albacete",2002,8,368154,0,1,0,6,6,13,22.99,-2.11
"285",2,"Albacete",2002,9,368600,0,0,0,3,3,6,19.48,-1.07
"286",2,"Albacete",2002,10,369046,0,1,1,1,10,13,14.75,-1.03
"287",2,"Albacete",2002,11,369492,0,0,1,2,5,8,9.79,0.53
"288",2,"Albacete",2002,12,369938,0,1,1,1,3,6,7.95,1.52
"289",2,"Albacete",2003,1,370384,0,0,0,6,5,11,4.75,-1.07
"290",2,"Albacete",2003,2,370754,0,1,1,1,2,5,5.34,-1.47
"291",2,"Albacete",2003,3,371124,1,0,1,3,5,10,10.21,0.45
"292",2,"Albacete",2003,4,371494,0,0,0,4,5,9,11.89,-0.7
"293",2,"Albacete",2003,5,371864,1,0,3,1,5,10,16.8,0.13
"294",2,"Albacete",2003,6,372234,2,2,0,5,5,14,24.05,1.96
"295",2,"Albacete",2003,7,372604,0,1,0,2,7,10,25.74,0.38
"296",2,"Albacete",2003,8,372956,0,0,1,3,5,9,25.39,0.29
"297",2,"Albacete",2003,9,373308,1,1,0,4,2,8,20.45,-0.1
"298",2,"Albacete",2003,10,373660,0,1,1,2,6,10,14.1,-1.68
"299",2,"Albacete",2003,11,374013,0,0,0,2,6,8,9.91,0.64
"300",2,"Albacete",2003,12,374365,0,3,1,1,2,7,6.19,-0.24
"301",2,"Albacete",2004,1,374717,0,1,1,2,2,6,6.88,1.06
"302",2,"Albacete",2004,2,375025,0,0,1,4,1,6,7.26,0.44
"303",2,"Albacete",2004,3,375333,1,1,0,1,4,7,8.31,-1.45
"304",2,"Albacete",2004,4,375642,0,2,0,5,5,12,10.67,-1.92
"305",2,"Albacete",2004,5,375950,1,0,0,2,6,9,13.53,-3.14
"306",2,"Albacete",2004,6,376258,0,1,0,6,6,13,22.37,0.27
"307",2,"Albacete",2004,7,376566,1,3,1,3,2,10,24.36,-0.99
"308",2,"Albacete",2004,8,377018,0,1,1,5,5,12,24.47,-0.62
"309",2,"Albacete",2004,9,377469,0,0,1,4,1,6,21.54,0.99
"310",2,"Albacete",2004,10,377921,1,1,0,3,6,11,15.69,-0.09
"311",2,"Albacete",2004,11,378373,0,1,2,4,1,8,8.37,-0.9
"312",2,"Albacete",2004,12,378824,0,0,2,3,5,10,5.91,-0.51
"313",2,"Albacete",2005,1,379276,0,3,0,2,5,10,3.88,-1.94
"314",2,"Albacete",2005,2,379629,0,1,0,3,10,14,3.82,-3
"315",2,"Albacete",2005,3,379982,0,2,1,5,1,9,9.53,-0.23
"316",2,"Albacete",2005,4,380334,0,1,2,4,6,13,12.57,-0.03
"317",2,"Albacete",2005,5,380687,1,1,2,3,4,11,18.13,1.46
"318",2,"Albacete",2005,6,381040,0,1,0,3,3,7,23.14,1.05
"319",2,"Albacete",2005,7,381393,0,1,0,2,4,7,25.6,0.25
"320",2,"Albacete",2005,8,381737,0,2,1,4,2,9,24.27,-0.83
"321",2,"Albacete",2005,9,382082,0,1,4,0,4,9,19.04,-1.51
"322",2,"Albacete",2005,10,382426,0,0,0,2,6,8,15.4,-0.37
"323",2,"Albacete",2005,11,382770,0,1,0,2,3,6,7.66,-1.6
"324",2,"Albacete",2005,12,383115,0,0,1,1,4,6,5.05,-1.38
"325",2,"Albacete",2006,1,383459,0,1,0,5,11,17,4.04,-1.78
"326",2,"Albacete",2006,2,383898,0,0,0,0,4,4,6.24,-0.58
"327",2,"Albacete",2006,3,384337,1,4,1,4,5,15,10.92,1.16
"328",2,"Albacete",2006,4,384776,0,1,0,6,4,11,14.34,1.74
"329",2,"Albacete",2006,5,385216,1,1,0,0,3,5,18.57,1.89
"330",2,"Albacete",2006,6,385655,0,2,1,4,4,11,21.76,-0.33
"331",2,"Albacete",2006,7,386094,0,1,1,2,5,9,26.57,1.22
"332",2,"Albacete",2006,8,386599,0,2,2,2,3,9,24.03,-1.07
"333",2,"Albacete",2006,9,387105,0,2,0,3,4,9,20.75,0.2
"334",2,"Albacete",2006,10,387610,0,0,0,1,3,4,17.34,1.56
"335",2,"Albacete",2006,11,388115,0,0,0,2,3,5,11.34,2.08
"336",2,"Albacete",2006,12,388621,1,1,0,2,2,6,6.08,-0.35
"337",2,"Albacete",2007,1,389126,1,1,1,3,2,8,5.75,-0.07
"338",2,"Albacete",2007,2,389610,0,1,0,1,0,2,9.05,2.23
"339",2,"Albacete",2007,3,390093,0,0,2,5,3,10,9.17,-0.59
"340",2,"Albacete",2007,4,390576,0,2,0,0,5,7,11.58,-1.02
"341",2,"Albacete",2007,5,391060,0,1,0,3,3,7,16.41,-0.26
"342",2,"Albacete",2007,6,391544,2,0,1,1,3,7,21.18,-0.91
"343",2,"Albacete",2007,7,392027,0,4,0,4,2,10,24.97,-0.38
"344",2,"Albacete",2007,8,392443,0,2,0,2,5,9,24.44,-0.65
"345",2,"Albacete",2007,9,392858,1,0,1,3,1,6,20.5,-0.05
"346",2,"Albacete",2007,10,393274,0,5,2,3,3,13,14.6,-1.18
"347",2,"Albacete",2007,11,393690,0,0,0,1,6,7,8.57,-0.69
"348",2,"Albacete",2007,12,394105,1,0,0,1,3,5,6.19,-0.24
"349",2,"Albacete",2008,1,394521,1,1,1,1,2,6,7.4,1.59
"350",2,"Albacete",2008,2,394816,0,3,0,3,2,8,8.53,1.71
"351",2,"Albacete",2008,3,395112,0,3,1,4,5,13,10.19,0.43
"352",2,"Albacete",2008,4,395408,0,1,1,3,2,7,13.12,0.53
"353",2,"Albacete",2008,5,395703,0,2,0,4,2,8,15.26,-1.42
"354",2,"Albacete",2008,6,395998,0,2,1,6,1,10,20.44,-1.66
"355",2,"Albacete",2008,7,396294,0,2,0,1,5,8,24.68,-0.68
"356",2,"Albacete",2008,8,396558,0,2,0,1,0,3,25.28,0.18
"357",2,"Albacete",2008,9,396823,0,1,2,2,1,6,19.62,-0.93
"358",2,"Albacete",2008,10,397087,0,1,3,1,4,9,14.62,-1.16
"359",2,"Albacete",2008,11,397351,0,2,0,4,3,9,7.35,-1.91
