cause,cause.sub
8171,Transport accidents
8173,Transport accidents
8174,Transport accidents
8177,Transport accidents
8178,Transport accidents
8179,Transport accidents
8180,Transport accidents
8181,Transport accidents
8182,Transport accidents
8183,Transport accidents
8184,Transport accidents
8186,Transport accidents
8187,Transport accidents
8188,Transport accidents
8189,Transport accidents
8190,Transport accidents
8191,Transport accidents
8192,Transport accidents
8193,Transport accidents
8196,Transport accidents
8197,Transport accidents
8198,Transport accidents
8199,Transport accidents
8200,Transport accidents
8201,Transport accidents
8202,Transport accidents
8203,Transport accidents
8207,Transport accidents
8208,Transport accidents
8209,Transport accidents
8210,Transport accidents
8211,Transport accidents
8212,Transport accidents
8213,Transport accidents
8215,Transport accidents
8216,Transport accidents
8217,Transport accidents
8218,Transport accidents
8219,Transport accidents
8220,Transport accidents
8221,Transport accidents
8222,Transport accidents
8223,Transport accidents
8225,Transport accidents
8226,Transport accidents
8227,Transport accidents
8228,Transport accidents
8229,Transport accidents
8230,Transport accidents
8231,Transport accidents
8232,Transport accidents
8233,Transport accidents
8236,Transport accidents
8237,Transport accidents
8238,Transport accidents
8239,Transport accidents
8240,Transport accidents
8241,Transport accidents
8242,Transport accidents
8243,Transport accidents
8246,Transport accidents
8247,Transport accidents
8248,Transport accidents
8249,Transport accidents
8250,Transport accidents
8251,Transport accidents
8252,Transport accidents
8253,Transport accidents
8254,Transport accidents
8256,Transport accidents
8257,Transport accidents
8258,Transport accidents
8259,Transport accidents
8260,Transport accidents
8261,Transport accidents
8262,Transport accidents
8263,Transport accidents
8268,Transport accidents
8269,Transport accidents
8270,Transport accidents
8272,Transport accidents
8273,Transport accidents
8278,Transport accidents
8279,Transport accidents
8280,Transport accidents
8281,Transport accidents
8282,Transport accidents
8283,Transport accidents
8284,Transport accidents
8288,Transport accidents
8289,Transport accidents
8290,Transport accidents
8291,Transport accidents
8293,Transport accidents
8294,Transport accidents
8298,Transport accidents
8299,Transport accidents
8300,Transport accidents
8301,Transport accidents
8302,Transport accidents
8303,Transport accidents
8304,Transport accidents
8305,Transport accidents
8308,Transport accidents
8309,Transport accidents
8310,Transport accidents
8311,Transport accidents
8312,Transport accidents
8313,Transport accidents
8314,Transport accidents
8316,Transport accidents
8318,Transport accidents
8319,Transport accidents
8320,Transport accidents
8321,Transport accidents
8322,Transport accidents
8323,Transport accidents
8324,Transport accidents
8325,Transport accidents
8326,Transport accidents
8328,Transport accidents
8329,Transport accidents
8330,Transport accidents
8331,Transport accidents
8332,Transport accidents
8333,Transport accidents
8339,Transport accidents
8340,Transport accidents
8341,Transport accidents
8342,Transport accidents
8343,Transport accidents
8344,Transport accidents
8346,Transport accidents
8348,Transport accidents
8349,Transport accidents
8350,Transport accidents
8351,Transport accidents
8352,Transport accidents
8353,Transport accidents
8354,Transport accidents
8355,Transport accidents
8356,Transport accidents
8358,Transport accidents
8359,Transport accidents
8360,Transport accidents
8361,Transport accidents
8362,Transport accidents
8363,Transport accidents
8366,Transport accidents
8368,Transport accidents
8369,Transport accidents
8370,Transport accidents
8371,Transport accidents
8372,Transport accidents
8373,Transport accidents
8378,Transport accidents
8379,Transport accidents
8380,Transport accidents
8381,Transport accidents
8382,Transport accidents
8383,Transport accidents
8384,Transport accidents
8385,Transport accidents
8386,Transport accidents
8388,Transport accidents
8389,Transport accidents
8400,Transport accidents
8401,Transport accidents
8402,Transport accidents
8403,Transport accidents
8404,Transport accidents
8405,Transport accidents
8406,Transport accidents
8408,Transport accidents
8409,Transport accidents
8410,Transport accidents
8411,Transport accidents
8412,Transport accidents
8413,Transport accidents
8414,Transport accidents
8415,Transport accidents
8416,Transport accidents
8417,Transport accidents
8418,Transport accidents
8419,Transport accidents
8420,Transport accidents
8421,Transport accidents
8422,Transport accidents
8423,Transport accidents
8425,Transport accidents
8426,Transport accidents
8427,Transport accidents
8429,Transport accidents
8431,Transport accidents
8432,Transport accidents
8433,Transport accidents
8434,Transport accidents
8435,Transport accidents
8436,Transport accidents
8437,Transport accidents
8438,Transport accidents
8439,Transport accidents
8440,Transport accidents
8441,Transport accidents
8442,Transport accidents
8443,Transport accidents
8444,Transport accidents
8445,Transport accidents
8446,Transport accidents
8447,Transport accidents
8448,Transport accidents
8449,Transport accidents
8450,Transport accidents
8452,Transport accidents
8453,Transport accidents
8460,Transport accidents
8470,Transport accidents
8480,Transport accidents
V010,Transport accidents
V011,Transport accidents
V019,Transport accidents
V020,Transport accidents
V021,Transport accidents
V029,Transport accidents
V030,Transport accidents
V031,Transport accidents
V039,Transport accidents
V040,Transport accidents
V041,Transport accidents
V049,Transport accidents
V050,Transport accidents
V051,Transport accidents
V059,Transport accidents
V060,Transport accidents
V061,Transport accidents
V069,Transport accidents
V090,Transport accidents
V091,Transport accidents
V092,Transport accidents
V093,Transport accidents
V099,Transport accidents
V100,Transport accidents
V102,Transport accidents
V104,Transport accidents
V109,Transport accidents
V110,Transport accidents
V112,Transport accidents
V114,Transport accidents
V119,Transport accidents
V121,Transport accidents
V124,Transport accidents
V129,Transport accidents
V130,Transport accidents
V131,Transport accidents
V132,Transport accidents
V133,Transport accidents
V134,Transport accidents
V135,Transport accidents
V139,Transport accidents
V140,Transport accidents
V141,Transport accidents
V142,Transport accidents
V143,Transport accidents
V144,Transport accidents
V145,Transport accidents
V149,Transport accidents
V150,Transport accidents
V151,Transport accidents
V152,Transport accidents
V154,Transport accidents
V155,Transport accidents
V159,Transport accidents
V162,Transport accidents
V164,Transport accidents
V169,Transport accidents
V170,Transport accidents
V172,Transport accidents
V174,Transport accidents
V175,Transport accidents
V179,Transport accidents
V180,Transport accidents
V181,Transport accidents
V182,Transport accidents
V183,Transport accidents
V184,Transport accidents
V185,Transport accidents
V189,Transport accidents
V190,Transport accidents
V191,Transport accidents
V192,Transport accidents
V193,Transport accidents
V194,Transport accidents
V195,Transport accidents
V196,Transport accidents
V198,Transport accidents
V199,Transport accidents
V200,Transport accidents
V201,Transport accidents
V202,Transport accidents
V204,Transport accidents
V205,Transport accidents
V209,Transport accidents
V210,Transport accidents
V214,Transport accidents
V215,Transport accidents
V219,Transport accidents
V220,Transport accidents
V221,Transport accidents
V222,Transport accidents
V223,Transport accidents
V224,Transport accidents
V225,Transport accidents
V229,Transport accidents
V230,Transport accidents
V231,Transport accidents
V232,Transport accidents
V233,Transport accidents
V234,Transport accidents
V235,Transport accidents
V239,Transport accidents
V240,Transport accidents
V241,Transport accidents
V242,Transport accidents
V243,Transport accidents
V244,Transport accidents
V245,Transport accidents
V249,Transport accidents
V250,Transport accidents
V251,Transport accidents
V252,Transport accidents
V254,Transport accidents
V255,Transport accidents
V259,Transport accidents
V260,Transport accidents
V261,Transport accidents
V263,Transport accidents
V264,Transport accidents
V265,Transport accidents
V269,Transport accidents
V270,Transport accidents
V271,Transport accidents
V272,Transport accidents
V273,Transport accidents
V274,Transport accidents
V275,Transport accidents
V279,Transport accidents
V280,Transport accidents
V281,Transport accidents
V282,Transport accidents
V283,Transport accidents
V284,Transport accidents
V285,Transport accidents
V289,Transport accidents
V290,Transport accidents
V291,Transport accidents
V292,Transport accidents
V293,Transport accidents
V294,Transport accidents
V295,Transport accidents
V296,Transport accidents
V298,Transport accidents
V299,Transport accidents
V301,Transport accidents
V302,Transport accidents
V305,Transport accidents
V309,Transport accidents
V319,Transport accidents
V320,Transport accidents
V324,Transport accidents
V325,Transport accidents
V329,Transport accidents
V334,Transport accidents
V335,Transport accidents
V336,Transport accidents
V339,Transport accidents
V340,Transport accidents
V345,Transport accidents
V346,Transport accidents
V349,Transport accidents
V353,Transport accidents
V355,Transport accidents
V356,Transport accidents
V359,Transport accidents
V365,Transport accidents
V370,Transport accidents
V371,Transport accidents
V375,Transport accidents
V376,Transport accidents
V379,Transport accidents
V380,Transport accidents
V381,Transport accidents
V383,Transport accidents
V384,Transport accidents
V385,Transport accidents
V386,Transport accidents
V389,Transport accidents
V392,Transport accidents
V393,Transport accidents
V394,Transport accidents
V395,Transport accidents
V396,Transport accidents
V398,Transport accidents
V399,Transport accidents
V400,Transport accidents
V401,Transport accidents
V402,Transport accidents
V403,Transport accidents
V404,Transport accidents
V405,Transport accidents
V406,Transport accidents
V407,Transport accidents
V409,Transport accidents
V415,Transport accidents
V416,Transport accidents
V419,Transport accidents
V420,Transport accidents
V423,Transport accidents
V424,Transport accidents
V425,Transport accidents
V426,Transport accidents
V427,Transport accidents
V429,Transport accidents
V430,Transport accidents
V431,Transport accidents
V432,Transport accidents
V433,Transport accidents
V434,Transport accidents
V435,Transport accidents
V436,Transport accidents
V437,Transport accidents
V439,Transport accidents
V440,Transport accidents
V441,Transport accidents
V443,Transport accidents
V444,Transport accidents
V445,Transport accidents
V446,Transport accidents
V447,Transport accidents
V449,Transport accidents
V450,Transport accidents
V451,Transport accidents
V453,Transport accidents
V454,Transport accidents
V455,Transport accidents
V456,Transport accidents
V459,Transport accidents
V460,Transport accidents
V461,Transport accidents
V463,Transport accidents
V464,Transport accidents
V465,Transport accidents
V466,Transport accidents
V467,Transport accidents
V469,Transport accidents
V470,Transport accidents
V471,Transport accidents
V472,Transport accidents
V473,Transport accidents
V474,Transport accidents
V475,Transport accidents
V476,Transport accidents
V477,Transport accidents
V479,Transport accidents
V480,Transport accidents
V481,Transport accidents
V482,Transport accidents
V483,Transport accidents
V484,Transport accidents
V485,Transport accidents
V486,Transport accidents
V487,Transport accidents
V489,Transport accidents
V490,Transport accidents
V491,Transport accidents
V492,Transport accidents
V493,Transport accidents
V494,Transport accidents
V495,Transport accidents
V496,Transport accidents
V498,Transport accidents
V499,Transport accidents
V501,Transport accidents
V503,Transport accidents
V504,Transport accidents
V505,Transport accidents
V506,Transport accidents
V507,Transport accidents
V509,Transport accidents
V515,Transport accidents
V516,Transport accidents
V519,Transport accidents
V525,Transport accidents
V526,Transport accidents
V529,Transport accidents
V530,Transport accidents
V531,Transport accidents
V533,Transport accidents
V534,Transport accidents
V535,Transport accidents
V536,Transport accidents
V537,Transport accidents
V539,Transport accidents
V540,Transport accidents
V541,Transport accidents
V543,Transport accidents
V544,Transport accidents
V545,Transport accidents
V546,Transport accidents
V547,Transport accidents
V549,Transport accidents
V550,Transport accidents
V551,Transport accidents
V553,Transport accidents
V554,Transport accidents
V555,Transport accidents
V556,Transport accidents
V559,Transport accidents
V564,Transport accidents
V565,Transport accidents
V566,Transport accidents
V567,Transport accidents
V569,Transport accidents
V570,Transport accidents
V571,Transport accidents
V572,Transport accidents
V573,Transport accidents
V574,Transport accidents
V575,Transport accidents
V576,Transport accidents
V577,Transport accidents
V579,Transport accidents
V580,Transport accidents
V581,Transport accidents
V582,Transport accidents
V583,Transport accidents
V584,Transport accidents
V585,Transport accidents
V586,Transport accidents
V587,Transport accidents
V589,Transport accidents
V590,Transport accidents
V591,Transport accidents
V592,Transport accidents
V593,Transport accidents
V594,Transport accidents
V595,Transport accidents
V596,Transport accidents
V598,Transport accidents
V599,Transport accidents
V601,Transport accidents
V602,Transport accidents
V603,Transport accidents
V604,Transport accidents
V605,Transport accidents
V606,Transport accidents
V607,Transport accidents
V609,Transport accidents
V625,Transport accidents
V629,Transport accidents
V634,Transport accidents
V635,Transport accidents
V636,Transport accidents
V639,Transport accidents
V640,Transport accidents
V641,Transport accidents
V643,Transport accidents
V644,Transport accidents
V645,Transport accidents
V646,Transport accidents
V647,Transport accidents
V649,Transport accidents
V650,Transport accidents
V651,Transport accidents
V653,Transport accidents
V654,Transport accidents
V655,Transport accidents
V656,Transport accidents
V659,Transport accidents
V660,Transport accidents
V665,Transport accidents
V666,Transport accidents
V669,Transport accidents
V670,Transport accidents
V671,Transport accidents
V673,Transport accidents
V674,Transport accidents
V675,Transport accidents
V676,Transport accidents
V677,Transport accidents
V679,Transport accidents
V680,Transport accidents
V681,Transport accidents
V682,Transport accidents
V683,Transport accidents
V684,Transport accidents
V685,Transport accidents
V686,Transport accidents
V687,Transport accidents
V689,Transport accidents
V690,Transport accidents
V691,Transport accidents
V692,Transport accidents
V693,Transport accidents
V694,Transport accidents
V695,Transport accidents
V696,Transport accidents
V698,Transport accidents
V699,Transport accidents
V706,Transport accidents
V709,Transport accidents
V726,Transport accidents
V730,Transport accidents
V735,Transport accidents
V736,Transport accidents
V739,Transport accidents
V745,Transport accidents
V746,Transport accidents
V749,Transport accidents
V769,Transport accidents
V770,Transport accidents
V771,Transport accidents
V773,Transport accidents
V775,Transport accidents
V776,Transport accidents
V779,Transport accidents
V780,Transport accidents
V781,Transport accidents
V782,Transport accidents
V783,Transport accidents
V784,Transport accidents
V785,Transport accidents
V786,Transport accidents
V789,Transport accidents
V790,Transport accidents
V791,Transport accidents
V792,Transport accidents
V793,Transport accidents
V794,Transport accidents
V795,Transport accidents
V796,Transport accidents
V798,Transport accidents
V799,Transport accidents
V800,Transport accidents
V801,Transport accidents
V802,Transport accidents
V804,Transport accidents
V805,Transport accidents
V807,Transport accidents
V808,Transport accidents
V809,Transport accidents
V810,Transport accidents
V811,Transport accidents
V812,Transport accidents
V813,Transport accidents
V814,Transport accidents
V815,Transport accidents
V816,Transport accidents
V817,Transport accidents
V818,Transport accidents
V819,Transport accidents
V821,Transport accidents
V824,Transport accidents
V825,Transport accidents
V826,Transport accidents
V827,Transport accidents
V828,Transport accidents
V829,Transport accidents
V830,Transport accidents
V831,Transport accidents
V832,Transport accidents
V833,Transport accidents
V834,Transport accidents
V835,Transport accidents
V836,Transport accidents
V837,Transport accidents
V839,Transport accidents
V840,Transport accidents
V841,Transport accidents
V842,Transport accidents
V843,Transport accidents
V844,Transport accidents
V845,Transport accidents
V846,Transport accidents
V847,Transport accidents
V849,Transport accidents
V850,Transport accidents
V851,Transport accidents
V852,Transport accidents
V853,Transport accidents
V854,Transport accidents
V855,Transport accidents
V856,Transport accidents
V857,Transport accidents
V859,Transport accidents
V860,Transport accidents
V861,Transport accidents
V862,Transport accidents
V863,Transport accidents
V864,Transport accidents
V865,Transport accidents
V866,Transport accidents
V867,Transport accidents
V869,Transport accidents
V870,Transport accidents
V871,Transport accidents
V872,Transport accidents
V873,Transport accidents
V874,Transport accidents
V875,Transport accidents
V876,Transport accidents
V877,Transport accidents
V878,Transport accidents
V879,Transport accidents
V880,Transport accidents
V881,Transport accidents
V882,Transport accidents
V883,Transport accidents
V884,Transport accidents
V886,Transport accidents
V887,Transport accidents
V888,Transport accidents
V889,Transport accidents
V890,Transport accidents
V891,Transport accidents
V892,Transport accidents
V893,Transport accidents
V899,Transport accidents
V900,Transport accidents
V901,Transport accidents
V902,Transport accidents
V903,Transport accidents
V904,Transport accidents
V905,Transport accidents
V906,Transport accidents
V907,Transport accidents
V908,Transport accidents
V909,Transport accidents
V910,Transport accidents
V911,Transport accidents
V912,Transport accidents
V913,Transport accidents
V914,Transport accidents
V915,Transport accidents
V916,Transport accidents
V917,Transport accidents
V918,Transport accidents
V919,Transport accidents
V920,Transport accidents
V921,Transport accidents
V922,Transport accidents
V923,Transport accidents
V924,Transport accidents
V925,Transport accidents
V926,Transport accidents
V927,Transport accidents
V928,Transport accidents
V929,Transport accidents
V930,Transport accidents
V931,Transport accidents
V932,Transport accidents
V933,Transport accidents
V934,Transport accidents
V935,Transport accidents
V936,Transport accidents
V938,Transport accidents
V939,Transport accidents
V940,Transport accidents
V941,Transport accidents
V942,Transport accidents
V943,Transport accidents
V944,Transport accidents
V945,Transport accidents
V946,Transport accidents
V947,Transport accidents
V948,Transport accidents
V949,Transport accidents
V950,Transport accidents
V951,Transport accidents
V952,Transport accidents
V953,Transport accidents
V954,Transport accidents
V958,Transport accidents
V959,Transport accidents
V960,Transport accidents
V961,Transport accidents
V962,Transport accidents
V968,Transport accidents
V969,Transport accidents
V970,Transport accidents
V971,Transport accidents
V972,Transport accidents
V973,Transport accidents
V978,Transport accidents
V980,Transport accidents
V990,Transport accidents
