"","age","sex","median.error","median.abs.error","rmse"
"1",0,1,0.345366284563515,0.461293155175694,0.882956207213025
"2",0,2,0.34403686470729,0.435950990420258,0.82412003402674
"3",5,1,0.12402053900737,0.135193213305309,0.288031963952525
"4",5,2,0.129396468937537,0.1395240794799,0.297941663861532
"5",15,1,0.140841599467153,0.156995012750428,0.286308092708066
"6",15,2,0.135229388725995,0.150215912149361,0.277863801887869
"7",25,1,0.180915879819174,0.215753479148257,0.364877644883766
"8",25,2,0.163913107685094,0.190125978107179,0.327588040147121
"9",35,1,0.207971543943781,0.294931721078329,0.531864422978743
"10",35,2,0.212756047512777,0.261844444735021,0.438859439061712
"11",45,1,0.217506193136264,0.439712578352721,0.800543293907688
"12",45,2,0.230422610124325,0.379324373694837,0.644516157945566
"13",55,1,0.230715677407738,0.663191378445671,1.31637820017711
"14",55,2,0.238184665297958,0.564903792559195,1.01992989739899
"15",65,1,0.303883750203465,1.25141309095631,2.7262496977568
"16",65,2,0.266876026293148,0.887868203488035,1.87971183496858
"17",75,1,0.540693827569218,3.1667260609768,7.70775937429409
"18",75,2,0.400207099186371,2.01890782605978,4.84934404236146
"19",85,1,1.97450450442176,12.2528654916818,32.516203108872
"20",85,2,0.852623385783362,6.1222337425857,17.2770984322698
