Id,Id2,Geography,Total:,Urban:,Urban: - Inside urbanized areas,Urban: - Inside urban clusters,Rural,Not defined for this file
0500000US29129,29129,"Mercer County, Missouri",3785,0,0,0,3785,0
0500000US29131,29131,"Miller County, Missouri",24748,5004,0,5004,19744,0
0500000US29133,29133,"Mississippi County, Missouri",14358,9663,0,9663,4695,0
0500000US29135,29135,"Moniteau County, Missouri",15607,7382,0,7382,8225,0
0500000US29137,29137,"Monroe County, Missouri",8840,0,0,0,8840,0
0500000US29139,29139,"Montgomery County, Missouri",12236,2629,0,2629,9607,0
0500000US29141,29141,"Morgan County, Missouri",20565,0,0,0,20565,0
0500000US29143,29143,"New Madrid County, Missouri",18956,8177,0,8177,10779,0
0500000US29145,29145,"Newton County, Missouri",58114,20667,8712,11955,37447,0
0500000US29147,29147,"Nodaway County, Missouri",23370,13220,0,13220,10150,0
0500000US29149,29149,"Oregon County, Missouri",10881,2118,0,2118,8763,0
0500000US29151,29151,"Osage County, Missouri",13878,0,0,0,13878,0
0500000US29153,29153,"Ozark County, Missouri",9723,0,0,0,9723,0
0500000US29155,29155,"Pemiscot County, Missouri",18296,9282,0,9282,9014,0
0500000US29157,29157,"Perry County, Missouri",18971,8419,0,8419,10552,0
0500000US29159,29159,"Pettis County, Missouri",42201,26258,0,26258,15943,0
0500000US29161,29161,"Phelps County, Missouri",45156,24283,0,24283,20873,0
0500000US29163,29163,"Pike County, Missouri",18516,8447,0,8447,10069,0
0500000US29165,29165,"Platte County, Missouri",89322,75202,66244,8958,14120,0
0500000US29167,29167,"Polk County, Missouri",31137,9693,0,9693,21444,0
0500000US29169,29169,"Pulaski County, Missouri",52274,29257,0,29257,23017,0
0500000US29171,29171,"Putnam County, Missouri",4979,0,0,0,4979,0
0500000US29173,29173,"Ralls County, Missouri",10167,396,0,396,9771,0
0500000US29175,29175,"Randolph County, Missouri",25414,13933,0,13933,11481,0
0500000US29177,29177,"Ray County, Missouri",23494,5822,0,5822,17672,0
0500000US29179,29179,"Reynolds County, Missouri",6696,0,0,0,6696,0
0500000US29181,29181,"Ripley County, Missouri",14100,0,0,0,14100,0
0500000US29183,29183,"St. Charles County, Missouri",360485,339467,339467,0,21018,0
0500000US29185,29185,"St. Clair County, Missouri",9805,0,0,0,9805,0
0500000US29186,29186,"Ste. Genevieve County, Missouri",18145,4329,0,4329,13816,0
0500000US29187,29187,"St. Francois County, Missouri",65359,39370,0,39370,25989,0
0500000US29189,29189,"St. Louis County, Missouri",998954,987586,976323,11263,11368,0
0500000US29195,29195,"Saline County, Missouri",23370,12665,0,12665,10705,0
0500000US29197,29197,"Schuyler County, Missouri",4431,0,0,0,4431,0
0500000US29199,29199,"Scotland County, Missouri",4843,0,0,0,4843,0
0500000US29201,29201,"Scott County, Missouri",39191,22906,0,22906,16285,0
0500000US29203,29203,"Shannon County, Missouri",8441,0,0,0,8441,0
0500000US29205,29205,"Shelby County, Missouri",6373,0,0,0,6373,0
0500000US29207,29207,"Stoddard County, Missouri",29968,9053,0,9053,20915,0
0500000US29209,29209,"Stone County, Missouri",32202,3643,0,3643,28559,0
0500000US29211,29211,"Sullivan County, Missouri",6714,0,0,0,6714,0
0500000US29213,29213,"Taney County, Missouri",51675,29010,0,29010,22665,0
0500000US29215,29215,"Texas County, Missouri",26008,205,0,205,25803,0
0500000US29217,29217,"Vernon County, Missouri",21159,8832,0,8832,12327,0
0500000US29219,29219,"Warren County, Missouri",32513,12017,0,12017,20496,0
0500000US29221,29221,"Washington County, Missouri",25195,4919,0,4919,20276,0
0500000US29223,29223,"Wayne County, Missouri",13521,0,0,0,13521,0
0500000US29225,29225,"Webster County, Missouri",36202,9438,0,9438,26764,0
0500000US29227,29227,"Worth County, Missouri",2171,0,0,0,2171,0
0500000US29229,29229,"Wright County, Missouri",18815,4398,0,4398,14417,0
0500000US29510,29510,"St. Louis city, Missouri",319294,319293,319293,0,1,0
0500000US30001,30001,"Beaverhead County, Montana",9246,4609,0,4609,4637,0
0500000US30003,30003,"Big Horn County, Montana",12865,3614,0,3614,9251,0
0500000US30005,30005,"Blaine County, Montana",6491,0,0,0,6491,0
0500000US30007,30007,"Broadwater County, Montana",5612,0,0,0,5612,0
0500000US30009,30009,"Carbon County, Montana",10078,0,0,0,10078,0
0500000US30011,30011,"Carter County, Montana",1160,0,0,0,1160,0
0500000US30013,30013,"Cascade County, Montana",81327,65207,65207,0,16120,0
0500000US30015,30015,"Chouteau County, Montana",5813,0,0,0,5813,0
0500000US30017,30017,"Custer County, Montana",11699,9604,0,9604,2095,0
0500000US30019,30019,"Daniels County, Montana",1751,0,0,0,1751,0
0500000US30021,30021,"Dawson County, Montana",8966,6494,0,6494,2472,0
0500000US30023,30023,"Deer Lodge County, Montana",9298,6170,0,6170,3128,0
0500000US30025,30025,"Fallon County, Montana",2890,0,0,0,2890,0
0500000US30027,30027,"Fergus County, Montana",11586,6090,0,6090,5496,0
0500000US30029,30029,"Flathead County, Montana",90928,44114,0,44114,46814,0
0500000US30031,30031,"Gallatin County, Montana",89513,59488,0,59488,30025,0
0500000US30033,30033,"Garfield County, Montana",1206,0,0,0,1206,0
0500000US30035,30035,"Glacier County, Montana",13399,7502,0,7502,5897,0
0500000US30037,30037,"Golden Valley County, Montana",884,0,0,0,884,0
0500000US30039,30039,"Granite County, Montana",3079,0,0,0,3079,0
0500000US30041,30041,"Hill County, Montana",16096,9657,0,9657,6439,0
0500000US30043,30043,"Jefferson County, Montana",11406,0,0,0,11406,0
0500000US30045,30045,"Judith Basin County, Montana",2072,0,0,0,2072,0
0500000US30047,30047,"Lake County, Montana",28746,4763,0,4763,23983,0
0500000US30049,30049,"Lewis and Clark County, Montana",63395,45055,0,45055,18340,0
0500000US30051,30051,"Liberty County, Montana",2339,0,0,0,2339,0
0500000US30053,30053,"Lincoln County, Montana",19687,3978,0,3978,15709,0
0500000US30055,30055,"McCone County, Montana",1734,0,0,0,1734,0
0500000US30057,30057,"Madison County, Montana",7691,0,0,0,7691,0
0500000US30059,30059,"Meagher County, Montana",1891,0,0,0,1891,0
0500000US30061,30061,"Mineral County, Montana",4223,0,0,0,4223,0
0500000US30063,30063,"Missoula County, Montana",109299,84896,82157,2739,24403,0
0500000US30065,30065,"Musselshell County, Montana",4538,0,0,0,4538,0
0500000US30067,30067,"Park County, Montana",15636,8172,0,8172,7464,0
0500000US30069,30069,"Petroleum County, Montana",494,0,0,0,494,0
0500000US30071,30071,"Phillips County, Montana",4253,0,0,0,4253,0
0500000US30073,30073,"Pondera County, Montana",6153,2578,0,2578,3575,0
0500000US30075,30075,"Powder River County, Montana",1743,0,0,0,1743,0
0500000US30077,30077,"Powell County, Montana",7027,3217,0,3217,3810,0
0500000US30079,30079,"Prairie County, Montana",1179,0,0,0,1179,0
0500000US30081,30081,"Ravalli County, Montana",40212,6182,0,6182,34030,0
0500000US30083,30083,"Richland County, Montana",9746,5438,0,5438,4308,0
0500000US30085,30085,"Roosevelt County, Montana",10425,6283,0,6283,4142,0
0500000US30087,30087,"Rosebud County, Montana",9233,0,0,0,9233,0
0500000US30089,30089,"Sanders County, Montana",11413,0,0,0,11413,0
0500000US30091,30091,"Sheridan County, Montana",3384,0,0,0,3384,0
0500000US30093,30093,"Silver Bow County, Montana",34200,30287,0,30287,3913,0
0500000US30095,30095,"Stillwater County, Montana",9117,0,0,0,9117,0
0500000US30097,30097,"Sweet Grass County, Montana",3651,0,0,0,3651,0
0500000US30099,30099,"Teton County, Montana",6073,0,0,0,6073,0
0500000US30101,30101,"Toole County, Montana",5324,3037,0,3037,2287,0
0500000US30103,30103,"Treasure County, Montana",718,0,0,0,718,0
0500000US30105,30105,"Valley County, Montana",7369,3301,0,3301,4068,0
0500000US30107,30107,"Wheatland County, Montana",2168,0,0,0,2168,0
0500000US30109,30109,"Wibaux County, Montana",1017,0,0,0,1017,0
0500000US30111,30111,"Yellowstone County, Montana",147972,123278,114773,8505,24694,0
0500000US31001,31001,"Adams County, Nebraska",31364,24312,0,24312,7052,0
0500000US31003,31003,"Antelope County, Nebraska",6685,0,0,0,6685,0
0500000US31005,31005,"Arthur County, Nebraska",460,0,0,0,460,0
0500000US31007,31007,"Banner County, Nebraska",690,0,0,0,690,0
0500000US31009,31009,"Blaine County, Nebraska",478,0,0,0,478,0
0500000US31011,31011,"Boone County, Nebraska",5505,0,0,0,5505,0
0500000US31013,31013,"Box Butte County, Nebraska",11308,8486,0,8486,2822,0
0500000US31015,31015,"Boyd County, Nebraska",2099,0,0,0,2099,0
0500000US31017,31017,"Brown County, Nebraska",3145,0,0,0,3145,0
0500000US31019,31019,"Buffalo County, Nebraska",46102,31229,0,31229,14873,0
0500000US31021,31021,"Burt County, Nebraska",6858,0,0,0,6858,0
0500000US31023,31023,"Butler County, Nebraska",8395,2879,0,2879,5516,0
0500000US31025,31025,"Cass County, Nebraska",25241,6826,113,6713,18415,0
0500000US31027,31027,"Cedar County, Nebraska",8852,0,0,0,8852,0
0500000US31029,31029,"Chase County, Nebraska",3966,0,0,0,3966,0
0500000US31031,31031,"Cherry County, Nebraska",5713,2713,0,2713,3000,0
0500000US31033,31033,"Cheyenne County, Nebraska",9998,6373,0,6373,3625,0
0500000US31035,31035,"Clay County, Nebraska",6542,0,0,0,6542,0
0500000US31037,31037,"Colfax County, Nebraska",10515,6255,0,6255,4260,0
0500000US31039,31039,"Cuming County, Nebraska",9139,3180,0,3180,5959,0
0500000US31041,31041,"Custer County, Nebraska",10939,3537,0,3537,7402,0
0500000US31043,31043,"Dakota County, Nebraska",21006,16576,16576,0,4430,0
0500000US31045,31045,"Dawes County, Nebraska",9182,5515,0,5515,3667,0
0500000US31047,31047,"Dawson County, Nebraska",24326,17842,0,17842,6484,0
0500000US31049,31049,"Deuel County, Nebraska",1941,0,0,0,1941,0
0500000US31051,31051,"Dixon County, Nebraska",6000,0,0,0,6000,0
0500000US31053,31053,"Dodge County, Nebraska",36691,27471,0,27471,9220,0
0500000US31055,31055,"Douglas County, Nebraska",517110,505886,505886,0,11224,0
0500000US31057,31057,"Dundy County, Nebraska",2008,0,0,0,2008,0
0500000US31059,31059,"Fillmore County, Nebraska",5890,0,0,0,5890,0
0500000US31061,31061,"Franklin County, Nebraska",3225,0,0,0,3225,0
0500000US31063,31063,"Frontier County, Nebraska",2756,0,0,0,2756,0
0500000US31065,31065,"Furnas County, Nebraska",4959,0,0,0,4959,0
0500000US31067,31067,"Gage County, Nebraska",22311,12405,0,12405,9906,0
0500000US31069,31069,"Garden County, Nebraska",2057,0,0,0,2057,0
0500000US31071,31071,"Garfield County, Nebraska",2049,0,0,0,2049,0
0500000US31073,31073,"Gosper County, Nebraska",2044,0,0,0,2044,0
0500000US31075,31075,"Grant County, Nebraska",614,0,0,0,614,0
0500000US31077,31077,"Greeley County, Nebraska",2538,0,0,0,2538,0
0500000US31079,31079,"Hall County, Nebraska",58607,50036,50036,0,8571,0
0500000US31081,31081,"Hamilton County, Nebraska",9124,4466,0,4466,4658,0
0500000US31083,31083,"Harlan County, Nebraska",3423,0,0,0,3423,0
0500000US31085,31085,"Hayes County, Nebraska",967,0,0,0,967,0
0500000US31087,31087,"Hitchcock County, Nebraska",2908,0,0,0,2908,0
0500000US31089,31089,"Holt County, Nebraska",10435,3682,0,3682,6753,0
0500000US31091,31091,"Hooker County, Nebraska",736,0,0,0,736,0
0500000US31093,31093,"Howard County, Nebraska",6274,0,0,0,6274,0
0500000US31095,31095,"Jefferson County, Nebraska",7547,3912,0,3912,3635,0
0500000US31097,31097,"Johnson County, Nebraska",5217,0,0,0,5217,0
0500000US31099,31099,"Kearney County, Nebraska",6489,2949,0,2949,3540,0
0500000US31101,31101,"Keith County, Nebraska",8368,4424,0,4424,3944,0
0500000US31103,31103,"Keya Paha County, Nebraska",824,0,0,0,824,0
0500000US31105,31105,"Kimball County, Nebraska",3821,0,0,0,3821,0
0500000US31107,31107,"Knox County, Nebraska",8701,0,0,0,8701,0
0500000US31109,31109,"Lancaster County, Nebraska",285407,261852,258719,3133,23555,0
0500000US31111,31111,"Lincoln County, Nebraska",36288,25213,0,25213,11075,0
0500000US31113,31113,"Logan County, Nebraska",763,0,0,0,763,0
0500000US31115,31115,"Loup County, Nebraska",632,0,0,0,632,0
0500000US31117,31117,"McPherson County, Nebraska",539,0,0,0,539,0
0500000US31119,31119,"Madison County, Nebraska",34876,25144,0,25144,9732,0
0500000US31121,31121,"Merrick County, Nebraska",7845,3225,404,2821,4620,0
0500000US31123,31123,"Morrill County, Nebraska",5042,0,0,0,5042,0
0500000US31125,31125,"Nance County, Nebraska",3735,0,0,0,3735,0
0500000US31127,31127,"Nemaha County, Nebraska",7248,3474,0,3474,3774,0
0500000US31129,31129,"Nuckolls County, Nebraska",4500,0,0,0,4500,0
0500000US31131,31131,"Otoe County, Nebraska",15740,7066,0,7066,8674,0
0500000US31133,31133,"Pawnee County, Nebraska",2773,0,0,0,2773,0
0500000US31135,31135,"Perkins County, Nebraska",2970,0,0,0,2970,0
0500000US31137,31137,"Phelps County, Nebraska",9188,5340,0,5340,3848,0
0500000US31139,31139,"Pierce County, Nebraska",7266,0,0,0,7266,0
0500000US31141,31141,"Platte County, Nebraska",32237,22106,0,22106,10131,0
0500000US31143,31143,"Polk County, Nebraska",5406,0,0,0,5406,0
0500000US31145,31145,"Red Willow County, Nebraska",11055,7563,0,7563,3492,0
0500000US31147,31147,"Richardson County, Nebraska",8363,4133,0,4133,4230,0
0500000US31149,31149,"Rock County, Nebraska",1526,0,0,0,1526,0
0500000US31151,31151,"Saline County, Nebraska",14200,6948,0,6948,7252,0
0500000US31153,31153,"Sarpy County, Nebraska",158840,150463,150463,0,8377,0
0500000US31155,31155,"Saunders County, Nebraska",20780,6964,0,6964,13816,0
0500000US31157,31157,"Scotts Bluff County, Nebraska",36970,25946,0,25946,11024,0
0500000US31159,31159,"Seward County, Nebraska",16750,6636,0,6636,10114,0
0500000US31161,31161,"Sheridan County, Nebraska",5469,0,0,0,5469,0
0500000US31163,31163,"Sherman County, Nebraska",3152,0,0,0,3152,0
0500000US31165,31165,"Sioux County, Nebraska",1311,0,0,0,1311,0
0500000US31167,31167,"Stanton County, Nebraska",6129,1625,0,1625,4504,0
0500000US31169,31169,"Thayer County, Nebraska",5228,0,0,0,5228,0
0500000US31171,31171,"Thomas County, Nebraska",647,0,0,0,647,0
0500000US31173,31173,"Thurston County, Nebraska",6940,0,0,0,6940,0
0500000US31175,31175,"Valley County, Nebraska",4260,0,0,0,4260,0
0500000US31177,31177,"Washington County, Nebraska",20234,7844,0,7844,12390,0
0500000US31179,31179,"Wayne County, Nebraska",9595,5557,0,5557,4038,0
0500000US31181,31181,"Webster County, Nebraska",3812,0,0,0,3812,0
0500000US31183,31183,"Wheeler County, Nebraska",818,0,0,0,818,0
0500000US31185,31185,"York County, Nebraska",13665,7633,0,7633,6032,0
0500000US32001,32001,"Churchill County, Nevada",24877,16241,0,16241,8636,0
0500000US32003,32003,"Clark County, Nevada",1951269,1925784,1886011,39773,25485,0
0500000US32005,32005,"Douglas County, Nevada",46997,32168,4726,27442,14829,0
0500000US32007,32007,"Elko County, Nevada",48818,30340,0,30340,18478,0
0500000US32009,32009,"Esmeralda County, Nevada",783,0,0,0,783,0
0500000US32011,32011,"Eureka County, Nevada",1987,0,0,0,1987,0
0500000US32013,32013,"Humboldt County, Nevada",16528,10268,0,10268,6260,0
0500000US32015,32015,"Lander County, Nevada",5775,3520,0,3520,2255,0
0500000US32017,32017,"Lincoln County, Nevada",5345,0,0,0,5345,0
0500000US32019,32019,"Lyon County, Nevada",51980,32780,754,32026,19200,0
0500000US32021,32021,"Mineral County, Nevada",4772,3249,0,3249,1523,0
0500000US32023,32023,"Nye County, Nevada",43946,28446,0,28446,15500,0
0500000US32027,32027,"Pershing County, Nevada",6753,0,0,0,6753,0
0500000US32029,32029,"Storey County, Nevada",4010,295,0,295,3715,0
0500000US32031,32031,"Washoe County, Nevada",421407,403426,392132,11294,17981,0
0500000US32033,32033,"White Pine County, Nevada",10030,4681,0,4681,5349,0
0500000US32510,32510,"Carson City, Nevada",55274,52599,52599,0,2675,0
0500000US33001,33001,"Belknap County, New Hampshire",60088,20262,0,20262,39826,0
0500000US33003,33003,"Carroll County, New Hampshire",47818,4685,0,4685,43133,0
0500000US33005,33005,"Cheshire County, New Hampshire",77117,26979,0,26979,50138,0
0500000US33007,33007,"Coos County, New Hampshire",33055,11159,0,11159,21896,0
0500000US33009,33009,"Grafton County, New Hampshire",89118,27880,0,27880,61238,0
0500000US33011,33011,"Hillsborough County, New Hampshire",400721,315803,308754,7049,84918,0
0500000US33013,33013,"Merrimack County, New Hampshire",146445,66467,15900,50567,79978,0
0500000US33015,33015,"Rockingham County, New Hampshire",295223,221718,218228,3490,73505,0
0500000US33017,33017,"Strafford County, New Hampshire",123143,83243,80286,2957,39900,0
0500000US33019,33019,"Sullivan County, New Hampshire",43742,15676,0,15676,28066,0
0500000US34001,34001,"Atlantic County, New Jersey",274549,239644,226566,13078,34905,0
0500000US34003,34003,"Bergen County, New Jersey",905116,904197,904197,0,919,0
0500000US34005,34005,"Burlington County, New Jersey",448734(r46247),418834,383705,35129,29900,0
0500000US34007,34007,"Camden County, New Jersey",513657(r46259),505349,505275,74,8308,0
0500000US34009,34009,"Cape May County, New Jersey",97265,80288,80288,0,16977,0
0500000US34011,34011,"Cumberland County, New Jersey",156898,120769,81951,38818,36129,0
0500000US34013,34013,"Essex County, New Jersey",783969,783855,783855,0,114,0
0500000US34015,34015,"Gloucester County, New Jersey",288288,264228,264228,0,24060,0
0500000US34017,34017,"Hudson County, New Jersey",634266(r46393),634266,634266,0,0,0
0500000US34019,34019,"Hunterdon County, New Jersey",128349(r46697),64727,58491,6236,63622,0
0500000US34021,34021,"Mercer County, New Jersey",366513(r46718),353749,353749,0,12764,0
0500000US34023,34023,"Middlesex County, New Jersey",809858,804397,804397,0,5461,0
0500000US34025,34025,"Monmouth County, New Jersey",630380,606870,606727,143,23510,0
0500000US34027,34027,"Morris County, New Jersey",492276,458952,448928,10024,33324,0
0500000US34029,34029,"Ocean County, New Jersey",576567,559856,531911,27945,16711,0
0500000US34031,34031,"Passaic County, New Jersey",501226,489146,484040,5106,12080,0
0500000US34033,34033,"Salem County, New Jersey",66083,36147,26228,9919,29936,0
0500000US34035,34035,"Somerset County, New Jersey",323444,304708,304708,0,18736,0
0500000US34037,34037,"Sussex County, New Jersey",149265,89783,37393,52390,59482,0
0500000US34039,34039,"Union County, New Jersey",536499,536499,536499,0,0,0
0500000US34041,34041,"Warren County, New Jersey",108692,67862,52506,15356,40830,0
0500000US35001,35001,"Bernalillo County, New Mexico",662564,634766,634766,0,27798,0
0500000US35003,35003,"Catron County, New Mexico",3725,0,0,0,3725,0
0500000US35005,35005,"Chaves County, New Mexico",65645,49727,0,49727,15918,0
0500000US35006,35006,"Cibola County, New Mexico",27213,12152,0,12152,15061,0
0500000US35007,35007,"Colfax County, New Mexico",13750,6551,0,6551,7199,0
0500000US35009,35009,"Curry County, New Mexico",48376,41570,0,41570,6806,0
0500000US35011,35011,"De Baca County, New Mexico",2022,0,0,0,2022,0
0500000US35013,35013,"Doña Ana County, New Mexico",209233,168871,159312,9559,40362,0
0500000US35015,35015,"Eddy County, New Mexico",53829,42603,0,42603,11226,0
0500000US35017,35017,"Grant County, New Mexico",29514,17014,0,17014,12500,0
0500000US35019,35019,"Guadalupe County, New Mexico",4687,2621,0,2621,2066,0
0500000US35021,35021,"Harding County, New Mexico",695,0,0,0,695,0
0500000US35023,35023,"Hidalgo County, New Mexico",4894,0,0,0,4894,0
0500000US35025,35025,"Lea County, New Mexico",64727,51114,0,51114,13613,0
0500000US35027,35027,"Lincoln County, New Mexico",20497,9596,0,9596,10901,0
0500000US35028,35028,"Los Alamos County, New Mexico",17950,15932,0,15932,2018,0
0500000US35029,35029,"Luna County, New Mexico",25095,14903,0,14903,10192,0
0500000US35031,35031,"McKinley County, New Mexico",71492,30471,0,30471,41021,0
0500000US35033,35033,"Mora County, New Mexico",4881,0,0,0,4881,0
0500000US35035,35035,"Otero County, New Mexico",63797(r46881),44917,0,44917,18880,0
0500000US35037,35037,"Quay County, New Mexico",9041,5283,0,5283,3758,0
0500000US35039,35039,"Rio Arriba County, New Mexico",40246,20218,0,20218,20028,0
0500000US35041,35041,"Roosevelt County, New Mexico",19846,12610,0,12610,7236,0
0500000US35043,35043,"Sandoval County, New Mexico",131561,109119,106552,2567,22442,0
0500000US35045,35045,"San Juan County, New Mexico",130044,86266,53049,33217,43778,0
0500000US35047,35047,"San Miguel County, New Mexico",29393,15609,0,15609,13784,0
0500000US35049,35049,"Santa Fe County, New Mexico",144170,107896,89284,18612,36274,0
0500000US35051,35051,"Sierra County, New Mexico",11988,7918,0,7918,4070,0
0500000US35053,35053,"Socorro County, New Mexico",17866,8991,0,8991,8875,0
0500000US35055,35055,"Taos County, New Mexico",32937,13686,0,13686,19251,0
0500000US35057,35057,"Torrance County, New Mexico",16383,199,0,199,16184,0
0500000US35059,35059,"Union County, New Mexico",4549,0,0,0,4549,0
0500000US35061,35061,"Valencia County, New Mexico",76569,63758,63758,0,12811,0
0500000US36001,36001,"Albany County, New York",304204,274708,269636,5072,29496,0
0500000US36003,36003,"Allegany County, New York",48946,10406,0,10406,38540,0
0500000US36005,36005,"Bronx County, New York",1385108,1385069,1385069,0,39,0
0500000US36007,36007,"Broome County, New York",200600,148330,148330,0,52270,0
0500000US36009,36009,"Cattaraugus County, New York",80317,30719,0,30719,49598,0
0500000US36011,36011,"Cayuga County, New York",80026,35386,0,35386,44640,0
0500000US36013,36013,"Chautauqua County, New York",134905,75732,0,75732,59173,0
0500000US36015,36015,"Chemung County, New York",88830,67352,67352,0,21478,0
0500000US36017,36017,"Chenango County, New York",50477,8373,0,8373,42104,0
0500000US36019,36019,"Clinton County, New York",82128,29438,0,29438,52690,0
0500000US36021,36021,"Columbia County, New York",63096,16848,0,16848,46248,0
0500000US36023,36023,"Cortland County, New York",49336,27493,0,27493,21843,0
0500000US36025,36025,"Delaware County, New York",47980,10381,0,10381,37599,0
0500000US36027,36027,"Dutchess County, New York",297488,221928,212235,9693,75560,0
0500000US36029,36029,"Erie County, New York",919040,832615,811544,21071,86425,0
0500000US36031,36031,"Essex County, New York",39370,9899,0,9899,29471,0
0500000US36033,36033,"Franklin County, New York",51599,19259,0,19259,32340,0
0500000US36035,36035,"Fulton County, New York",55531,27558,0,27558,27973,0
0500000US36037,36037,"Genesee County, New York",60079,24100,0,24100,35979,0
0500000US36039,36039,"Greene County, New York",49221,13220,140,13080,36001,0
0500000US36041,36041,"Hamilton County, New York",4836,0,0,0,4836,0
0500000US36043,36043,"Herkimer County, New York",64519,31092,1344,29748,33427,0
0500000US36045,36045,"Jefferson County, New York",116229,60382,57840,2542,55847,0
0500000US36047,36047,"Kings County, New York",2504700,2504663,2504663,0,37,0
0500000US36049,36049,"Lewis County, New York",27087,3562,0,3562,23525,0
0500000US36051,36051,"Livingston County, New York",65393,29654,0,29654,35739,0
0500000US36053,36053,"Madison County, New York",73442,30151,286,29865,43291,0
0500000US36055,36055,"Monroe County, New York",744344,696334,673458,22876,48010,0
0500000US36057,36057,"Montgomery County, New York",50219,29660,0,29660,20559,0
0500000US36059,36059,"Nassau County, New York",1339532,1336957,1336957,0,2575,0
0500000US36061,36061,"New York County, New York",1585873,1585873,1585873,0,0,0
0500000US36063,36063,"Niagara County, New York",216469,167892,124362,43530,48577,0
0500000US36065,36065,"Oneida County, New York",234878,157406,115984,41422,77472,0
0500000US36067,36067,"Onondaga County, New York",467026,408239,404715,3524,58787,0
0500000US36069,36069,"Ontario County, New York",107931,56698,34948,21750,51233,0
0500000US36071,36071,"Orange County, New York",372813,289524,228880,60644,83289,0
0500000US36073,36073,"Orleans County, New York",42883,16776,0,16776,26107,0
0500000US36075,36075,"Oswego County, New York",122109,46701,7316,39385,75408,0
0500000US36077,36077,"Otsego County, New York",62259,18325,0,18325,43934,0
0500000US36079,36079,"Putnam County, New York",99710,79220,75944,3276,20490,0
0500000US36081,36081,"Queens County, New York",2230722,2230722,2230722,0,0,0
0500000US36083,36083,"Rensselaer County, New York",159429,110784,107192,3592,48645,0
0500000US36085,36085,"Richmond County, New York",468730,468730,468730,0,0,0
0500000US36087,36087,"Rockland County, New York",311687,309451,309451,0,2236,0
0500000US36089,36089,"St. Lawrence County, New York",111944,42548,0,42548,69396,0
0500000US36091,36091,"Saratoga County, New York",219607,153809,150711,3098,65798,0
0500000US36093,36093,"Schenectady County, New York",154727,142107,142107,0,12620,0
0500000US36095,36095,"Schoharie County, New York",32749,5618,0,5618,27131,0
0500000US36097,36097,"Schuyler County, New York",18343,3457,0,3457,14886,0
0500000US36099,36099,"Seneca County, New York",35251,14574,0,14574,20677,0
0500000US36101,36101,"Steuben County, New York",98990,39229,631,38598,59761,0
0500000US36103,36103,"Suffolk County, New York",1493350,1454506,1429373,25133,38844,0
0500000US36105,36105,"Sullivan County, New York",77547,20034,0,20034,57513,0
0500000US36107,36107,"Tioga County, New York",51125,17557,7332,10225,33568,0
0500000US36109,36109,"Tompkins County, New York",101564,57543,53661,3882,44021,0
0500000US36111,36111,"Ulster County, New York",182493,98473,88968,9505,84020,0
0500000US36113,36113,"Warren County, New York",65707,43413,39868,3545,22294,0
0500000US36115,36115,"Washington County, New York",63216,20293,14991,5302,42923,0
0500000US36117,36117,"Wayne County, New York",93772,36855,12166,24689,56917,0
0500000US36119,36119,"Westchester County, New York",949113,918044,915365,2679,31069,0
0500000US36121,36121,"Wyoming County, New York",42155,15141,0,15141,27014,0
0500000US36123,36123,"Yates County, New York",25348,7294,0,7294,18054,0
0500000US37001,37001,"Alamance County, North Carolina",151131,107971,107971,0,43160,0
0500000US37003,37003,"Alexander County, North Carolina",37198,10126,4738,5388,27072,0
0500000US37005,37005,"Alleghany County, North Carolina",11155,0,0,0,11155,0
0500000US37007,37007,"Anson County, North Carolina",26948,5791,0,5791,21157,0
0500000US37009,37009,"Ashe County, North Carolina",27281,4129,0,4129,23152,0
0500000US37011,37011,"Avery County, North Carolina",17797,1996,0,1996,15801,0
0500000US37013,37013,"Beaufort County, North Carolina",47759,16429,0,16429,31330,0
0500000US37015,37015,"Bertie County, North Carolina",21282,3566,0,3566,17716,0
0500000US37017,37017,"Bladen County, North Carolina",35190,3085,0,3085,32105,0
0500000US37019,37019,"Brunswick County, North Carolina",107431,61278,39915,21363,46153,0
0500000US37021,37021,"Buncombe County, North Carolina",238318,180932,180932,0,57386,0
0500000US37023,37023,"Burke County, North Carolina",90912,52136,52136,0,38776,0
0500000US37025,37025,"Cabarrus County, North Carolina",178011,143738,143551,187,34273,0
0500000US37027,37027,"Caldwell County, North Carolina",83029,54444,54444,0,28585,0
0500000US37029,37029,"Camden County, North Carolina",9980,45,0,45,9935,0
0500000US37031,37031,"Carteret County, North Carolina",66469,44798,0,44798,21671,0
0500000US37033,37033,"Caswell County, North Carolina",23719,191,0,191,23528,0
0500000US37035,37035,"Catawba County, North Carolina",154358,107595,101101,6494,46763,0
0500000US37037,37037,"Chatham County, North Carolina",63505,21641,6513,15128,41864,0
0500000US37039,37039,"Cherokee County, North Carolina",27444,0,0,0,27444,0
0500000US37041,37041,"Chowan County, North Carolina",14793,4790,0,4790,10003,0
0500000US37043,37043,"Clay County, North Carolina",10587,0,0,0,10587,0
0500000US37045,37045,"Cleveland County, North Carolina",98078,43360,11171,32189,54718,0
0500000US37047,37047,"Columbus County, North Carolina",58098,11274,0,11274,46824,0
0500000US37049,37049,"Craven County, North Carolina",103505,74825,50503,24322,28680,0
0500000US37051,37051,"Cumberland County, North Carolina",319431,276729,276729,0,42702,0
0500000US37053,37053,"Currituck County, North Carolina",23547,397,0,397,23150,0
