Id,Id2,Geography,Total:,Urban:,Urban: - Inside urbanized areas,Urban: - Inside urban clusters,Rural,Not defined for this file
0500000US19099,19099,"Jasper County, Iowa",36842,15655,0,15655,21187,0
0500000US19101,19101,"Jefferson County, Iowa",16843,10320,0,10320,6523,0
0500000US19103,19103,"Johnson County, Iowa",130882,106621,106621,0,24261,0
0500000US19105,19105,"Jones County, Iowa",20638,8677,0,8677,11961,0
0500000US19107,19107,"Keokuk County, Iowa",10511,0,0,0,10511,0
0500000US19109,19109,"Kossuth County, Iowa",15543,5340,0,5340,10203,0
0500000US19111,19111,"Lee County, Iowa",35862,21296,0,21296,14566,0
0500000US19113,19113,"Linn County, Iowa",211226,184299,177844,6455,26927,0
0500000US19115,19115,"Louisa County, Iowa",11387,0,0,0,11387,0
0500000US19117,19117,"Lucas County, Iowa",8898,3893,0,3893,5005,0
0500000US19119,19119,"Lyon County, Iowa",11581,0,0,0,11581,0
0500000US19121,19121,"Madison County, Iowa",15679,5043,0,5043,10636,0
0500000US19123,19123,"Mahaska County, Iowa",22381,12545,0,12545,9836,0
0500000US19125,19125,"Marion County, Iowa",33309,17091,0,17091,16218,0
0500000US19127,19127,"Marshall County, Iowa",40648,26858,0,26858,13790,0
0500000US19129,19129,"Mills County, Iowa",15059,6088,0,6088,8971,0
0500000US19131,19131,"Mitchell County, Iowa",10776,3535,0,3535,7241,0
0500000US19133,19133,"Monona County, Iowa",9243,2662,0,2662,6581,0
0500000US19135,19135,"Monroe County, Iowa",7970,3573,0,3573,4397,0
0500000US19137,19137,"Montgomery County, Iowa",10740,5597,0,5597,5143,0
0500000US19139,19139,"Muscatine County, Iowa",42745,31823,0,31823,10922,0
0500000US19141,19141,"O'Brien County, Iowa",14398,4856,0,4856,9542,0
0500000US19143,19143,"Osceola County, Iowa",6462,2690,0,2690,3772,0
0500000US19145,19145,"Page County, Iowa",15932,10618,0,10618,5314,0
0500000US19147,19147,"Palo Alto County, Iowa",9421,3628,0,3628,5793,0
0500000US19149,19149,"Plymouth County, Iowa",24986,9260,23,9237,15726,0
0500000US19151,19151,"Pocahontas County, Iowa",7310,0,0,0,7310,0
0500000US19153,19153,"Polk County, Iowa",430640,409501,406100,3401,21139,0
0500000US19155,19155,"Pottawattamie County, Iowa",93158,68546,68546,0,24612,0
0500000US19157,19157,"Poweshiek County, Iowa",18914,9080,0,9080,9834,0
0500000US19159,19159,"Ringgold County, Iowa",5131,0,0,0,5131,0
0500000US19161,19161,"Sac County, Iowa",10350,0,0,0,10350,0
0500000US19163,19163,"Scott County, Iowa",165224,142901,142901,0,22323,0
0500000US19165,19165,"Shelby County, Iowa",12167,4934,0,4934,7233,0
0500000US19167,19167,"Sioux County, Iowa",33704,16574,0,16574,17130,0
0500000US19169,19169,"Story County, Iowa",89542,74378,60245,14133,15164,0
0500000US19171,19171,"Tama County, Iowa",17767,4904,0,4904,12863,0
0500000US19173,19173,"Taylor County, Iowa",6317,0,0,0,6317,0
0500000US19175,19175,"Union County, Iowa",12534,7617,0,7617,4917,0
0500000US19177,19177,"Van Buren County, Iowa",7570,0,0,0,7570,0
0500000US19179,19179,"Wapello County, Iowa",35625,24771,0,24771,10854,0
0500000US19181,19181,"Warren County, Iowa",46225,26831,8861,17970,19394,0
0500000US19183,19183,"Washington County, Iowa",21704,6628,0,6628,15076,0
0500000US19185,19185,"Wayne County, Iowa",6403,0,0,0,6403,0
0500000US19187,19187,"Webster County, Iowa",38013,25122,0,25122,12891,0
0500000US19189,19189,"Winnebago County, Iowa",10866,3681,0,3681,7185,0
0500000US19191,19191,"Winneshiek County, Iowa",21056,8637,0,8637,12419,0
0500000US19193,19193,"Woodbury County, Iowa",102172,84336,84336,0,17836,0
0500000US19195,19195,"Worth County, Iowa",7598,0,0,0,7598,0
0500000US19197,19197,"Wright County, Iowa",13229,5715,0,5715,7514,0
0500000US20001,20001,"Allen County, Kansas",13371,5729,0,5729,7642,0
0500000US20003,20003,"Anderson County, Kansas",8102,3336,0,3336,4766,0
0500000US20005,20005,"Atchison County, Kansas",16924,11144,0,11144,5780,0
0500000US20007,20007,"Barber County, Kansas",4861,0,0,0,4861,0
0500000US20009,20009,"Barton County, Kansas",27674,18886,0,18886,8788,0
0500000US20011,20011,"Bourbon County, Kansas",15173,7895,0,7895,7278,0
0500000US20013,20013,"Brown County, Kansas",9984,3151,0,3151,6833,0
0500000US20015,20015,"Butler County, Kansas",65880,39216,11492,27724,26664,0
0500000US20017,20017,"Chase County, Kansas",2790,0,0,0,2790,0
0500000US20019,20019,"Chautauqua County, Kansas",3669,0,0,0,3669,0
0500000US20021,20021,"Cherokee County, Kansas",21603,11004,0,11004,10599,0
0500000US20023,20023,"Cheyenne County, Kansas",2726,0,0,0,2726,0
0500000US20025,20025,"Clark County, Kansas",2215,0,0,0,2215,0
0500000US20027,20027,"Clay County, Kansas",8535,4307,0,4307,4228,0
0500000US20029,20029,"Cloud County, Kansas",9533,5340,0,5340,4193,0
0500000US20031,20031,"Coffey County, Kansas",8601,2503,0,2503,6098,0
0500000US20033,20033,"Comanche County, Kansas",1891,0,0,0,1891,0
0500000US20035,20035,"Cowley County, Kansas",36311,25055,0,25055,11256,0
0500000US20037,20037,"Crawford County, Kansas",39134,25465,0,25465,13669,0
0500000US20039,20039,"Decatur County, Kansas",2961,0,0,0,2961,0
0500000US20041,20041,"Dickinson County, Kansas",19754,7054,0,7054,12700,0
0500000US20043,20043,"Doniphan County, Kansas",7945,2368,2368,0,5577,0
0500000US20045,20045,"Douglas County, Kansas",110826,98621,88053,10568,12205,0
0500000US20047,20047,"Edwards County, Kansas",3037,0,0,0,3037,0
0500000US20049,20049,"Elk County, Kansas",2882,0,0,0,2882,0
0500000US20051,20051,"Ellis County, Kansas",28452,21180,0,21180,7272,0
0500000US20053,20053,"Ellsworth County, Kansas",6497,2982,0,2982,3515,0
0500000US20055,20055,"Finney County, Kansas",36776,29942,0,29942,6834,0
0500000US20057,20057,"Ford County, Kansas",33848,27316,0,27316,6532,0
0500000US20059,20059,"Franklin County, Kansas",25992,12450,0,12450,13542,0
0500000US20061,20061,"Geary County, Kansas",34362,30351,0,30351,4011,0
0500000US20063,20063,"Gove County, Kansas",2695,0,0,0,2695,0
0500000US20065,20065,"Graham County, Kansas",2597,0,0,0,2597,0
0500000US20067,20067,"Grant County, Kansas",7829,6279,0,6279,1550,0
0500000US20069,20069,"Gray County, Kansas",6006,0,0,0,6006,0
0500000US20071,20071,"Greeley County, Kansas",1247,0,0,0,1247,0
0500000US20073,20073,"Greenwood County, Kansas",6689,2591,0,2591,4098,0
0500000US20075,20075,"Hamilton County, Kansas",2690,0,0,0,2690,0
0500000US20077,20077,"Harper County, Kansas",6034,0,0,0,6034,0
0500000US20079,20079,"Harvey County, Kansas",34684,23960,0,23960,10724,0
0500000US20081,20081,"Haskell County, Kansas",4256,0,0,0,4256,0
0500000US20083,20083,"Hodgeman County, Kansas",1916,0,0,0,1916,0
0500000US20085,20085,"Jackson County, Kansas",13462,3245,0,3245,10217,0
0500000US20087,20087,"Jefferson County, Kansas",19126,226,226,0,18900,0
0500000US20089,20089,"Jewell County, Kansas",3077,0,0,0,3077,0
0500000US20091,20091,"Johnson County, Kansas",544179,523317,515552,7765,20862,0
0500000US20093,20093,"Kearny County, Kansas",3977,0,0,0,3977,0
0500000US20095,20095,"Kingman County, Kansas",7858,2978,0,2978,4880,0
0500000US20097,20097,"Kiowa County, Kansas",2553,0,0,0,2553,0
0500000US20099,20099,"Labette County, Kansas",21607,10298,0,10298,11309,0
0500000US20101,20101,"Lane County, Kansas",1750,0,0,0,1750,0
0500000US20103,20103,"Leavenworth County, Kansas",76227,54073,0,54073,22154,0
0500000US20105,20105,"Lincoln County, Kansas",3241,0,0,0,3241,0
0500000US20107,20107,"Linn County, Kansas",9656,0,0,0,9656,0
0500000US20109,20109,"Logan County, Kansas",2756,0,0,0,2756,0
0500000US20111,20111,"Lyon County, Kansas",33690,24830,0,24830,8860,0
0500000US20113,20113,"McPherson County, Kansas",29180,16488,0,16488,12692,0
0500000US20115,20115,"Marion County, Kansas",12660,2815,0,2815,9845,0
0500000US20117,20117,"Marshall County, Kansas",10117,2937,0,2937,7180,0
0500000US20119,20119,"Meade County, Kansas",4575,0,0,0,4575,0
0500000US20121,20121,"Miami County, Kansas",32787,16082,0,16082,16705,0
0500000US20123,20123,"Mitchell County, Kansas",6373,3295,0,3295,3078,0
0500000US20125,20125,"Montgomery County, Kansas",35471,20068,0,20068,15403,0
0500000US20127,20127,"Morris County, Kansas",5923,0,0,0,5923,0
0500000US20129,20129,"Morton County, Kansas",3233,0,0,0,3233,0
0500000US20131,20131,"Nemaha County, Kansas",10178,2520,0,2520,7658,0
0500000US20133,20133,"Neosho County, Kansas",16512,9059,0,9059,7453,0
0500000US20135,20135,"Ness County, Kansas",3107,0,0,0,3107,0
0500000US20137,20137,"Norton County, Kansas",5671,2893,0,2893,2778,0
0500000US20139,20139,"Osage County, Kansas",16295,2683,0,2683,13612,0
0500000US20141,20141,"Osborne County, Kansas",3858,0,0,0,3858,0
0500000US20143,20143,"Ottawa County, Kansas",6091,0,0,0,6091,0
0500000US20145,20145,"Pawnee County, Kansas",6973,4764,0,4764,2209,0
0500000US20147,20147,"Phillips County, Kansas",5642,2609,0,2609,3033,0
0500000US20149,20149,"Pottawatomie County, Kansas",21604,8876,1789,7087,12728,0
0500000US20151,20151,"Pratt County, Kansas",9656,6546,0,6546,3110,0
0500000US20153,20153,"Rawlins County, Kansas",2519,0,0,0,2519,0
0500000US20155,20155,"Reno County, Kansas",64511,44320,0,44320,20191,0
0500000US20157,20157,"Republic County, Kansas",4980,0,0,0,4980,0
0500000US20159,20159,"Rice County, Kansas",10083,3652,0,3652,6431,0
0500000US20161,20161,"Riley County, Kansas",71115,61269,52833,8436,9846,0
0500000US20163,20163,"Rooks County, Kansas",5181,0,0,0,5181,0
0500000US20165,20165,"Rush County, Kansas",3307,0,0,0,3307,0
0500000US20167,20167,"Russell County, Kansas",6970,4108,0,4108,2862,0
0500000US20169,20169,"Saline County, Kansas",55606,47493,0,47493,8113,0
0500000US20171,20171,"Scott County, Kansas",4936,3647,0,3647,1289,0
0500000US20173,20173,"Sedgwick County, Kansas",498365,460197,460197,0,38168,0
0500000US20175,20175,"Seward County, Kansas",22952,20329,0,20329,2623,0
0500000US20177,20177,"Shawnee County, Kansas",177934,149777,149777,0,28157,0
0500000US20179,20179,"Sheridan County, Kansas",2556,0,0,0,2556,0
0500000US20181,20181,"Sherman County, Kansas",6010,4553,0,4553,1457,0
0500000US20183,20183,"Smith County, Kansas",3853,0,0,0,3853,0
0500000US20185,20185,"Stafford County, Kansas",4437,0,0,0,4437,0
0500000US20187,20187,"Stanton County, Kansas",2235,0,0,0,2235,0
0500000US20189,20189,"Stevens County, Kansas",5724,3936,0,3936,1788,0
0500000US20191,20191,"Sumner County, Kansas",24132,8964,1181,7783,15168,0
0500000US20193,20193,"Thomas County, Kansas",7900,5463,0,5463,2437,0
0500000US20195,20195,"Trego County, Kansas",3001,0,0,0,3001,0
0500000US20197,20197,"Wabaunsee County, Kansas",7053,0,0,0,7053,0
0500000US20199,20199,"Wallace County, Kansas",1485,0,0,0,1485,0
0500000US20201,20201,"Washington County, Kansas",5799,0,0,0,5799,0
0500000US20203,20203,"Wichita County, Kansas",2234,0,0,0,2234,0
0500000US20205,20205,"Wilson County, Kansas",9409,2570,0,2570,6839,0
0500000US20207,20207,"Woodson County, Kansas",3309,0,0,0,3309,0
0500000US20209,20209,"Wyandotte County, Kansas",157505,147956,147956,0,9549,0
0500000US21001,21001,"Adair County, Kentucky",18656,4579,0,4579,14077,0
0500000US21003,21003,"Allen County, Kentucky",19956,4251,0,4251,15705,0
0500000US21005,21005,"Anderson County, Kentucky",21421,12489,0,12489,8932,0
0500000US21007,21007,"Ballard County, Kentucky",8249,0,0,0,8249,0
0500000US21009,21009,"Barren County, Kentucky",42173,15488,0,15488,26685,0
0500000US21011,21011,"Bath County, Kentucky",11591,0,0,0,11591,0
0500000US21013,21013,"Bell County, Kentucky",28691,10765,0,10765,17926,0
0500000US21015,21015,"Boone County, Kentucky",118811,103042,103042,0,15769,0
0500000US21017,21017,"Bourbon County, Kentucky",19985,11042,0,11042,8943,0
0500000US21019,21019,"Boyd County, Kentucky",49542,36999,36999,0,12543,0
0500000US21021,21021,"Boyle County, Kentucky",28432,18532,0,18532,9900,0
0500000US21023,21023,"Bracken County, Kentucky",8488,0,0,0,8488,0
0500000US21025,21025,"Breathitt County, Kentucky",13878,2567,0,2567,11311,0
0500000US21027,21027,"Breckinridge County, Kentucky",20059,0,0,0,20059,0
0500000US21029,21029,"Bullitt County, Kentucky",74319,51716,51716,0,22603,0
0500000US21031,21031,"Butler County, Kentucky",12690,0,0,0,12690,0
0500000US21033,21033,"Caldwell County, Kentucky",12984,5890,0,5890,7094,0
0500000US21035,21035,"Calloway County, Kentucky",37191,19072,0,19072,18119,0
0500000US21037,21037,"Campbell County, Kentucky",90336,76518,76518,0,13818,0
0500000US21039,21039,"Carlisle County, Kentucky",5104,0,0,0,5104,0
0500000US21041,21041,"Carroll County, Kentucky",10811,5165,0,5165,5646,0
0500000US21043,21043,"Carter County, Kentucky",27720,5716,0,5716,22004,0
0500000US21045,21045,"Casey County, Kentucky",15955,0,0,0,15955,0
0500000US21047,21047,"Christian County, Kentucky",73955,52837,20346,32491,21118,0
0500000US21049,21049,"Clark County, Kentucky",35613,25831,0,25831,9782,0
0500000US21051,21051,"Clay County, Kentucky",21730,4657,0,4657,17073,0
0500000US21053,21053,"Clinton County, Kentucky",10272,0,0,0,10272,0
0500000US21055,21055,"Crittenden County, Kentucky",9315,2718,0,2718,6597,0
0500000US21057,21057,"Cumberland County, Kentucky",6856,0,0,0,6856,0
0500000US21059,21059,"Daviess County, Kentucky",96656,70543,70543,0,26113,0
0500000US21061,21061,"Edmonson County, Kentucky",12161,0,0,0,12161,0
0500000US21063,21063,"Elliott County, Kentucky",7852,0,0,0,7852,0
0500000US21065,21065,"Estill County, Kentucky",14672,3503,0,3503,11169,0
0500000US21067,21067,"Fayette County, Kentucky",295803,286731,286731,0,9072,0
0500000US21069,21069,"Fleming County, Kentucky",14348,2795,0,2795,11553,0
0500000US21071,21071,"Floyd County, Kentucky",39451,6363,0,6363,33088,0
0500000US21073,21073,"Franklin County, Kentucky",49285,35705,0,35705,13580,0
0500000US21075,21075,"Fulton County, Kentucky",6813,2423,0,2423,4390,0
0500000US21077,21077,"Gallatin County, Kentucky",8589,0,0,0,8589,0
0500000US21079,21079,"Garrard County, Kentucky",16912,3739,0,3739,13173,0
0500000US21081,21081,"Grant County, Kentucky",24662,8634,0,8634,16028,0
0500000US21083,21083,"Graves County, Kentucky",37121,11356,0,11356,25765,0
0500000US21085,21085,"Grayson County, Kentucky",25746,6802,0,6802,18944,0
0500000US21087,21087,"Green County, Kentucky",11258,0,0,0,11258,0
0500000US21089,21089,"Greenup County, Kentucky",36910,22409,19595,2814,14501,0
0500000US21091,21091,"Hancock County, Kentucky",8565,916,0,916,7649,0
0500000US21093,21093,"Hardin County, Kentucky",105543,69434,69434,0,36109,0
0500000US21095,21095,"Harlan County, Kentucky",29278,13422,0,13422,15856,0
0500000US21097,21097,"Harrison County, Kentucky",18846,6421,0,6421,12425,0
0500000US21099,21099,"Hart County, Kentucky",18199,2332,0,2332,15867,0
0500000US21101,21101,"Henderson County, Kentucky",46250,28583,28583,0,17667,0
0500000US21103,21103,"Henry County, Kentucky",15416,0,0,0,15416,0
0500000US21105,21105,"Hickman County, Kentucky",4902,0,0,0,4902,0
0500000US21107,21107,"Hopkins County, Kentucky",46920,24809,0,24809,22111,0
0500000US21109,21109,"Jackson County, Kentucky",13494,0,0,0,13494,0
0500000US21111,21111,"Jefferson County, Kentucky",741096,730920,730920,0,10176,0
0500000US21113,21113,"Jessamine County, Kentucky",48586,36003,2437,33566,12583,0
0500000US21115,21115,"Johnson County, Kentucky",23356,6302,0,6302,17054,0
0500000US21117,21117,"Kenton County, Kentucky",159720,148578,148500,78,11142,0
0500000US21119,21119,"Knott County, Kentucky",16346,0,0,0,16346,0
0500000US21121,21121,"Knox County, Kentucky",31883,11821,0,11821,20062,0
0500000US21123,21123,"Larue County, Kentucky",14193,3413,0,3413,10780,0
0500000US21125,21125,"Laurel County, Kentucky",58849,25398,0,25398,33451,0
0500000US21127,21127,"Lawrence County, Kentucky",15860,3631,0,3631,12229,0
0500000US21129,21129,"Lee County, Kentucky",7887,0,0,0,7887,0
0500000US21131,21131,"Leslie County, Kentucky",11310,0,0,0,11310,0
0500000US21133,21133,"Letcher County, Kentucky",24519,0,0,0,24519,0
0500000US21135,21135,"Lewis County, Kentucky",13870,0,0,0,13870,0
0500000US21137,21137,"Lincoln County, Kentucky",24742,4538,0,4538,20204,0
0500000US21139,21139,"Livingston County, Kentucky",9519,440,0,440,9079,0
0500000US21141,21141,"Logan County, Kentucky",26835,6714,0,6714,20121,0
0500000US21143,21143,"Lyon County, Kentucky",8314,0,0,0,8314,0
0500000US21145,21145,"McCracken County, Kentucky",65565,47322,0,47322,18243,0
0500000US21147,21147,"McCreary County, Kentucky",18306,0,0,0,18306,0
0500000US21149,21149,"McLean County, Kentucky",9531,0,0,0,9531,0
0500000US21151,21151,"Madison County, Kentucky",82916,50979,0,50979,31937,0
0500000US21153,21153,"Magoffin County, Kentucky",13333,0,0,0,13333,0
0500000US21155,21155,"Marion County, Kentucky",19820,5646,0,5646,14174,0
0500000US21157,21157,"Marshall County, Kentucky",31448,4447,0,4447,27001,0
0500000US21159,21159,"Martin County, Kentucky",12929,0,0,0,12929,0
0500000US21161,21161,"Mason County, Kentucky",17490,7801,0,7801,9689,0
0500000US21163,21163,"Meade County, Kentucky",28602,4033,4033,0,24569,0
0500000US21165,21165,"Menifee County, Kentucky",6306,0,0,0,6306,0
0500000US21167,21167,"Mercer County, Kentucky",21331,8715,0,8715,12616,0
0500000US21169,21169,"Metcalfe County, Kentucky",10099,0,0,0,10099,0
0500000US21171,21171,"Monroe County, Kentucky",10963,0,0,0,10963,0
0500000US21173,21173,"Montgomery County, Kentucky",26499,10835,0,10835,15664,0
0500000US21175,21175,"Morgan County, Kentucky",13923,0,0,0,13923,0
0500000US21177,21177,"Muhlenberg County, Kentucky",31499,9943,0,9943,21556,0
0500000US21179,21179,"Nelson County, Kentucky",43437,18702,0,18702,24735,0
0500000US21181,21181,"Nicholas County, Kentucky",7135,0,0,0,7135,0
0500000US21183,21183,"Ohio County, Kentucky",23842,6321,0,6321,17521,0
0500000US21185,21185,"Oldham County, Kentucky",60316,48055,48055,0,12261,0
0500000US21187,21187,"Owen County, Kentucky",10841,0,0,0,10841,0
0500000US21189,21189,"Owsley County, Kentucky",4755,0,0,0,4755,0
0500000US21191,21191,"Pendleton County, Kentucky",14877,0,0,0,14877,0
0500000US21193,21193,"Perry County, Kentucky",28712,7444,0,7444,21268,0
0500000US21195,21195,"Pike County, Kentucky",65024,7934,0,7934,57090,0
0500000US21197,21197,"Powell County, Kentucky",12613,4149,0,4149,8464,0
0500000US21199,21199,"Pulaski County, Kentucky",63063,29042,0,29042,34021,0
0500000US21201,21201,"Robertson County, Kentucky",2282,0,0,0,2282,0
0500000US21203,21203,"Rockcastle County, Kentucky",17056,2777,0,2777,14279,0
0500000US21205,21205,"Rowan County, Kentucky",23333,7282,0,7282,16051,0
0500000US21207,21207,"Russell County, Kentucky",17565,0,0,0,17565,0
0500000US21209,21209,"Scott County, Kentucky",47173,31859,1095,30764,15314,0
0500000US21211,21211,"Shelby County, Kentucky",42074,22296,1675,20621,19778,0
0500000US21213,21213,"Simpson County, Kentucky",17327,9492,0,9492,7835,0
0500000US21215,21215,"Spencer County, Kentucky",17061,0,0,0,17061,0
0500000US21217,21217,"Taylor County, Kentucky",24512,11719,0,11719,12793,0
0500000US21219,21219,"Todd County, Kentucky",12460,0,0,0,12460,0
0500000US21221,21221,"Trigg County, Kentucky",14339,2960,0,2960,11379,0
0500000US21223,21223,"Trimble County, Kentucky",8809,467,0,467,8342,0
0500000US21225,21225,"Union County, Kentucky",15007,5210,0,5210,9797,0
0500000US21227,21227,"Warren County, Kentucky",113792,78306,78306,0,35486,0
0500000US21229,21229,"Washington County, Kentucky",11717,0,0,0,11717,0
0500000US21231,21231,"Wayne County, Kentucky",20813,6716,0,6716,14097,0
0500000US21233,21233,"Webster County, Kentucky",13621,0,0,0,13621,0
0500000US21235,21235,"Whitley County, Kentucky",35637,12417,0,12417,23220,0
0500000US21237,21237,"Wolfe County, Kentucky",7355,0,0,0,7355,0
0500000US21239,21239,"Woodford County, Kentucky",24939,15922,0,15922,9017,0
0500000US22001,22001,"Acadia Parish, Louisiana",61773,29837,209,29628,31936,0
0500000US22003,22003,"Allen Parish, Louisiana",25764,7878,0,7878,17886,0
0500000US22005,22005,"Ascension Parish, Louisiana",107215,93045,83862,9183,14170,0
0500000US22007,22007,"Assumption Parish, Louisiana",23421,12883,4734,8149,10538,0
0500000US22009,22009,"Avoyelles Parish, Louisiana",42073,15238,0,15238,26835,0
0500000US22011,22011,"Beauregard Parish, Louisiana",35654,11946,0,11946,23708,0
0500000US22013,22013,"Bienville Parish, Louisiana",14353,2894,0,2894,11459,0
0500000US22015,22015,"Bossier Parish, Louisiana",116979,88504,83133,5371,28475,0
0500000US22017,22017,"Caddo Parish, Louisiana",254969,218164,215184,2980,36805,0
0500000US22019,22019,"Calcasieu Parish, Louisiana",192768,153250,143440,9810,39518,0
0500000US22021,22021,"Caldwell Parish, Louisiana",10132,0,0,0,10132,0
0500000US22023,22023,"Cameron Parish, Louisiana",6839,0,0,0,6839,0
0500000US22025,22025,"Catahoula Parish, Louisiana",10407,0,0,0,10407,0
0500000US22027,22027,"Claiborne Parish, Louisiana",17195,3034,0,3034,14161,0
0500000US22029,22029,"Concordia Parish, Louisiana",20822,13856,0,13856,6966,0
0500000US22031,22031,"De Soto Parish, Louisiana",26656,6061,0,6061,20595,0
0500000US22033,22033,"East Baton Rouge Parish, Louisiana",440171,409905,409905,0,30266,0
0500000US22035,22035,"East Carroll Parish, Louisiana",7759,5076,0,5076,2683,0
0500000US22037,22037,"East Feliciana Parish, Louisiana",20267,0,0,0,20267,0
0500000US22039,22039,"Evangeline Parish, Louisiana",33984,13222,0,13222,20762,0
0500000US22041,22041,"Franklin Parish, Louisiana",20767,5361,0,5361,15406,0
0500000US22043,22043,"Grant Parish, Louisiana",22309,3214,3214,0,19095,0
0500000US22045,22045,"Iberia Parish, Louisiana",73240,52633,46310,6323,20607,0
0500000US22047,22047,"Iberville Parish, Louisiana",33387,13617,11477,2140,19770,0
0500000US22049,22049,"Jackson Parish, Louisiana",16274,5609,0,5609,10665,0
0500000US22051,22051,"Jefferson Parish, Louisiana",432552,427610,424910,2700,4942,0
0500000US22053,22053,"Jefferson Davis Parish, Louisiana",31594,15576,0,15576,16018,0
0500000US22055,22055,"Lafayette Parish, Louisiana",221578,203146,203146,0,18432,0
0500000US22057,22057,"Lafourche Parish, Louisiana",96318,72993,51556,21437,23325,0
0500000US22059,22059,"La Salle Parish, Louisiana",14890,3992,0,3992,10898,0
0500000US22061,22061,"Lincoln Parish, Louisiana",46735,27724,0,27724,19011,0
0500000US22063,22063,"Livingston Parish, Louisiana",128026,75386,75386,0,52640,0
0500000US22065,22065,"Madison Parish, Louisiana",12093,9379,0,9379,2714,0
0500000US22067,22067,"Morehouse Parish, Louisiana",27979,13979,0,13979,14000,0
0500000US22069,22069,"Natchitoches Parish, Louisiana",39566,19763,0,19763,19803,0
0500000US22071,22071,"Orleans Parish, Louisiana",343829,341794,341794,0,2035,0
0500000US22073,22073,"Ouachita Parish, Louisiana",153720,116533,116533,0,37187,0
0500000US22075,22075,"Plaquemines Parish, Louisiana",23042,18540,14773,3767,4502,0
0500000US22077,22077,"Pointe Coupee Parish, Louisiana",22802,9620,0,9620,13182,0
0500000US22079,22079,"Rapides Parish, Louisiana",131613,79590,79590,0,52023,0
0500000US22081,22081,"Red River Parish, Louisiana",9091,0,0,0,9091,0
0500000US22083,22083,"Richland Parish, Louisiana",20725,7037,0,7037,13688,0
0500000US22085,22085,"Sabine Parish, Louisiana",24233,2860,0,2860,21373,0
0500000US22087,22087,"St. Bernard Parish, Louisiana",35897,34370,34370,0,1527,0
0500000US22089,22089,"St. Charles Parish, Louisiana",52780,46716,46716,0,6064,0
0500000US22091,22091,"St. Helena Parish, Louisiana",11203,0,0,0,11203,0
0500000US22093,22093,"St. James Parish, Louisiana",22102,15979,0,15979,6123,0
0500000US22095,22095,"St. John the Baptist Parish, Louisiana",45924,39749,36940,2809,6175,0
0500000US22097,22097,"St. Landry Parish, Louisiana",83384,43216,419,42797,40168,0
0500000US22099,22099,"St. Martin Parish, Louisiana",52160,26304,411,25893,25856,0
0500000US22101,22101,"St. Mary Parish, Louisiana",54650,47524,0,47524,7126,0
0500000US22103,22103,"St. Tammany Parish, Louisiana",233740,179470,179470,0,54270,0
0500000US22105,22105,"Tangipahoa Parish, Louisiana",121097,71533,65372,6161,49564,0
0500000US22107,22107,"Tensas Parish, Louisiana",5252,0,0,0,5252,0
0500000US22109,22109,"Terrebonne Parish, Louisiana",111860,88785,88785,0,23075,0
0500000US22111,22111,"Union Parish, Louisiana",22721,3883,0,3883,18838,0
0500000US22113,22113,"Vermilion Parish, Louisiana",57999,26319,2225,24094,31680,0
0500000US22115,22115,"Vernon Parish, Louisiana",52334,26221,0,26221,26113,0
0500000US22117,22117,"Washington Parish, Louisiana",47168,15719,0,15719,31449,0
0500000US22119,22119,"Webster Parish, Louisiana",41207,19350,0,19350,21857,0
0500000US22121,22121,"West Baton Rouge Parish, Louisiana",23788,16542,16542,0,7246,0
0500000US22123,22123,"West Carroll Parish, Louisiana",11604,0,0,0,11604,0
0500000US22125,22125,"West Feliciana Parish, Louisiana",15625,0,0,0,15625,0
0500000US22127,22127,"Winn Parish, Louisiana",15313,5376,0,5376,9937,0
0500000US23001,23001,"Androscoggin County, Maine",107702,60995,59315,1680,46707,0
0500000US23003,23003,"Aroostook County, Maine",71870,14183,0,14183,57687,0
0500000US23005,23005,"Cumberland County, Maine",281674,179994,164361,15633,101680,0
0500000US23007,23007,"Franklin County, Maine",30768,5231,0,5231,25537,0
0500000US23009,23009,"Hancock County, Maine",54418,5380,0,5380,49038,0
0500000US23011,23011,"Kennebec County, Maine",122151,45403,0,45403,76748,0
0500000US23013,23013,"Knox County, Maine",39736,12743,0,12743,26993,0
0500000US23015,23015,"Lincoln County, Maine",34457,0,0,0,34457,0
0500000US23017,23017,"Oxford County, Maine",57833,9767,0,9767,48066,0
0500000US23019,23019,"Penobscot County, Maine",153923,65186,61210,3976,88737,0
0500000US23021,23021,"Piscataquis County, Maine",17535,0,0,0,17535,0
0500000US23023,23023,"Sagadahoc County, Maine",35293,13526,0,13526,21767,0
0500000US23025,23025,"Somerset County, Maine",52228,10197,0,10197,42031,0
0500000US23027,23027,"Waldo County, Maine",38786,3358,0,3358,35428,0
0500000US23029,23029,"Washington County, Maine",32856,2504,0,2504,30352,0
0500000US23031,23031,"York County, Maine",197131,85075,63251,21824,112056,0
0500000US24001,24001,"Allegany County, Maryland",75087,54624,49619,5005,20463,0
0500000US24003,24003,"Anne Arundel County, Maryland",537656,509138,497677,11461,28518,0
0500000US24005,24005,"Baltimore County, Maryland",805029(r42279),752430,752389,41,52599,0
0500000US24009,24009,"Calvert County, Maryland",88737,54387,18531,35856,34350,0
0500000US24011,24011,"Caroline County, Maryland",33066,7936,0,7936,25130,0
0500000US24013,24013,"Carroll County, Maryland",167134,101106,89188,11918,66028,0
0500000US24015,24015,"Cecil County, Maryland",101108,58539,58539,0,42569,0
