"sex","age","year","stateFips","pop.old","pop.new","diff","percent.change"
1,5,2005,"11",14973,25040,10067,67.2343551726441
1,5,2005,"12",531239,542871,11632,2.18959827874083
1,5,2005,"13",327124,311509,15615,4.77341925386092
1,5,2005,"15",39664,46338,6674,16.8263412666398
1,5,2005,"16",52972,47731,5241,9.89390621460394
1,5,2005,"17",442334,437507,4827,1.09125683307184
1,5,2005,"18",217423,202035,15388,7.07744810806584
1,5,2005,"19",96899,87600,9299,9.59659026408941
1,5,2005,"20",96348,83500,12848,13.3349939801553
1,5,2005,"21",137247,137208,39,0.0284159216594898
1,5,2005,"22",159155,154030,5125,3.22013131852597
1,5,2005,"23",37511,33981,3530,9.41057289861641
1,5,2005,"24",183541,175512,8029,4.37449943064492
1,5,2005,"25",198959,204645,5686,2.85787524062747
1,5,2005,"26",342274,300387,41887,12.237856220455
1,5,2005,"27",170296,169035,1261,0.74047540752572
1,5,2005,"28",104134,92291,11843,11.3728465246701
1,5,2005,"29",191981,181279,10702,5.57450997754986
1,5,2005,"30",29087,26556,2531,8.70148176161172
1,5,2005,"31",59821,54982,4839,8.08913257886027
1,5,2005,"32",85322,92078,6756,7.91823914113593
1,5,2005,"33",40385,33381,7004,17.343072923115
1,5,2005,"34",289501,268964,20537,7.09393059091333
1,5,2005,"35",68219,63751,4468,6.54949500872191
1,5,2005,"36",616063,645670,29607,4.80583966250205
1,5,2005,"37",290611,278324,12287,4.22798861708607
1,5,2005,"38",19725,19194,531,2.69201520912548
1,5,2005,"39",381303,360587,20716,5.43294964896683
1,5,2005,"40",122093,116299,5794,4.74556280867863
1,5,2005,"41",117219,121377,4158,3.54720651088987
1,5,2005,"42",376527,367024,9503,2.52385619092389
1,5,2005,"44",32593,32659,66,0.20249746878164
1,5,2005,"45",139952,138988,964,0.688807591174117
1,5,2005,"46",26186,24163,2023,7.72550217673566
1,5,2005,"47",195742,198535,2793,1.42687823768021
1,5,2005,"48",867542,831599,35943,4.14308471520687
1,5,2005,"49",109018,100713,8305,7.61800803537031
1,5,2005,"50",17705,15821,1884,10.6410618469359
1,5,2005,"51",243618,248826,5208,2.13777307095535
1,5,2005,"53",208328,210173,1845,0.885622671940402
1,5,2005,"54",52291,55134,2843,5.43688206383508
1,5,2005,"55",177601,170588,7013,3.94873902737034
1,5,2005,"56",16297,16259,38,0.23317174940173
1,55,2005,"01",134808,136953,2145,1.59115186042371
1,55,2005,"02",20419,21600,1181,5.78382878691415
1,55,2005,"04",157077,158020,943,0.600342507178008
1,55,2005,"05",81855,82717,862,1.05308166880459
1,55,2005,"06",935478,948322,12844,1.37298792702768
1,55,2005,"08",136723,137574,851,0.622426365717546
1,55,2005,"09",104004,105498,1494,1.43648321218415
1,55,2005,"10",24121,24580,459,1.90290618133577
1,55,2005,"11",15171,15281,110,0.725067563113836
1,55,2005,"12",512420,521581,9161,1.78779126497795
1,55,2005,"13",247301,243944,3357,1.35745508509873
1,55,2005,"15",39453,41741,2288,5.79930550275011
1,55,2005,"16",41072,41000,72,0.175301908843007
1,55,2005,"17",348255,348751,496,0.142424372945112
1,55,2005,"18",178960,180530,1570,0.8772910147519
1,55,2005,"19",88019,87870,149,0.169281632374828
1,55,2005,"20",78002,78553,551,0.706392143791185
1,55,2005,"21",126097,127019,922,0.731183136791518
1,55,2005,"22",125375,129490,4115,3.28215353938185
1,55,2005,"23",45818,45937,119,0.259723252870051
1,55,2005,"24",162656,164763,2107,1.29537182766083
1,55,2005,"25",189242,189658,416,0.219824351888059
1,55,2005,"26",297919,299130,1211,0.406486326820377
1,55,2005,"27",146733,146651,82,0.0558838161831354
1,55,2005,"28",81443,81996,553,0.679002492540795
1,55,2005,"29",165602,167077,1475,0.890689725969493
1,55,2005,"30",31813,32220,407,1.2793512086254
1,55,2005,"31",49731,50359,628,1.26279383080976
1,55,2005,"32",72486,73896,1410,1.94520321165466
1,55,2005,"33",42570,42489,81,0.190274841437632
1,55,2005,"34",249941,249271,670,0.268063262930052
1,55,2005,"35",55626,57913,2287,4.11138676158631
1,55,2005,"36",549511,547319,2192,0.398900113009567
1,55,2005,"37",253345,256426,3081,1.21612820462216
1,55,2005,"38",18650,19119,469,2.51474530831099
1,55,2005,"39",341193,344403,3210,0.94081648802877
1,55,2005,"40",100559,102390,1831,1.82082160721566
1,55,2005,"41",117781,117518,263,0.223295777757024
1,55,2005,"42",375773,380551,4778,1.27151232259902
1,55,2005,"44",31558,31701,143,0.453133912161734
1,55,2005,"45",129248,129880,632,0.488982421391433
1,55,2005,"46",22728,22809,81,0.356388595564942
1,55,2005,"47",180562,182352,1790,0.991349231842802
1,55,2005,"48",577916,585006,7090,1.22682189107067
1,55,2005,"49",53585,53458,127,0.237006624988336
1,55,2005,"50",21833,21624,209,0.957266523153025
1,55,2005,"51",224893,227546,2653,1.17967211073711
1,55,2005,"53",193057,194001,944,0.488974758750006
1,55,2005,"54",62604,63914,1310,2.09251804996486
1,55,2005,"55",164542,165476,934,0.567636226616912
1,55,2005,"56",17080,17484,404,2.36533957845433
1,60,2005,"01",102268,104324,2056,2.01040403645324
1,60,2005,"02",12916,13504,588,4.55249303189842
1,60,2005,"04",123415,126700,3285,2.66175100271442
1,60,2005,"05",65299,65920,621,0.951009969524801
1,60,2005,"06",657519,668608,11089,1.68649118884777
1,60,2005,"08",91272,92588,1316,1.44184415812078
1,60,2005,"09",77496,78228,732,0.94456488076804
1,60,2005,"10",19214,19479,265,1.37920266472364
1,60,2005,"11",11311,11242,69,0.61002563875873
1,60,2005,"12",423513,434740,11227,2.65092216767844
1,60,2005,"13",176859,175289,1570,0.887712810770162
1,60,2005,"15",28532,30139,1607,5.63227253609982
1,60,2005,"16",30887,31124,237,0.767313109075015
1,60,2005,"17",252500,253941,1441,0.570693069306931
1,60,2005,"18",132475,133758,1283,0.968484619739573
1,60,2005,"19",64512,64989,477,0.739397321428571
1,60,2005,"20",55802,56128,326,0.584208451309989
1,60,2005,"21",93957,95206,1249,1.32933150270869
1,60,2005,"22",91362,94377,3015,3.30005910553622
1,60,2005,"23",33413,33722,309,0.924789752491545
1,60,2005,"24",117327,118952,1625,1.38501794130933
1,60,2005,"25",136122,136760,638,0.468697198101703
1,60,2005,"26",219554,220384,830,0.378039115661751
1,60,2005,"27",106266,106405,139,0.13080383189355
1,60,2005,"28",59993,60916,923,1.53851282649642
1,60,2005,"29",128347,129360,1013,0.789266597583115
1,60,2005,"30",23870,24050,180,0.754084625052367
1,60,2005,"31",35913,36262,349,0.971792944059254
1,60,2005,"32",57437,59115,1678,2.92146177551056
1,60,2005,"33",30175,30286,111,0.367854183927092
1,60,2005,"34",183750,184352,602,0.327619047619048
1,60,2005,"35",40701,42573,1872,4.59939559224589
1,60,2005,"36",399333,399178,155,0.0388147235515222
1,60,2005,"37",190138,192824,2686,1.41265817458898
1,60,2005,"38",13572,13974,402,2.96198054818744
1,60,2005,"39",243799,248024,4225,1.73298495892108
1,60,2005,"40",79184,80656,1472,1.85896140634472
1,60,2005,"41",84689,85056,367,0.43335025800281
1,60,2005,"42",277727,281687,3960,1.42586064732633
1,60,2005,"44",22347,22529,182,0.814426992437464
1,60,2005,"45",99378,100722,1344,1.35241200265652
1,60,2005,"46",17051,16790,261,1.53070201161222
1,60,2005,"47",136941,139229,2288,1.67079253109003
1,60,2005,"48",417816,423900,6084,1.45614337411684
1,60,2005,"49",39388,39345,43,0.109170305676856
1,60,2005,"50",15776,15778,2,0.0126774847870183
1,60,2005,"51",164158,166461,2303,1.40291670220154
1,60,2005,"53",138816,139127,311,0.224037574919318
1,60,2005,"54",46375,47650,1275,2.74932614555256
1,60,2005,"55",117924,118864,940,0.797123571113599
1,60,2005,"56",12215,12511,296,2.4232501023332
1,65,2005,"01",79998,83024,3026,3.78259456486412
1,65,2005,"02",7910,8273,363,4.58912768647282
1,65,2005,"04",99071,105811,6740,6.80320174420365
1,65,2005,"05",50984,53243,2259,4.43080182017888
1,65,2005,"06",500629,503096,2467,0.492780082656019
1,65,2005,"08",66167,66283,116,0.175313978267112
1,65,2005,"09",55774,55337,437,0.783519202495787
1,65,2005,"10",14588,15302,714,4.89443378119002
1,65,2005,"11",8642,8303,339,3.92270307799121
1,65,2005,"12",350181,377884,27703,7.91105171325686
1,65,2005,"13",125838,127089,1251,0.994135316835932
1,65,2005,"15",20806,21933,1127,5.41670671921561
1,65,2005,"16",23413,24137,724,3.09229915004485
1,65,2005,"17",193529,192586,943,0.487265474425022
1,65,2005,"18",100794,101849,1055,1.04668928706074
1,65,2005,"19",51685,52351,666,1.28857502176647
1,65,2005,"20",43169,43428,259,0.599967569320577
1,65,2005,"21",71808,73729,1921,2.67518939393939
1,65,2005,"22",70109,72911,2802,3.99663381306252
1,65,2005,"23",24730,25137,407,1.64577436312171
1,65,2005,"24",86436,85950,486,0.562265722615577
1,65,2005,"25",100091,99055,1036,1.03505809713161
1,65,2005,"26",162288,162853,565,0.348146504978803
1,65,2005,"27",79704,79406,298,0.373883368463314
1,65,2005,"28",47922,49826,1904,3.9731229915279
1,65,2005,"29",98817,101074,2257,2.28401995608043
1,65,2005,"30",17711,18395,684,3.86200666252611
1,65,2005,"31",28089,28176,87,0.309729787461284
1,65,2005,"32",42778,45534,2756,6.44256393473281
1,65,2005,"33",21351,21413,62,0.290384525314974
1,65,2005,"34",139163,137640,1523,1.09440009197847
1,65,2005,"35",31902,33980,2078,6.51369820073977
1,65,2005,"36",310461,307255,3206,1.03265788617572
1,65,2005,"37",141349,146510,5161,3.65124620619884
1,65,2005,"38",10694,10998,304,2.8427155414251
1,65,2005,"39",190542,192026,1484,0.778830913919241
1,65,2005,"40",61384,63543,2159,3.51720317998175
1,65,2005,"41",61772,62538,766,1.24004403289516
1,65,2005,"42",216938,220260,3322,1.53131309406374
1,65,2005,"44",16405,16254,151,0.920451081987199
1,65,2005,"45",73380,76915,3535,4.81738893431453
1,65,2005,"46",13283,13140,143,1.07656402921027
1,65,2005,"47",103552,107091,3539,3.4176066131026
1,65,2005,"48",309610,316504,6894,2.22667226510772
1,65,2005,"49",29787,29768,19,0.0637862154631215
1,65,2005,"50",11056,11108,52,0.470332850940666
1,65,2005,"51",120624,121764,1140,0.94508555511341
1,65,2005,"53",98408,98595,187,0.190025201203154
1,65,2005,"54",36720,38596,1876,5.10893246187364
1,65,2005,"55",91394,92040,646,0.706829770006784
1,65,2005,"56",8916,9214,298,3.34230596680126
1,70,2005,"01",64147,66081,1934,3.0149500366346
1,70,2005,"02",5399,5372,27,0.500092609742545
1,70,2005,"04",83955,88724,4769,5.68042403668632
1,70,2005,"05",40596,42480,1884,4.64085131540053
1,70,2005,"06",404278,404530,252,0.0623333448765453
1,70,2005,"08",51216,50962,254,0.495938769134645
1,70,2005,"09",46399,46241,158,0.340524580271127
1,70,2005,"10",12507,12930,423,3.38210602062845
1,70,2005,"11",6814,6450,364,5.34194305840916
1,70,2005,"12",308376,331153,22777,7.38611305678782
1,70,2005,"13",93589,93857,268,0.286358439560205
1,70,2005,"15",17436,17750,314,1.80087175957788
1,70,2005,"16",17864,18140,276,1.54500671742051
1,70,2005,"17",152441,152160,281,0.184333611036401
1,70,2005,"18",78965,79940,975,1.23472424491863
1,70,2005,"19",42637,43340,703,1.6488026831156
1,70,2005,"20",35674,36194,520,1.45764422268319
1,70,2005,"21",55450,57143,1693,3.05320108205591
1,70,2005,"22",55055,56877,1822,3.3094178548724
1,70,2005,"23",20570,20805,235,1.14244044725328
1,70,2005,"24",66998,65930,1068,1.59407743514732
1,70,2005,"25",84919,84014,905,1.0657214522074
1,70,2005,"26",128648,129638,990,0.769541695168211
1,70,2005,"27",63676,63963,287,0.450719266285571
1,70,2005,"28",36501,37909,1408,3.857428563601
1,70,2005,"29",80050,82141,2091,2.61211742660837
1,70,2005,"30",13873,14240,367,2.64542636776472
1,70,2005,"31",23923,24127,204,0.852735860887012
1,70,2005,"32",32189,34356,2167,6.73211345490696
1,70,2005,"33",17347,17251,96,0.553409811494783
1,70,2005,"34",112429,111820,609,0.541675190564712
1,70,2005,"35",26646,27570,924,3.46768745777978
1,70,2005,"36",252318,250709,1609,0.637687362772375
1,70,2005,"37",111049,114472,3423,3.08242307449864
1,70,2005,"38",9260,9473,213,2.30021598272138
1,70,2005,"39",154830,156849,2019,1.30401085061035
1,70,2005,"40",49904,51387,1483,2.9717056748958
1,70,2005,"41",48501,49210,709,1.46182552937053
1,70,2005,"42",184622,187589,2967,1.60706741341769
1,70,2005,"44",14147,13990,157,1.10977592422422
1,70,2005,"45",57816,59440,1624,2.80891102808911
1,70,2005,"46",10987,11053,66,0.600709929917175
1,70,2005,"47",79141,80938,1797,2.27063089928103
1,70,2005,"48",247045,251494,4449,1.80088647817199
1,70,2005,"49",24359,24059,300,1.23157765097089
1,70,2005,"50",8635,8663,28,0.324261725535611
1,70,2005,"51",92449,92811,362,0.391567242479637
1,70,2005,"53",76118,75502,616,0.809269817914291
1,70,2005,"54",28640,30018,1378,4.81145251396648
1,70,2005,"55",74114,75197,1083,1.46126237957741
1,70,2005,"56",6914,7059,145,2.09719409892971
1,75,2005,"01",48566,49234,668,1.37544784417082
1,75,2005,"02",3862,3954,92,2.38218539616779
1,75,2005,"04",71370,71503,133,0.186352809303629
1,75,2005,"05",31725,32346,621,1.95744680851064
1,75,2005,"06",326807,329285,2478,0.758245692411729
1,75,2005,"08",39171,38849,322,0.822036710831993
1,75,2005,"09",39591,40530,939,2.37175115556566
1,75,2005,"10",9790,9783,7,0.0715015321756895
1,75,2005,"11",5278,5154,124,2.34937476316787
1,75,2005,"12",276708,282871,6163,2.22725761452506
1,75,2005,"13",67910,67600,310,0.456486526284789
1,75,2005,"15",15804,15794,10,0.0632751202227284
1,75,2005,"16",14439,14549,110,0.761825611191911
1,75,2005,"17",126204,128452,2248,1.78124306678077
1,75,2005,"18",64509,66164,1655,2.56553349145081
1,75,2005,"19",36663,37899,1236,3.37124621553064
1,75,2005,"20",30422,31337,915,3.00769180198541
1,75,2005,"21",42875,43461,586,1.3667638483965
1,75,2005,"22",43922,45191,1269,2.88921269523246
1,75,2005,"23",16458,16711,253,1.53724632397618
1,75,2005,"24",52809,53189,380,0.719574314984188
1,75,2005,"25",72274,73272,998,1.38085618618037
1,75,2005,"26",109049,111319,2270,2.08163302735468
1,75,2005,"27",52432,53527,1095,2.08841928593226
1,75,2005,"28",28379,28874,495,1.74424750695937
1,75,2005,"29",64613,66526,1913,2.96070450218996
1,75,2005,"30",11515,11754,239,2.0755536257056
1,75,2005,"31",20048,20643,595,2.96787709497207
1,75,2005,"32",24815,25089,274,1.10417086439653
1,75,2005,"33",13700,13494,206,1.5036496350365
1,75,2005,"34",94680,95986,1306,1.37938318546684
1,75,2005,"35",20865,20984,119,0.57033309369758
1,75,2005,"36",208732,209992,1260,0.60364486518598
1,75,2005,"37",85815,87322,1507,1.75610324535338
1,75,2005,"38",8279,8631,352,4.25172122236985
1,75,2005,"39",130341,133340,2999,2.30088767156919
1,75,2005,"40",39424,40211,787,1.99624594155844
1,75,2005,"41",40686,40908,222,0.545642235658457
1,75,2005,"42",163468,168106,4638,2.83725255095799
1,75,2005,"44",12709,12773,64,0.503580140058226
1,75,2005,"45",43161,43215,54,0.125112949190241
1,75,2005,"46",9662,9852,190,1.96646657006831
1,75,2005,"47",60300,60922,622,1.03150912106136
1,75,2005,"48",189601,191166,1565,0.825417587459982
1,75,2005,"49",19610,19174,436,2.2233554309026
1,75,2005,"50",7076,7020,56,0.791407574901074
1,75,2005,"51",71248,71466,218,0.305973501010555
1,75,2005,"53",60725,60473,252,0.414985590778098
1,75,2005,"54",24124,24760,636,2.63637870999834
1,75,2005,"55",62675,64032,1357,2.1651376146789
1,75,2005,"56",5588,5666,78,1.39584824624195
1,80,2005,"01",31376,30560,816,2.60071392146864
1,80,2005,"02",2250,2113,137,6.08888888888889
1,80,2005,"04",49311,46053,3258,6.6070450812192
1,80,2005,"05",21671,21087,584,2.69484564625536
1,80,2005,"06",238106,240235,2129,0.894139584890763
1,80,2005,"08",26153,26207,54,0.206477268382212
1,80,2005,"09",28761,30364,1603,5.57351969681165
1,80,2005,"10",6437,6240,197,3.06043187820413
1,80,2005,"11",3832,3608,224,5.8455114822547
1,80,2005,"12",202621,193347,9274,4.57701817679313
1,80,2005,"13",42845,41809,1036,2.41801843855759
1,80,2005,"15",12307,12027,280,2.27512797594865
1,80,2005,"16",10204,10046,158,1.5484123872991
1,80,2005,"17",87520,88696,1176,1.3436928702011
1,80,2005,"18",44034,44660,626,1.42162874142708
1,80,2005,"19",26825,27372,547,2.03914259086673
1,80,2005,"20",22043,22673,630,2.85805017465862
1,80,2005,"21",28390,28314,76,0.267699894328989
1,80,2005,"22",28702,28658,44,0.153299421643091
1,80,2005,"23",11162,11211,49,0.438989428417846
1,80,2005,"24",35781,36073,292,0.816075570833683
1,80,2005,"25",50985,51993,1008,1.97705207413945
1,80,2005,"26",73445,74806,1361,1.85308734427122
1,80,2005,"27",37353,38262,909,2.43353947474098
1,80,2005,"28",17943,17650,293,1.63294878225492
1,80,2005,"29",44605,44680,75,0.168142584912005
1,80,2005,"30",7873,7931,58,0.736695033659342
1,80,2005,"31",14342,14642,300,2.09175847162181
1,80,2005,"32",15647,14949,698,4.46091902601138
1,80,2005,"33",9227,9183,44,0.476861385065568
1,80,2005,"34",65518,66867,1349,2.05897615922342
1,80,2005,"35",14225,13774,451,3.17047451669596
1,80,2005,"36",142622,144562,1940,1.36023895331716
1,80,2005,"37",56308,55385,923,1.63919869290332
1,80,2005,"38",5926,6058,132,2.22747215659804
1,80,2005,"39",88403,89808,1405,1.58931257988982
1,80,2005,"40",26687,26574,113,0.423427136808184
1,80,2005,"41",29855,30184,329,1.10199296600234
1,80,2005,"42",116395,117988,1593,1.36861549035611
1,80,2005,"44",9439,9657,218,2.3095666913868
1,80,2005,"45",28743,27511,1232,4.28626100267891
1,80,2005,"46",7142,7226,84,1.17614113693643
1,80,2005,"47",39270,38655,615,1.56608097784568
1,80,2005,"48",126328,124310,2018,1.59742891520486
1,80,2005,"49",13428,13060,368,2.74054215072982
1,80,2005,"50",4723,4762,39,0.825746347660385
1,80,2005,"51",46889,46718,171,0.364691078931093
1,80,2005,"53",44129,44278,149,0.337646445647987
1,80,2005,"54",15856,15924,68,0.428859737638749
1,80,2005,"55",42774,44104,1330,3.109365502408
1,80,2005,"56",3777,3760,17,0.450092666137146
1,85,2005,"01",22475,19166,3309,14.7230255839822
1,85,2005,"02",1350,1218,132,9.77777777777778
1,85,2005,"04",35530,29084,6446,18.1424148606811
1,85,2005,"05",16685,14299,2386,14.3002697033263
1,85,2005,"06",177616,165590,12026,6.77078641563823
1,85,2005,"08",18636,17734,902,4.84009444086714
1,85,2005,"09",22509,22380,129,0.573104091696655
1,85,2005,"10",4395,3905,490,11.1490329920364
1,85,2005,"11",2959,2623,336,11.355187563366
1,85,2005,"12",159132,129047,30085,18.9056883593495
1,85,2005,"13",30477,26588,3889,12.7604423007514
1,85,2005,"15",9664,8758,906,9.375
1,85,2005,"16",7872,7280,592,7.52032520325203
1,85,2005,"17",65143,60657,4486,6.88638840704297
1,85,2005,"18",31462,28837,2625,8.34339838535376
1,85,2005,"19",21727,20224,1503,6.91766005431031
1,85,2005,"20",17520,16312,1208,6.89497716894977
1,85,2005,"21",19342,17187,2155,11.1415572329645
1,85,2005,"22",20262,17814,2448,12.081729345573
1,85,2005,"23",8017,7647,370,4.61519271547961
1,85,2005,"24",25335,24090,1245,4.9141503848431
1,85,2005,"25",38840,37138,1702,4.38208032955716
1,85,2005,"26",51815,48726,3089,5.96159413297308
1,85,2005,"27",29889,28459,1430,4.78436883134263
1,85,2005,"28",14047,11562,2485,17.6906100946821
1,85,2005,"29",32401,29583,2818,8.69726243017191
1,85,2005,"30",6244,5850,394,6.31005765534914
1,85,2005,"31",11290,10588,702,6.21789193976971
1,85,2005,"32",9678,7991,1687,17.431287456086
1,85,2005,"33",6739,6404,335,4.97106395607657
1,85,2005,"34",48935,45523,3412,6.97251456013079
1,85,2005,"35",10304,9072,1232,11.9565217391304
1,85,2005,"36",108963,101848,7115,6.52973945284179
1,85,2005,"37",37426,33409,4017,10.7331801421472
1,85,2005,"38",5298,4850,448,8.45602114005285
1,85,2005,"39",62189,58019,4170,6.70536590072199
1,85,2005,"40",19227,16836,2391,12.4356373849274
1,85,2005,"41",23078,21941,1137,4.92677008406274
1,85,2005,"42",84344,77846,6498,7.70416390021815
1,85,2005,"44",7107,6667,440,6.19107921767272
1,85,2005,"45",19150,16157,2993,15.6292428198433
1,85,2005,"46",5897,5426,471,7.98711209089367
1,85,2005,"47",27353,24110,3243,11.8561035352612
1,85,2005,"48",90063,78755,11308,12.5556554856045
1,85,2005,"49",9920,8861,1059,10.6754032258065
1,85,2005,"50",3473,3256,217,6.2482004031097
1,85,2005,"51",31750,29321,2429,7.6503937007874
1,85,2005,"53",34334,32079,2255,6.56783363429836
1,85,2005,"54",10512,9281,1231,11.7104261796043
1,85,2005,"55",32909,31386,1523,4.62791333677717
1,85,2005,"56",2669,2460,209,7.83064818284002
2,0,2005,"01",145827,145481,346,0.237267447043414
2,0,2005,"02",24116,23603,513,2.12721844418643
2,0,2005,"04",227024,219646,7378,3.2498766650222
2,0,2005,"05",92441,92367,74,0.0800510595947686
2,0,2005,"06",1301428,1249029,52399,4.02626960538731
2,0,2005,"08",164654,161623,3031,1.84082986140634
2,0,2005,"09",102181,103119,938,0.917978880613813
2,0,2005,"10",27459,26800,659,2.3999417313085
2,0,2005,"11",17483,15755,1728,9.88388720471315
2,0,2005,"12",536507,523463,13044,2.43128235046327
2,0,2005,"13",339522,328148,11374,3.35000382891241
2,0,2005,"15",41819,40441,1378,3.29515292092111
2,0,2005,"16",53642,54214,572,1.06632862309384
2,0,2005,"17",436847,423007,13840,3.16815727245466
2,0,2005,"18",209737,209895,158,0.075332440151237
2,0,2005,"19",92965,93425,460,0.494809874684021
2,0,2005,"20",94412,94732,320,0.338939965258654
2,0,2005,"21",133929,133013,916,0.683944478044337
2,0,2005,"22",156986,158049,1063,0.677130444753035
2,0,2005,"23",34024,34545,521,1.53127204326358
2,0,2005,"24",180648,179857,791,0.437868119215269
2,0,2005,"25",191533,185140,6393,3.33780601776195
2,0,2005,"26",316601,315581,1020,0.322172071471663
2,0,2005,"27",168043,168632,589,0.350505525371482
2,0,2005,"28",102826,101617,1209,1.1757726645012
2,0,2005,"29",187022,185119,1903,1.01752734972356
2,0,2005,"30",28006,27986,20,0.0714132685853032
2,0,2005,"31",61872,61509,363,0.586695112490303
2,0,2005,"32",86284,85555,729,0.844884335450373
2,0,2005,"33",36498,36858,360,0.986355416735164
2,0,2005,"34",275418,275658,240,0.0871402740561619
2,0,2005,"35",68903,68133,770,1.11751302555767
2,0,2005,"36",602264,576784,25480,4.23070281471248
2,0,2005,"37",293675,289940,3735,1.27181408019069
2,0,2005,"38",19057,19005,52,0.27286561368526
2,0,2005,"39",361420,358240,3180,0.879862763543799
2,0,2005,"40",122179,119873,2306,1.88739472413426
2,0,2005,"41",112016,110893,1123,1.00253535209256
2,0,2005,"42",354204,353800,404,0.114058565120665
2,0,2005,"44",30407,30047,360,1.1839379090341
2,0,2005,"45",137190,137309,119,0.0867410161090458
2,0,2005,"46",26374,26221,153,0.580116781678926
2,0,2005,"47",193334,192477,857,0.443274333536781
2,0,2005,"48",920712,893847,26865,2.91785053306571
2,0,2005,"49",119886,115254,4632,3.86367048696261
2,0,2005,"50",16004,15943,61,0.381154711322169
2,0,2005,"51",247510,245048,2462,0.994707284554159
2,0,2005,"53",198214,197494,720,0.363243766837862
2,0,2005,"54",50785,50431,354,0.697056217387024
2,0,2005,"55",170240,170995,755,0.443491541353383
2,0,2005,"56",16066,16204,138,0.858956803186854
2,10,2005,"01",154275,157695,3420,2.21682061254254
2,10,2005,"02",25463,26752,1289,5.06224718218592
2,10,2005,"04",209948,207998,1950,0.928801417493856
2,10,2005,"05",93161,94616,1455,1.56181234636812
2,10,2005,"06",1335009,1353839,18830,1.41047738254948
2,10,2005,"08",154210,157518,3308,2.14512677517671
2,10,2005,"09",119839,122414,2575,2.14871619422726
2,10,2005,"10",28056,28603,547,1.94967208440262
2,10,2005,"11",16250,15748,502,3.08923076923077
2,10,2005,"12",549646,562526,12880,2.34332643192164
2,10,2005,"13",325208,323959,1249,0.384061892696367
2,10,2005,"15",40583,42190,1607,3.95978611733977
2,10,2005,"16",51640,52892,1252,2.42447714949651
2,10,2005,"17",446551,450339,3788,0.848279367866156
2,10,2005,"18",216842,221380,4538,2.09276800619806
2,10,2005,"19",99025,100863,1838,1.85609694521585
2,10,2005,"20",94399,95768,1369,1.45022722698334
2,10,2005,"21",137016,139701,2685,1.95962515326677
2,10,2005,"22",161006,163734,2728,1.6943467945294
2,10,2005,"23",41468,42667,1199,2.89138612906337
2,10,2005,"24",193412,199076,5664,2.9284635906769
2,10,2005,"25",205041,208801,3760,1.83377958554631
2,10,2005,"26",359377,365027,5650,1.57216516360257
2,10,2005,"27",173962,177730,3768,2.16599027373794
2,10,2005,"28",106092,107107,1015,0.9567168118237
2,10,2005,"29",197274,200794,3520,1.78432028549125
2,10,2005,"30",30648,31233,585,1.9087705559906
2,10,2005,"31",60475,61412,937,1.54940057875155
2,10,2005,"32",83257,83944,687,0.825155842751961
2,10,2005,"33",44280,45152,872,1.96928635953026
2,10,2005,"34",295915,299533,3618,1.22264839565416
2,10,2005,"35",70341,70909,568,0.807494917615615
2,10,2005,"36",642981,648258,5277,0.820708543487288
2,10,2005,"37",286079,293568,7489,2.61780836761873
2,10,2005,"38",20335,20849,514,2.52766166707647
2,10,2005,"39",394221,401171,6950,1.76297051653768
2,10,2005,"40",119956,121457,1501,1.2512921404515
2,10,2005,"41",116935,118565,1630,1.39393680249711
2,10,2005,"42",405731,415043,9312,2.29511671526208
2,10,2005,"44",34820,34938,118,0.338885697874785
2,10,2005,"45",142924,145987,3063,2.14309703058968
2,10,2005,"46",26449,26939,490,1.85262202729782
2,10,2005,"47",196802,201415,4613,2.34398024410321
2,10,2005,"48",844636,857291,12655,1.49827854839244
2,10,2005,"49",95716,96721,1005,1.04998119436667
2,10,2005,"50",20110,20831,721,3.58528095474888
2,10,2005,"51",248815,254619,5804,2.33265679319977
2,10,2005,"53",212407,214694,2287,1.07670651155565
2,10,2005,"54",54336,54893,557,1.02510306242638
2,10,2005,"55",186275,192073,5798,3.11260233525701
2,10,2005,"56",16773,17150,377,2.24765992964884
2,15,2005,"01",157288,161701,4413,2.80568129800112
2,15,2005,"02",24837,26002,1165,4.6905825985425
2,15,2005,"04",199430,201497,2067,1.03645389359675
2,15,2005,"05",94231,96279,2048,2.17338243253282
2,15,2005,"06",1297211,1293513,3698,0.285073129968833
2,15,2005,"08",151300,158834,7534,4.97951090548579
2,15,2005,"09",120846,120587,259,0.214322360690466
2,15,2005,"10",29618,30564,946,3.19400364643122
2,15,2005,"11",20259,20254,5,0.0246803889629301
2,15,2005,"12",550113,570551,20438,3.71523668773507
2,15,2005,"13",316526,318344,1818,0.574360400093515
2,15,2005,"15",39372,40589,1217,3.0910291577771
2,15,2005,"16",53793,55386,1593,2.96135184875356
2,15,2005,"17",445255,442469,2786,0.625708863460264
2,15,2005,"18",216928,225603,8675,3.99902271721493
2,15,2005,"19",105817,107179,1362,1.28712777720026
2,15,2005,"20",98151,101110,2959,3.01474259049831
2,15,2005,"21",134356,139781,5425,4.03778022566912
2,15,2005,"22",169921,172155,2234,1.31472860917721
2,15,2005,"23",44196,45651,1455,3.29215313603041
2,15,2005,"24",197019,195645,1374,0.697394667519376
2,15,2005,"25",219915,226873,6958,3.16394970784167
2,15,2005,"26",361057,366583,5526,1.53050626355395
2,15,2005,"27",182899,187144,4245,2.32095309433075
